"word","definition"
"Abanabana"," (banabana), ntit, at. (abanabanao): Atao mibanabana, mivoha na misokatra tanteraka: Abanabanao ny uaravarambe sy varauarankely fa manempotra izany fofon'arina izany."
"Abanàka"," (banaka), mt. at. (abanaho): Atao mivoha tsara: Abanaho ny uauahady hidiran'ny fiara."
"Abandrina"," (bandrina), mt, fit. (abandrino): Entina mibandrina, mijery amin'ny maso tezitra toa mandrahona."
"Abanjina"," (banjina), mt, at. (aban)ino): Afantoka amin'ny: Nabanjiny ny sarin-dreniny ny masony dia natory izy."
"Abara"," (bora), mt, fit. (abarao) Ampiasaina hatao tsivalana: Nisy uatan-kazo lehibe nabarany ny uauahady."
"Abaradaka"," (baradaka), mt. at. (abaradaho): Asaina na avala hibaradaka; tapatapahina eo am-pitenenana."
"Abaraingo"," (baraingo), mt. at. (abaraingoy): Atao mibaraingo, vokoka; aolana."
"Abarareoka"," (barareoka), mt. at. (abarareohy): Avala hibarareoka, asaina mibarareoka."
"Abarera"," (barera), mt. at. (abarerao): Avala hibarera, hitaritarika; arefarefa: Mafana ny andro ka abareran'ny akoho ny elany."
"Abaribary"," (baribary), mt. at. (abaribario): Sokafana tsara. 1 Aseho miharihary tsy misy miafina: Nabaribarin'ny mpitsara ny heloka vitan-dRakoto."
"Abata"," (bata), mt. fit. (abatao): Entina mibata: Tanana roa abata io entana io fa tsy zakanao tanna anila io."
"Abehambehana"," (behambehana), mt. at. (ambehambehano): Atao mibehambehana, avelatra (tanna) na asabàka (tongotra) mba haka toerana be toa mitory fanambonimbonian-tena."
"Abetroka"," (betroka), mt. at. (abetrohy): Atao mibetroka; avontirika feno fandrahonana: Aza abetroka tahaka izao ny masonao fa mampatahotra."
"Abiba"," a.: Zavamainry fanao ody kitro, atao petakilasy ny tsirim-boany ary ny nofomboany fanao ody manirano."
"Abidy"," a.: Fitambaran'ny tarehintsoratra misy amin'ny fitenim-pirenena iray: Misy tarehintsoratra iraika amby roapolo amin'ny abidy malagasy: a, b, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, v, y, z. / Ny fotopototry ny zavatra na ny fahaizana iray, ny anton-javatra resahina na lazaina: Miteniteny momba ny baomba atomika Rangahy io, kanefa tsy mahalala ny abidin'izany akory. Ny ambaratongam-pianarana ambany indrindra ianaran'ny ankizy manambatra tarehintsoratra, manao bi-a-ba: Efa kilasy fahafiry izao ilay faralahinao? — Mbola ao amin'ny abidy ny anao. Tsy mahay abidy; tsy mahalala abidy: tsy mahay taratasy, tsy mahay bi-a-ba, tsy mahalala na inona na inona. / Abidy mifandika: zavatra mifandingana be ihany./ Abidy samy hafa: zavatra tsy mitovy velively, tsy mifandray lany tendro, samy ma-nana ny antony, sasanangy samy hafa."
"Abilimborona"," a.:Anaran-kafa ilazana ny toloho."
"Abily"," a.: Olon-dratsy, jiolahin'olona, karin'olona. t.i.f.: miabily, fiabily, mpiabily / iabiliana, fiabiliana ) habiliana."
"Abirioka"," (birioka), mt. at. (abiriohy): Avily any amin'ny tsy izy: Aza abirioka ny resaka, raondriana."
"Abiririoka"," (biririoka), mt. at. (abiririohy): Ampanenoina toa misioka: Nabiririokan'1-sambilo ny karavasiny ka taitra daholo ny omby."
"Abisioka"," (bisioka), mit. at. (abisiohy): Asaina mivily."
"Abitsika"," (bitsiha), mis at. (abitsiho): Lazaina malemilemy, tenenina moramora eo ampoto-tsofina: Inona no nabitsiny anao teo?"
"Abo"," p• t.: Teny fahita indrindra amin'ny fitenim-paritra mitovy hevitra amin'ny hoe avo, ambony, tsy takatra: A-bo toerana loatra io boky io ka makà tohatra."
"Aboabo"," (abo) t.v.r.: Avoavo. t.i.f.: aboaboina, voaboabo ( manaboabo, fanaboabo,mpanaboabo ) anaboaboana, fanaboaboana ( miaboabo, fiaboabo, mpiaboabo ) iaboaboana, fiaboaboana."
"Aboaboina"," (aboabo), mt. ih. (aboaboy): Avoavoina, aingaingaina, ambonina.l Deraina fatratra, ankalazaina izaitsizy: Noaboaboina eran'ny tanàna ny mpandresy. 1 A-sondrotra, akarina: Mandry rano loatra io tapenaka io ka aboaboy kely."
"Aboadaboada"," (boadaboada), mt, at. (aboadaboadà): Lazaina misafotofoto."
"Aboalina"," a.: Bibikely mivelona an'andiany any anaty tany na anaty hazo izay loahany asiany zohy."
"Abobobobo"," (bobobobo), mt. at (aboboboboy): Asitrika ao anaty rano: Nabobobobony ilay alika dia maty."
"Aboboka"," (boboka), mt. fit. (abobohy): Entina hahalena, hamontosan-drano."
"Abodika"," (bodika), mt. fit. (abodeho): Enti-milaza ny zavatra ampiasaina hanasavoritahana, hanasavorovoroana."
"Aboeriboerika"," (boeriboerika), mt. at. (aboeriboereho): (Teny) atao miboeriboerika, betsaka tsisy farany, miboredldredika toy ny fitenim-bazaha: Tsy azoko ny teny naboeriboeriny teo ha lasa aho."
"Abofaka"," (bofaka), mt. at. (abofaho): Alefa, aelY (fofona, vovoka) betsaka indray mandeha, adofaka: Nabofaky ny hainandro ny fofon'ny fako ka niely eran'ny tokotany."
"Abohitra"," (bohitra), mt. at. (abohiro): Entina manabontsina."
"Aboiboika"," (boiboika), mt. at. (aboiboiho): Avoaka miboiboika, mifantsitsitra."
"Abolasitra"," (bolasitra), mt. at. (abolasiro): Avala hibolasitra, hibolisatra."
"Abolidy"," (bolidy), mt. at. (abolidio): Avala hibolidy, hihodivitra handeha na hiery. /A-vily, ahataka, ampandosirina."
"Abolila"," (bolila), mt. at. (aboli-lao): Avala na asaina mibolila, milefa miporitsaka."
"Abolisatra"," (bolisatra), mt. at. (abolisaro): Atao mibolisatra na alefa handeha amin'ny tany malama: Aza abolisatra any ny sauony, ry Koto a!"
"Abonaka"," (bonaka), mt. at. (abonaho): Avala hibonaka, na hibontsina noho ny rivotra ao anatiny ka mihalehibe, hibotanaka."
"Abonina"," (abony), mt. ih. (abonio): Vokisana hanao zavatra; angolena risihina."
"Abonoka"," (bonoka), mt. fit. (abonohy): Entina mambonoka na mandrakotra ny tena: Io bodofotsy io abonoka azy raha mangatsiaka izy."
"Abontsina"," (bontsina), mt. at. (abontsino): Atao mibontsina na mibonaky ny rivotra ao anatiny ka mihalehibe: A-bontsino hoe ny uauanao."
"Abony na Abosy na Ambosy"," a.: Fandrisihana na fandroboana olona hanao zavatra tian'ny tena hataony. ¶ M.h.: Risika, robo, tambitamby, safosafo, safovody, safosiaka, pasopasoka, roboka, doka, tsetsaka, tao-na, teny malefaka, ronono an-tavy, kobaka am-bava, lango malemy, volana hatenda, volana mahadradraka, fandria-malemy lafika, lokanga hisatra. 1 Famokisana hanao zavatra na tsara na ratsy, fa indrindra ny zavatra ratsy. ¶ M.h•: Bontsina, fo orne-na, toho-tsofina. / Fitaka atao olona an-kafetsena. ¶ M.h.: Fangopangoka, angoly, saroro, sarory, sodika, solia, sombia, sombe, vohony, vato mafana atolotra, fahan-dalitra, antohim-bato. : t.i.f.: abonna, voabony / manabony, fanabony, mpanabony / anaboniana, fanaboniana / mahabony (( Abosina, voabosy ( manabosy na mambosy, fanabosy na fambosy,  mpanabosy na mpambosy ( anabosiana na ambosiana, fanabosiana na fambosiana ( mahabosy na mahambosy."
"Aborabora"," (borabora), mt. at. (aboraborao): Atao miborabora na migoragora, malemy fatotra: Vahao ity kofehy ity fa naboraboranao ka malemy."
"Aboraka"," (boraka), mt. at. (aborahy): Aseho, lazaina hatramin'ny antsipiriany: Naborany tamiko ny tao ampony."
"Aboraraka"," (boraraka), mt. at. (aboraraho): Araraka be: Naborarany teo daholo ny ranomainty."
"Aboredika"," (boredika), mt. at. (aboredeho): Atao miboredika, misesy be tsy milamina: Aboredeho ange ny fiteninao raha tsy mandositra ireo ankizy ireo e!"
"Aboretaka"," (boretaka), mt. at. (aboretaho): Avala hipetraka amin'ny tany toy ny tsy maharay tena: Naboretany tamin'ny tany ilay marary fa tsy zakany intsony, hono!"
"Aboridana"," (boridana), mt. at. (aboridano): Avala handositra miaraka be. ? Atao tsy mitafy, ampitanjahina."
"Aboroaka"," (boroaka), mt. at. (aboroahy): Atao loaka mivoaka any ambadika: Naboroakany tany amin'ny sofiny hauanana ny lefona natsatony tao amin'ny sofiny hauia"
"Abororoaka"," (bororoaka), mt, at. (abororoahy): Araraka higorodana be."
"Aborosy"," (borosy), mt. fit. (aborosio): Ampiasaina hiborosiana, handalorana: Tanirauo no naborosiny ny rindrina"
"Aborotsaka"," (borotsaka), mt. at. (aborotsaho): Avala hitambotsotra: Nasain'ny dokotera naborotsaka ny pataloan'i Lita kely."
"Abosesika"," (bosesika), mt. at. (aboseseho): Enti-milaza zavatra na olona ampidirina amin'ny toerana iray ka somary atao letrezana."
"Abosibosika"," (bosibosika), mt. at. (abosiboseho): Hanina haingana, arapadrapaka: A-bosiboseho ity uary, ry Koto, fa sao diso fidirana eo."
"Abosina"," (abosy) mt. ih. (abosio): Vokisana hanao zava-20	tra; angolena; risihina: Saingy miaraka amin'ialahy miantsena ny zanak'andriana, ka abosin'ialahy haka ny zauatr'olona (T.A. II, tak.878)."
"Abosy"," a: Fandrisihana na fandroboana olona hanao zavatra tian'ny tena hataony. (j er.: Abony)"
"Abotetaka"," (botetaka), mt. at. (abotetaho): Apetraka amin'ny tany. ? h.o.: aetry, apetraka amin'ny toerana i-va: Betsaka ny olona ambinina na mety hahauita zavatra, saingy abotetaky ny sainy."
"Abovolo"," (Ski), a.: Vay eo ampelandohalika."
"Aby"," p, mt.: Teny fahita indrindra amin'ny fitenimparitra, mitovy hevitra amin'ny hoe daholo, avokoa: Tonga aby ny mpianatra tao am-pianaranay androany  f.-p.: Isika aby: teny fampiasa ho valin'ny firariana hoe: ""Velona"", raha misy mievina."
"Adabo","Karazan-kazo lehibe izay fihinana ny voany ary fanao lakana ny vatany; ny raviny kosa nilalaovan'ny ankizy fahizay nataony elo ka avy amin'izany no nahatonga ilay fitenenana hoe: Mielo ravin'adabo, ka na tsy voky ny voany aza mieloelo ny raviny. (Ficus cocculifolia)"
"Adabobe na Adabovavy"," a,: Karazan'adabo lehibe voa ary manopy vonivony; tsy dia tsara tsiro loatra hany ka atao fanome ny omby afahy (Ficus cocculifolia subsp. sakalavarum)."
"Adaboboka"," (daboboka), mt. vt. (adabobohy): Azera ka miantonta mafy, avarina: Nadabobok' Andriamanitra tany amin'ny halo ireo anjely mpikomy."
"Adaboka"," (daboka), mt. at. (adabohy): Azera, apotraka amin'ny tany: Nadaboky ny riuo-doza ilay hazo teo andrefan-tranonay."
"Adabolahy"," a.: Karazan'adabo kelikely voa fa mani-pofona, nefa mankaleo raha ihinanana be loatra, sady mampivalan-dra (Ficus cocculifolia subsp, sakalauarum)."
"Adabovavy"," a: Karazan'adabo lehibe voa ary manopy vonivony; tsy dia tsara tsiro loatra hany ka ataon'ny olona fanome ny omby afahy. der. Adabobe) (Ficus cocculifolia subsp. sakalavarum),"
"Adaka"," (daka), mt. fit. (adakao) Asaina mandaka, ampiasaina handaka: Raha marary ny tongotrao havanana, ny ha-via adaka."
"Adala"," a.: Enti-milaza olona very saina, simba na marary saina ka tsy mahay mihevitra ary tsy mahay misafidy; ny fibahanan-kevitra iray tsy mety miala ao an-tsaina matetika mety mahatonga adala. M.h.: adala vatana, adala vendrais, adala raikitra, adala lefaka, adala lefy, very saina, foka, adala manondrana, mivadika atidoha, mivadika lakoraika, mivadika ondrana, manary lamba, manenjika alika, mihomehy rindrim-baky. ? h.o.: tsy mbola ampy na tonga saina, mbola zazabodo, tsy mahatonga manisa folo: Aza manala hanin-tian-jaza, hoy Andrianampoinimerina tamin'ireo vaventiventy novoriny namelany ny hafany, fa tsy adala io tsy akory. Tsy hendry loatra, tsy matotra eo amin' ny fitondran-tena, tsy mahay mitondratena: Aza mianatra ny zokinao adala, anaka. Sahirankirana raha mihetsika (tanana, tongotra) na raha miteny (vava): Mbola adala vava ity zaza ity. Raha afaka roa na telo volana vao tsy ho adaladala intsony iny tananao noesorina tao anaty harato iny.  Matimatim-pitia, tia na liana fatratra, mirehitra izaitsizy amin-javatra iray: Adalan'adin'akoholahy ny zanako lahy aivo. Teny enti-milaza olona (lahy na vavy) mifankazatra amin'ny tena, izay resahina nefa tsy lazaina ny anarany: Tsy fantatro velively izay tian'ny adala holazaina tamin'ireo teny ireo. i t,i.f•: adalaina, voadala/ manadala, fanadala, mpanadala/anadalana, fanadalana / miadaladala / iadaladalana, fiadaladalana / mihadala I mahadala I adaladala. ~ f.-p.: Manao adala matanjaka: enti-milaza olona manao an-kery, am-borivory. // Adala manara-bolana: rahefa tsinana ny volana no mihetsika ny hadalany. Ohab.: Ady amin'adala: ny manam-panahy no mandefitra: tsy tokony hiala-bara-tena sy handany andro foana hiady amin'ny kely saina ny olon-kendry, fa hihataka amim-pandeferana. // Adala nomen-tanan'ondry: na hosoloana hofany aza tsy mety: enti-milaza ireo miraikitra amin'ny tiany na ny heviny ka tsy azo ahodin-doha na zavatra tsara sy marina aza no atolotra azy. // Adala vady reny anaka ka mirakitra amin-karon-doa-body: enti-milaza ireo manambady vehivavy fatra-pirobaroba ka na mitahiry sy manangona ohatrinona aza, lany tsisy mijanona ny vidin-kasasarana."
"Adalaboboka"," (dalaboboka), mt. at. (adalabobohy): Atao midalaboboka, azera na apetraka miantatafoka."
"Adaladala"," (adala) p. t.; t.u.r. Enti-milaza olona kely sain, tsy misy loba, fatra-panaonao foana sady miseho ho bado, tsy mahazo tsara na oviana na oviana izay lazaina aminy: Adaladala ilay vahinin-dry zareo ato atsimo: nahazo vorona izy, ka ny volom-bodiny no nongotany fa tsy ny elany, ka lasa nanidina ilay vorona. ¶ M.h.: Misy kely, nahafahana, kaondrana, vendrana, tangoarara, fondrana, baibo, zanakalo, tsy tohinina, manangan-tsampois, toraiky, ondranondranana, kidramadrama, manondrana, manasatsasaka, mirendrirendry, mitanendrinendrina, mitandrantandrana, mitondrantondrana, mitondrintondrina, mitondrendrena."
"Adalaina"," (adala), mt. ih. (adalao): Taomina amin'ny fanangolingolena ka ohatra ny a-tao izay hahavery ny loha: Nadalain'iny tovolahy iny nandritra ny telo volana ny zanany vauy. ? Lalaovina, a-tao fihomehezana: Efa miendrik'adala loatra ny anao lahy amin'ilay uolo lavany ka tian'ny olona hadalaina. ?Fetsifetsena, ambakaina: Tsy azon'ialahy adalaina intsony aho. ? Ariana andro: Axa adalain'ialahy amin'ny resaka foana eto aho fa tsy vitako ny asako."
"Adalo"," a. Anaran'ny volana faharafka ambin'ny folo amin' ny filaharan'ny volana malagasy merina, manarakaraka ny Adijady ary alohan'ny A-lohotsy, ka ny toerany ao an-trano dia eo amin'ny lafin-drindrina avaratra, ilany andrefana. Ny rivotra dia na-tao hoe adalo, ary ny rivotr' adalo dia manimba zavatra betsaka. Ny tononandro adalo dia lazaina ho androndranomaso be alahelo. ? Fanandr.: Vavany: miala vintana fa maty kely;vodiny: midalodalo ka miadaladala, tsara vintana, tratra antitra anefa, na dia manan-toetra malahelohelo aza araka ilay fitenenana hoe: Adalo be rano maso."
"Adana"," ft.: Fandehanana na fitenenana na fanaovan-javatra milamina, tsy rototra. ¶M,h.: Anoka, danoka, daresaka, darona, tanesaka, fisomararetra, havotsana, havozavozana / hasambarana, hafinaretana, raondraona, firaondraonana, roandroana, firoandroanana, oronorona, fioronoronana / fandrian-tsaina, tsy fitebitebena, tsy fananana tahotra am-po / fandriam-pahaieman, tsy fana-nana horohoro. 1 t.i.f•: adanina, tafadana / miadana, fiadana / iadaisn, fiadanana / mampiadana/ adanadana."
"Adânadâna"," (danadana), mt. at. (adanadanao): Atao midanadana, mivoha mibanabana: Adanadanao ny uarauarana."
"Adangadanga"," (dangadanga), mt. at. (adangadangao): Aderadera, aseho ambony ho hi-ta tsara; arangaranga."
"Adangana"," (dangana), mt. at. —(adangano): Asondrotra avo be: Nadangan'ny mpivarotra ny uidin-jauatra ka mahantra ny madinika."
"Adanina"," (adana), mt. ih. (adano): Ampandehanina moramora: Adano ny fandehan' ny fiarakodia fa mandomando izany arabe izany."
"Adaoro"," a.: Anaran'ny volana faharoa amin'ny filaharan'ny volana malagasy marina, manarakaraka ny Alahamady ary alohan'ny Adizaoza, ka ny toerana nomen'ny Ntaolo azy tao an-trano dia eo amin' ny lafin-drindrina atsinanana, ilany avaratra, ka eo no fametrahana ny fandriana. Ny tononandro Adaoro dia atao hoe andro mena na andron'afo ka natahorana amin'ny afo ary halam-baratra ny trano aorina amin'ny A-daoro, ? Fanandr.: Ny zaza teraka vava adaoro dia atahorana afo ka alana vintana; ny teraka vody adaoro, tsara fa hidaoro (hidoboka) tsara: mahay mitondra ny tenany, mahay miteny; raha lehilahy dia mpikabary; raha vehivavy, mahay mitondra tena."
"Adaraboka"," (daraboka), mt. at. (adarabohy): Azera mafy amin'ny tany: Nadaraboky ny namany teo amin'ny tany izy."
"Adaroka"," (daroka), mt. fit. (adarofy): Entina mandaroka, mikapoka, mively; avely, atonta: Ity kanonta ity adaroka an'io alika io mha mitady hanaikitra anao."
"Adarona"," (darona), mt. at. (adardny): Atao na tenenina miadana: Adarony ny teninao fa tsy azoko tsara."
"Adasidasy"," (dasidasy), mt, at. (adasidasio): Atao milamina sy mihaminkamina: Adasidasio ny famindranao."
"Adedadeda"," (dedadeda), mt. at. (adedadedao): Arehitra midedadeda; atao mirehi-be: A-za adedadeda ohatra izao ny afo sao mandray ny tafontrano."
"Adedaka"," (dedaka), mt. at. (adedaho): Atao miredaka, miredareda: Axa adedaka tahaka izao ny afo fa mandany kitay."
"Aderadera"," (deradem), mt. at. (aderaderao): Asehoseho fatratra ho hita tsara, matetika ho enti-mieboebo na ho entinrandatsa ny hafa: Aza aderrrderanao eo iny kilalao iny !a itomanian'ny zazakeiy."
"Adeza"," (deza), mt. at. (adezao) Atao mideza, miakatra mahi         tsy mitsantsana iray ihany. Ady"
"Adia"," (dia), mt. at. (adiavo): Andrefesana: Int? ny hazo hadianao ny sakan'ny trano."
"Adiady"," a.: Fifamalivaliana kely matetika, tsongotsongo teny, fifandrozandrozanana matetika: Tsy ilaozan'adiady ireo mpianatra ireo."
"Adibidijady"," a.: Anaran'ny laharan-tsikidy fahavalo amin' ny sikidy alanana (jer. Sikidy). Ny soratry ny adibijady "
"Adidina"," (adidy), dit. ih. (adidio): Tsinina, omena tsiny."
"Adidy"," (didy), mt. fit. (adidio): Entina mandidy, ampiasaina handidiana: Aza dia ny vohon'antsy re no adidy it? voasary e!."
"Adidy"," a.: Zavatra tsy maintsy atao takin'ny raharaha iandraiketana, ny toerana misy ny tena na ny fifandraisana amin'ny hafa: Adidin'ny mpitondra ny mifehy tsara ny firenena sy manao izay hampanan-karena ny tany. / Tsarouy fa adidinao manankanaovana ny manampy ireo fadiranovana. ¶ M.h.: henatra, andraildtra. • Tsiny, soketa: Manana adidy ianao raha manao izany. • Zavatra ekena hatao mba ho fanasoavana ny hafa: Ny adidy tsy an'olon-dratsy. -  f -p.: Mandray adidy / manao adidy / manefa adidy / miantsoroka adidy: manatanteraka adidy tsy maintsy atao; Miamboho adidy: tsy manao na mandositra adidy. * Ohab.: Adidinao tsy namangy, fa ny aretiko sitrana ihany: ianao no mahazo tsiny amin'ny fihavanana noho ny tsy nitsidihanao ahy narary, fa izaho it? sitrana ihany. / Manan-jara ihany ny tsy miteny, fa ny miteny ihany no manana adidy: saika izay miseho ho mahavita ihany no voatsinin'ny maro matetika. / Ny toko no tapaka ka ny aampanan-dalana no manana adidy: enti-milaza ny olona manome loza ny hafa, nefa ny nataony ihany no nahavoa azy. / Potsitra ny maso: adidin'ny loha; fotsy ny uolo: adidin'ny loha; banga ny nify: adidin'ny loha: ny loham-pianakaviana, ny mpitondra no manana ny tsiny amin'ny fahavoazan'ny olona entiny avy. ! Vaua soa sakafo, teny ratsy adidy: ny teny mora mahatsara fihavanana fa ny vava ratsy kosa itondrana heloka ka maharatsy fihavanana."
"Adifika"," (difika), mt. at. (adifiho): Apitika, esorina hiala erF."
"Adify"," (dify), mt. at. (adifio): Asiana dify, karazana jongy fanao amin'ny tsihy: Nadifiny tsara ny tsihy. • Asaina miala amim-pahakingana mba tsy ho hita: Adifio izy sao mahita an-dreniny."
"Adijady"," a.: Anaran'ny volana fahafolo amin'ny filaharan' ny volana malagasy marina, aorian'ny Alakaosy arY alohan'ny Adalo, ka ny toerana nomen'ny Ntaolo azy ao antrano dia eo amin'ny zorony avaratra andrefana (zorombaravarankely). Ny Adijady dia andro mafy, tena mijadina mafy, ka ny zavatra tianko mafy sy mateza indrindra no isantarana amin'io. • Fanandr:vavany:alam-bintana fandrao dia mijadfna loatra ka tsy miteny; vontony: tsara ihany; vodiny: tsara ihany."
"Adijidà"," (fr. adjudant) a.: Ambaratongam -pahamboniana na gradin'ny miaramila antanety sy ana habakabaka eo anelanelan'ny Adijidà-Sefo amboniny sy ny Serizà-Sefo ambaniny; mitovy laharana amin'ny Maître tsotra amin'ny taffka an-dranomasina (jer. Grady)."
"Adijidà-Sefo"," (fr, adjudant-chef) a,: Ambaratongam-pahamboniana na gradin'ny miaramila an-tanety sy ana habakabaka eo anelanelan' ny Aspirà izay amboniny sy ny Adijidà tsotra ambaniny, mitovy laharana amin'ny Maftre voalohany amin'ny tafika an-dranomasina (jar, Grady)."
"Adika"," (dika), mt. at. (adikao): Alaina tahaka: Adikao ireo soratra hitanareo amin'ny solaitrabe ireo. • Avadika amin'ny fiteny hafa: NadikandRabe tamin'ilay vazaha ny tenin'i dada. • Ampandalovina eo ambony: Aza fady fa adikako anao ity lovia ity. • Lazaina, taterina: Ka angaha tsy loza fa nadikany tamin'ny mpampiasa ilay teninao teto omaly iny. • Heverina: Nadikany ho tsy fitiavana azy ny fanakianana ny nataony."
"Adikasajy"," a.: Laharan-tsikidy faharoa ambin'ny folo amin' ny sikidy alanana der. Sikidy)."
"adiko","jereo [ady] : tolona, fihatrehana zavatra sarotra. Oh : rehefa maty aho angamba vao ho tapitra ny adiko! (izany hoe miatrika zavatra sarotra foana) Ahitsio"
"Adilana"," (dilana), mt. fit.(adilano): Entina manety eo afovoany."
"Adilotra"," (dilotra), mt. at. (adilory): Akasoka mafy , akitroka. "
"Adimby"," (dimby), dit. at. (adimbaso): Asolo: Ny zanany lahimatoa no nadimby azy. Mividiana tsofa uaouao hadimby an'it?."
"Adimizana"," a.: Anaran'ny volana fahafito amin'ny filaharan'ny volana malagasy mari-na, aorian'ny Asombola ary alohan'ny Alakarabo, ka ny toerana omena azy ao an-trano dia eo amin'ny zoron-trano atsimo andrefana (zorombaravarambe). Andro mahery aoka izany ny Adimizana ka ny ozona atao amin'ny olona teraka Adimizana aza mivadika ho soa ho azy. • Fanandr.: vavany: raha lehilahy, mpivarotra, mpandranto; raha vehivavy: tsy mitahiry mizana fa miala vintana; raha tsy mpanankarena dia maty kely izy; vontony: tsara, mpanankarena, tsy maty vonoina; vodiny: tsara, tratra antitra; raha tsy maty kely, raha tsy roa volo tsy maty."
"Adina"," Adinadina Ahitsio"
"Adingana"," (dingana), mt, at. (adingano): Ahoatra, adika: A-za adingana ny lohan-drainao ny sahafa, anaka."
"Adingidingy"," (dingidingy), mt, at. (adingidingio): Asondroititra avo."
"Adingina"," (dingina), mt. at. (adingino): Atsangana henjana mahitsy: Nadingin'ny alika ny rambony dia lasa izy."
"Adinina"," (adina), mt. ih. (adino): Anontaniana, antsafaina: Nadiniko azy ny anarany fa tsy namaly izy. • Fotorana lalina na mafy, alaina am-bavany; donina, pohina, haro-fana, faninina: Nadinina ilay uoampanga ny amin'ny nandaniany ny androny, nefa nihenahena velona. • Tsapafna fahaizana, zahana fahaizana: Nadinina marika aho aninaraina ka tsy nahay."
"Adinkisa"," a.: Anarana laharantsikidy iray amin'ny sikidy alanana (fer.: Sikidy)."
"Adiny"," a.: Ny mafy, ny sarotra, ny manahirana amin'ny raharaha iray: Ny manoro toa mora, fa ny manao no adiny. Mora ny miteny fa ny manao no adiny. * Ohab.: Androngo nangataka ka ny mody no adiny."
