"word","definition"
"Paka"," a.: Fidonana eo akaiky; fifanakaikezana, fihaonana. i t.i,f.: Apaka, voapaka, tafapaka / manapaka, fanapaka, mpanapaka j anapahana, fanapahana / mipaka, fipaka, mpipaka j mahapaka / pakapaka j mipapaka.
 Ahitsio"
"Paka"," (fr. pâques) a.: Fety lehibe indrindra amin'ny Kristianina fa fahatsiarovana sy fankalazana ny nitsanganan' i Kristy ho velona ny andro fahatelo taorian'ny nahafatesany. (Ny fetin'ny Paka dia naraikitra ho amin'ny alahady manarakaraka ny fenomanana aorian'ny 21 Marsa).
 Ahitsio"
"Pakapaka"," p. t.: Lava manify. - t.i.f: Mipakapaka, fipakapaka.
 Ahitsio"
"Palakinina"," (fr. palanquin) a.: Filanjana misy tafony.
 Ahitsio"
"Palapala"," p. t.: Lava mitezotezo. i t.i.f.: Mipalapala, fipalapala.
 Ahitsio"
"Palitao"," (fr. paletot) a.: Akanjo ambonin-dehilahy midina hatreo anrin'ny fitombenana, misy paosy ivelany, ary mivady amin'ny pataloa.
 Ahitsio"
"Palmie"," (fr. palmier) a.: Anarana itambarana ilazana ireo karazan-kazo manana toetra manokana: ny tahony, tsoatokana; ny isan-draviny, fitambarana ravina madinika maromaro, toy ny rafla, voaniho...
 Ahitsio"
"Pampana"," a.: Firaparapana, fitsapatsapana. - t.i.f.: Mipampana, fipampana, mpipampana j ipampanana, fipampanana / mahapampana.
 Ahitsio"
"Pampina"," a.: Anaran-javamaniry.
 Ahitsio"
"Panama"," a: Anaran-tsatroka vita amin'ny ahitra henjankenjana ka fisaka mafimafy ny sofiny sy ny tampony.
 Ahitsio"
"Panda"," a.: Pentina amin'ny hoditra vokatry ny hainandro, izay mety ho afa-panafody ihany na ho afaky ny fiovam-ponenana aman-draharaha. - t.i.f•: Pandaina. ¶M.h.: Hoditoho.
 Ahitsio"
"Pandaina"," p.t.: Misy panda, feno panda.
 Ahitsio"
"Panga"," a.: Bibim-bomanga.
 Ahitsio"
"Panina"," (fr. panne)  Fijanonan'ny masinina iray noho ny fahasimbana tsy nampoizina.
 Ahitsio"
"Pantsona"," a.: Mitovy amin'ny Fantsona.
 Ahitsio"
"Paohina"," (paoka) mt, ih. (paohy): Faohina avy hatrany ary amim-pahakingana: Nopaohin'ny papango ny akohokely. ~ Alaina an-keriny avy hatrany dia entina mandositra: Nopaohin'ny tontakely daholo ny fitafiany rehetra tao an-trano.
 Ahitsio"
"Paoka"," a: Fifaohana avy hatrany ary amim-pahakingana; fakana zavatra an-keriny, izay entina mandositra. è Paohina 1 apaoka, voapaoka, pinaoka j mipaoka, fipaoka, mpipaoka / ipaohana, fipaohana / mahapaoka.
 Ahitsio"
"Paoma"," (fr. pomme) a.: Karazan-kazo fihinam-boanampidirina teto, misy voany kely madinika, fihinana amin' izao na atao kaonfitira na a- naovana ranom-boankazo; ny ranon'ny paoma koa, rehefa avala hiketriketrika, dia anaovana zava-pisotro atao hoe sidira.
 Ahitsio"
"Paompy"," (fr. pompe) a.: Fampakaran-drano avy any ambanin'ny tany hatao fantsakananavovo.
 Ahitsio"
"Paositra"," (fr. postes) a.: Antokon - draharaham - p anjakana misahana ny fitondrana ny taratasy sy entana ifandefasan'ny olona.
 Ahitsio"
"Paosy"," (fr. poche) a.: Fomban' akanjo toy ny lasaka kely mizaitra ety ivelany ka fasiana zavajavatra madinika isan-karazany: Ny daka no misy am-badika; ny loka no misy an-koatra; ny akanjo no soa misy paosy (,.,.) fa ratsy koa raha ratsy raha mba miuadika ny marina (Anganon' ny ntaolo).
 Ahitsio"
"Papa"," a.: Ny filohan'ny Eglizy katolika, dimbin'i Md. Piera; ny Ray masina.
 Ahitsio"
"Papangay"," a.: Karazam-boatavo (Luffa acutangula).
 Ahitsio"
"Papango"," a.: Vorona mpihinankena, malaza amin'ny fipaohana ny zanak'akoho. -  F.-p.: Papango tanana: ilazana ny olona faingan-tanana izay maka zavatr'olona amim-pahakingana mba hangalariny. * Ohab.: Papangolahy anaty katsaka ka izay miuoaka rainy avokoa: ilazana ny mpifaninana, ka izay miseho mahay daholo.
 Ahitsio"
"Papangofotsy"," a.: Karazam-papango tsy mba mahay mifaoka fa iantombenany kosa ny biby asiany, toy ny akoho, gana, dokotra, voalavo.... ¶ M.h.: Fanohoka, fanindry.
 Ahitsio"
"Papangohazo"," a.: Zavatra mitapelaka (taratasy henjana na baoritra maivana sady manify) didiana atao mitarehimpapango mivelatra elatra, dia asiana kofehy mba hitanana azy ary dia alefa hoentin'ny rivotra manidina (atao koa , hoe sarimpapango).
 Ahitsio"
"Papapapa"," a.: Famindra maika nefa toa tsy mijery izay dia-vina ;totototo;raparapa. 1 t.i.f.: Apapapapa, tafapapapapalmipapapapa,fipapapapa, mpipapapapa / ipapapapana, fipapapapana / mahapapapapa.
 Ahitsio"
"Papay"," a.: Karazam-boankazo.
 Ahitsio"
"Papelika"," a.: Karazam-borona mifanahatahaka amin'ny tsipoy fa kelikely kokoa (hatava: 18 sm), izay hazain'ny olona fatratra noho ny henany tena matsiro. Voadiniky ny ntaolo ny fanenony fa tahaka ny manao hoe ""tsara aho"", ka dia izany ny nanaovany azy ho tahaka ny mandoka tena ka nahatonga ny fitenenana hoe ""midoka tena toy ny papelika"".
 Ahitsio"
"Papelimosy"," (fr. pamplemousse) a.: Hazo fihinam-boa mitovitovy karazana amin'ny voasary, somary marikivikivy ny voany.
 Ahitsio"
"Papolahy"," (Ski) a.: Anaran-kazo fanao fanafody sohihina.
 Ahitsio"
"Paradisa"," na Paradizy (fr. para-dis) a.: Fonenan'ny olona tsara fanahy aorian'ny fahafatesana, araka ny finoana kristianina, izay iainany ao anatin'ny fahasambarana ateraky ny fahitana an'Andriamanitra. Toerana mahasambatra sy mahafinaritra: Tana paradisa kely ity sahanareo	mangatsiatsiaka feno voninkazo ity.
 Ahitsio"
"Paraky"," a.: Zavamaniry fifoka sy fihinana ny raviny fa ma-nana hery manaitaitra ny atidoha: Homam-paraky; mihinam-paraky; leom-paraky. -  F.-p.: Paraky an'orona: paraky fitroka, izany hoe atao any anaty orona dia trohina. / Paraky be hatoka: paraky lehibe kiran-draviny. / Paraky jolo: paraky mahitsy ary henjana ny tahony. / Paraky kisoka na uoakisoka: vovo-paraky hanina (atao ambany lela). f Paraky kitsoloha: paraky mitsilotsilo ny raviny. 1 Paraky taiko: paraky lava taho. / Paraky uolotsangana: paraky henjankenjana ohatra ny ravim-bolotsangana ny raviny. ) Paraky ooalaro: paraky nasiana laro (lavenona) mba hampaherihery azy. * Ohab.: Paraky nankaleo ahy ka raha tsy fotsy angola tsy avelako: enti-milaza zavatra efa nisahiranana sy nisasarana izaitsizy ka tsy a-vela raha tsy efa tsy misy azo atao aminy intsony.
 Ahitsio"
"Parapaingo"," a.: Fototra mafy anrin'ny tady na rojo vy; gadra misy masomby natao tamin'ny tongotry ny olomeloka fahiny: Ataouy amparapaingo io akoho io sao lasa. 1 Li. f.: Amparapaingo.
 Ahitsio"
"Parapandry"," (fit.-p.) a.: Parasy.
 Ahitsio"
"Parapandy"," (t. tr.) a.: Parasy madinika.
 Ahitsio"
"Parapany"," (Ski) a.: Vilia vifotsy.
 Ahitsio"
"Pararatana"," (pararatra) mt. ih. (pamrato): Anidinana (rano).
 Ahitsio"
"Pararatra"," a.: Ny fifantsitsiran' ny rano amin'ny siny loaka na ny fianjeran'ny voan-javatra madinika raraka avy ao amin'ny harona na kitapo itoerany. - t.i.f.: Pararatana, apararatra, voapararatra, tafapararatra / manapararatra, fanapararatra, mpanapararâtra / anaparatana, fanapararatana / mipararatra,fipararatra, mpipararatra / ipararatana, fipararatana I mahapararatra.
 Ahitsio"
"Pararetina"," (pararetra) mt. ih. (parareto): Ampangovitina izaitsizy.
 Ahitsio"
"Pararetra"," a.: Fangovingovitra, fihararetra, h ovitrovitra. i Pararetina, apararetra, tafapararetra 1 manapararetra, fanapararetra, mpanapararetra / anapararetana, fanapararetana / mipararetra, fipararetra, mpipararetra / ipararetana, fipararetana / mahapararetra 1 pararedretra. -  F.-p.: Pararetra am-bato malaza: teny ataon'ny ankizy an-kirs rehefa mampandihy samoina izay fatorany amin'ny tongobeny izy.
 Ahitsio"
"Parasahana"," (parasaka) mt. pdr. (parasaho): Enti-milaza zavatra anelezana rano na voa.
 Ahitsio"
"Parasaka"," a.: Fiparitahana na fielezana; fisehoan-javatra tsy misy miafina. - t.i.f.: Parasahana, aparasaka, voaparasaka, tafaparasaka / manaparasaka, fanaparasaka, mpanaparasaka I anaparasahana, fanaparasahana / miparasaka, fiparasaka, mpiparasaka I iparasahana, fiparasahana / mahaparasaka 1 parasadrasaka.
 Ahitsio"
"Parasily"," a.: Lamba lasoa-manify sady mamirapiratra. * Fiten.: Mainka izany raha parasily, rauin-katsaka aza mikasoka: enti-milaza ny olona be hambo aoka izany ka zavatra tsinontsinona iny dia efa mampibontsina azy izaitsizy. ¶ M.h.: Mainka izany raha ranomasina, ranom-potaka ara manonja.
 Ahitsio"
"Parasy"," a.: Bibikely mitsentsitra ny ran'ny biby lehibe sy ny olona ka manaikitra mampangidfhidy izaitsizy: Mitondra areti-mifindra toy ny pesta ny parasy. • F.-p.: Volomparasy: 1c lao na volon-javatra mitovy , min'ny an'ny vonim-boah. rana na tatamo. / Be taimparasy: enti-milaza ny hoditava na ny akondro misy pentimpentina kely madinika. / Parasin'alika: karazamparasy lehibe, fahita indrindra ao anaty volon'ny alika. / Parasy lafrika: karazam-parasy madinika, izay manatody any anatin'ny hoditra. / Parasy kankana: parasy fahita indrindra any an-tsiraka ao anaty fasika (biby lavalava kely toy ny kankana izy io ka mitsofoka anatin'ny hoditra). ¶ M.h.: Parapandy, parasaingy.
 Ahitsio"
"Parata"," na Paranta (fit.-p.) a.: Ariary: Parata telo uao mahazo voasary.
 Ahitsio"
"Pareake"," (Ski) a.: Verontsanjy.
 Ahitsio"
"Pariahana"," (pariaka) mt. pdr. (pariaho): Enti-milaza toerana anaparitahana zavatra.
 Ahitsio"
"Pariaka"," a.: Paritaka, fiely, fihahaka amin'ny toerana ma-ro. - t.i.f.: Pariahana, apariaka, voapariaka, tafapariaka / manapariaka, fanapariaka, mpanapariaka / anaparlahana, fanapariahana / mipariaka, fipariaka, mpipariaka / ipariahana, fipariahana 1 mahapariaka / pariadriaka,
 Ahitsio"
"Pariakala"," (fr. percale) a.: Karazan-damba somizo.
 Ahitsio"
"Pariamaso"," a.: Karazam-borona (Zosterops madagascariensis).
 Ahitsio"
"Pariritana"," p.t.: Enti-milaza olona na zavatra ifantsitsirandrano.
 Ahitsio"
"Pariritra"," o.: Fantsitsirana fitifitry ny rano mivoaka ny fantsona na ny ra mivoaka ny hoza-dra tapaka.  - t.i.f.: Pariritina, aparkitra, voapariritra, tafapariritra 1 manapariritra, fanapariritra, mpanapariritra 1 anapariritana, fanapariritana 1 mipariritra, fipariritra, mpipariritra 1 ipariritana, fipariritana / mahapariritra / pariridritra,
 Ahitsio"
"Paritaka"," a.: Fielezana fa tsy iray toerana; fihahaka tsisy kototony,fisafotofoto. - t.i.f.: Aparitaka, voaparitaka, tafaparitaka 1 manaparitaka, fanaparitaka, mpanaparitaka / anaparitahana, fanaparitahana 1 miparitaka, fiparitaka, mpiparitaka / iparitahana, fiparitahana mahaparitaka 1 paritadritaka,
 Ahitsio"
"Paritra"," a.: Fizarazan'ny feo amin'ny hira; feo voalohany, feo faharoa, torebiny... -  F.-p.: Diso paritra: tsy mitana ny anjara paritry ny te-na fa mangalatra ny an'ny hafa.
 Ahitsio"
"Parlemanta"," (fr. parlement) a.: Solombavambahoaka mamolavola sy manao lalàna.
 Ahitsio"
"Pasahana"," (pasaka) mt.pdr. (pasaho): Enti-milaza olona na zavatra anelezana vaovao.
 Ahitsio"
"Pasaingy"," a.: Parasy (jer. koa Parapandy).
 Ahitsio"
"Pasaka"," a.: Fahavakisana, fiveraka, na fisaraka. - t.i.f.: Pasahana, apasaka, voapasaka, tafapasaka / manapasaka, fanapasaka, mpanapasaka / anapasahana, fanapasahana 1 mipasaka, fipasaka, mpipasaka I ipasahana, fipasahana / pasapasaka.
 Ahitsio"
"Pasasaka"," a.: Fahavakivakisana na fihoaran-drano mibosasaka.
 Ahitsio"
"Pasipaoro"," (fr. passeport) a.: Taratasy avy amin'ny fanjakana ahazoana mivezivezy na miditra any amin'ny firenenkafa.
 Ahitsio"
"Pasitry"," a.: Ampanga maniry eny ambony hazo.
 Ahitsio"
"Pasohina"," (pasoka) mt. ih. (pasohy): Lamaina, tsindriana amin'ny vy hafanaina mba halamalama tsara tsy hisy miketrona na miforiporitra: Tokony hopasohina iny pataloanao iny fa efa miforiporitra. • h. i.: Alamina: Pasohy tsara aloha ny resaka uao mihaona amin'ny lehibe.
 Ahitsio"
"Pasoka"," a.: Fanalamana, fanalana ny ketronketrona amin' ny fltafiana amin'ny alalan' ny vy nohafanaina ka asosa ary tsindriana eo amboniny. I t.i.f.: Pasohina, apasoka, voapasoka, panapasoka 1 mipasoka, fipasoka, mpipasoka / ipasohana, fipasohana / mahapasoka 1 pasopasoka.
 Ahitsio"
"Pataloa"," (fr, pantalon) a.: Akanjo ambany fitondran'ny lehilahy, mandrakotra ny tongotra roa tsirairay avy, hatreo amin'ny valahana, ary mivady amin'ny palitao. - t.i.f.: Mipataloa, fipataloa, mpipataloa 1 ipataloavana, fipataloavana, ipataloana, fipataloana 1 mahapataloa.
 Ahitsio"
"Patana"," a.: Karazan-jandiana. Pa-tendro a.: Jar. Paka.
 Ahitsio"
"Patraka"," na Patrapatraka a.: Feon-javatra	vaventiventy miara-mikorotsaka; fikatraka zavatra mitete mahalankalana. - t.i.f.: Patrapatrahana, voapatraka (voapatrapatraka) 1 manapatraka, fanapatraka, mpanapatraka / anapatrapatrahana, fanapatrapatrahana, / mipatraka, fipatraka, mpipatraka 1 ipatrapatrahana, fipatrapatrahana.

b Ohatra: patrakala= filatsaky ny rano sisa navelan'ny orana Eny amin'ny ravikazo n'a ratsankazo Ahitsio"
"Patrakala"," a.: Vongan-drano vaventy izay mitete avy amin' ny ravinkazo any anaty hazo rehefa avy ny orana, ka mipoapoaka (mip atrapatraka) noho ny hamafisan'ny fianjerany.
 Ahitsio"
"Patrana"," a.: Mitovy amin'ny Patraka.
 Ahitsio"
"Patrapatrahana"," (patrapatraka) mt. ih. (patrapatraho): Entimilaza olona na zavatra ianjerana vongan-drano: Nialoka teo ambody hazo iray izahay ka nopatrapatrahan' ny orana.
 Ahitsio"
"Patre"," a.: Dity fametaham-pitaratra.
 Ahitsio"
"Patriarika"," (fr. patriarque) a.: Anaram-boninahitry ny eveka any amin'ny eglizy katolika tatsinanana. (Fiv. kat.)
 Ahitsio"
"Patripatry"," p.t.: Vaventiventy, fatrofatro (fiteny fahiny amin'ny vakivakim-bola, ary ankehitriny amin'ny voanjavamaniry lehibe noho ny namany, sady tsara). - t.i.f•: Mipatripatry, fipatripatry.
 Ahitsio"
"Patro"," a.: Vehivavy sakaizandehilahy.
 Ahitsio"
"Patry"," a.: Ilay ketrona anoloana misy lavabokotra amin' ny lobaka, blozy...
 Ahitsio"
"Patsa"," a.: Karazan'orana madinika kely ary ffhinana: Misy patsa mena sy patsa fotsy. • p.t.: Entina milaza koa ny zazavavy madinika sy kely reny, -  F.-p.: Rom-patsa: anarana ilazana ny vola famangiana omena ny mpifana vao tarabao. / Takalom-patsa vidimpihinanana: enti-milaza fanomezana ataonao olona mba ho takalon'ny soa nataony taminao.
 Ahitsio"
"Patsanorana"," a.: Karazam-patsa lehibe.
 Ahitsio"
"Patsiatra"," jer. Potsiatra.
 Ahitsio"
"Patsitsirana"," (patsitsitra) mt. pdr. (patsitsiro): Enti-milaza zava;tra na olona tifirina rano.
 Ahitsio"
"Patsitsitra"," a.: Fantsitsitra, fipotsiran-drano. - t.i.f• : Patsitsirana, apatsitsitra, voapatsitsitra, tafapatsitsitra 1 manapatsitsitra, f anapatsitsitra, mpanapatsitsitra 1 anapatsitsirana, fanapatsitsirana 1 mipatsitsitra, fipatsitsitra, mpipatsitsitra 1 ipatsitsirana, fipatsitsirana / mahapatsitsitra 1 patsitsitsitra.
 Ahitsio"
"Patso"," (Ski) a.: Daba velezina miaraka amin'ny langorony amin'ny fanaovana morengy.

a.: fitenim-paritra iantsoana ny fanitso: Mitafo patso io trano io Ahitsio"
"Paza"," na Pazapaza p.t.: Fohy nono (fiteny koa ny hoe paza nono).
 Ahitsio"
"Pehina"," (paika) mt. ih. (peho): Donina, kapohina, pohina: Peho mafy ny fantsika mba hilentika. / Nopehiny ny lohako. ? Tefena (vato): Tsy nopehinareo tsara ireto auto ireto. • Kapohina, tenenina, rahonana: Peho mafy io zaza io fa maditra.
 Ahitsio"
"Pejy"," (angl. page) a.: Ila takelaka amin'ny taratasy na boky; takila: Jereo amin'ny pejy faharoa amby valopolo.
 Ahitsio"
"Peke"," (Ski) p. t.: Enti-milaza ny nify nohamaintisina tamin' ny lengo.
 Ahitsio"
"Pelaka"," na Pelapelaka p. t.: Fisaka sy Inhibe, manify ary mivelatra (toy ny ravina ravina-la na afontsy na saonjo). - t.i.f.: Pelapelahina, apelapelaka, voapelaka 1 manapelaka, fanapelaka, mpanapelaka 1 anapelapelahana, fanapelapelahana / mipelaka 1 mahapelaka.
 Ahitsio"
"Pelapelahina"," (pelapelaka) mt. ih. (pelapelaho): Fisahana.
 Ahitsio"
"Pelarana"," (pelatra) mt, pdr. (petaro): Asiana, tefohana tehamaina.
 Ahitsio"
"Pelatra"," a.: Famelezana amin' ny zavatra fisapisaka, famelezana tehamaina. - t.i.f.: Pelarana, apelatra, voapelatra, pinelatra 1 mipelatra, fipelatra 1 mahapelatra / pelapelatra 1 mamelapelatra, famelapelatra, mpamelapelatra 1 amelapelaxana, famelapelarana.
 Ahitsio"
"Pelika"," na Pelipelika a.: Hetsiketsika; fihetsiky ny olona jejo mipilapilaka. - t.i.f,: Pelipelehina, apelipelika, voapelipelika, tafapefipelika 1 manapelipelika, fanapelipelika, mpanapelipelika 1 anapelipelehana, fanapelipelehana / mipelipelika, fipelipelika, mpipelipelika 1 ipelipelehana, fipelipelehana 1 mahapelipelika.
 Ahitsio"
"Pelipelehina"," (pelipelika) mt. ih. (pelipeleho): Hetsiketsehina, apilapilaka.
 Ahitsio"
"Pempena"," a.: Fivezivezena mitady zavatra na taitra ka tsy mahita izay haleha fa mankatsy mankaroa; papapapa, i Pempenina, apempena, tafapempena 1 mipempena 1 ipempenana, fipempenana 1 mahapempena.
 Ahitsio"
"Pempenina"," (pempena) mt. ih.: Enti-milaza zavatra itotototoana, ivezivezena atsy sy aroa noho ny fahatairana.
 Ahitsio"
"Pempo"," p.t.: Mitovy amin'ny pepo, izay fiteny matetika kokoa.
 Ahitsio"
"Pendenana"," Pendenina (pendina) mt. ih. (pendeno): Lotoina, asianapentina,
 Ahitsio"
"Pendina"," a.: Pentina man doto. I t.i.f.: Pendenana, pendenina, apendina, voapendina, manapendina, fanapendina, mpanapendina 1 anapendenana, fanapendenana / mipendina, fipendina 1 ipendenana, fipendenana 1 mahapendina 1 pendimpendina / mamendimpendina / mipendimpendina.
 Ahitsio"
"Pendo"," p. t.: Kely endrika: Ankizivavy kely pendo.
 Ahitsio"
"Pendrampendrana"," p. t.: Jembijemby, tsy mahita tsara no-ho ny hazavana mitaratra. 6 t.i.f.: Pendrampendrana, apendrampendrana, voapendrampendrana 1 mamendrampendrana, famendrampendrana 1 mipendrampendrana, fipendrampendrana.
 Ahitsio"
"Pendrampendranina"," (pendrampendrana) mt. ih. (pendrampendrano): Atao izay hahajemby.
 Ahitsio"
"Penefo"," (angl. penknife) a.: Antsipika.
 Ahitsio"
"Penimpenenina"," (penimpenina) mt ih. (penimpeneno): Asaina mitotototo ets? sy er?.
 Ahitsio"
"Penimpenina"," a.: Fivezivezena ets? sy er? mitady zavatra, na taitra ka tsy mahita izay horaisina na han dosirana. i tif: Apenimpenina, penimpenina, tafapenimpenina 1 mipenimpenina, fipenimpenina, mpipenimpenina 1 ipenimpenenana, fipenimpenenana 1 mahapenimpenina.
 Ahitsio"
"Penina"," (angl. pen) a.: Vy kely fanoratana amin'ny ranomainty: Lelam-penina: ilay vy kely fanoratana mihitsy; tahom-penina: ny hazo na metaly lavalava misy varombo idiran'ny lelam-penina.
 Ahitsio"
"Penjena"," (penjina) mt, ih. (penjeo): Tazonina sady terena ho poritra mafy, giazina, gejaina.
 Ahitsio"
"Penjy"," ft.: Geja mafy, fitazonana sady fanerena ho poritra mafy. - t.i.f.: Apenjy, penjena, voapenjy.
 Ahitsio"
"Penjy"," a.: Karazan'ahitra fanao satroka.
 Ahitsio"
"Pensily"," (angl. pencil) a.: Fanoratana amin'ny solaitra. Pensilihazo: Hazo lavalava kely misy atiny manjarano, atao fanoratana amin'ny taratasy.
 Ahitsio"
"Pentimpentenana"," (pentimpentina) mt. ih. (pentimpenteno): Asiana pentimpentina, loto kely mitentintentina.
 Ahitsio"
"Pentina"," na Pentimpentina a.: Loto kely mipetaka amin-javatra: Tsy mahatondra io lamba rakotra pentina io aho. • h. o.: Tsiny na hadisoana kely maivana: Ny fanahy tsisy pentina ihany no hahazo hiditra any an-danitra avy hatrany. - t.i.f.: Pentimpentina, apentimpentina, voapentimpentina, voapentina 1 mamentimpentina, famentimpentina I amentimpentenana, famentimpentenana 1 mipentimpentina, fipentimpentina 1 mahapentina.
 Ahitsio"
"Pentsompentsonina"," (pentsompentsona) mt. ih. (pentsopentsony): Enti-milaza ny zavatra na ny olona tenenina na resahina amin-kabasiambava, itsaontsaonana.
 Ahitsio"
"Pentsona"," na Pentsompentsona a.: Habasiam-bava, fitsaontsaonam-bava, haim-bava. I t.i.f.: Pentsompentsonina, apentsompentsona 1 mipentsompentsona, mipentsona, fipentsona, fipentsompentsona, mpipentsona, mpipentsompentsona 1 ipentsompentsonana, fipentsompentsonana / mahapentsompentsona.
 Ahitsio"
"Pepe"," (Ski) a.: Anaran-kazandrano be taolana.
 Ahitsio"
"Peperana"," Perana (pepetra) mt, ih. (pepero, pero): Hafatrafarana: Nopeperan-drainy izy hanao fasana. ? Didiana: Nopeperan'ny fanjakana tsy hisy vola hiuoaka any iuelany.
 Ahitsio"
"Pepetra"," na Petra a.: Hafatrafatra mafy: Nasain-drainy honina any ambanivohitra izy araka ny pepetrany taminy. Hevitra nifanekena ary tandremana tsara: Natao ny pepetra alohan'ny hisarahana. - t.i.f.: Peperana, perana, apepetra, voapepetra, voapetra f mamepetra, famepetra, mpamepetra / ameperana, fameperana f mahapetra, (...).
 Ahitsio"
"Pepipepy"," a. : Fivezivezena mankatsy mankaroa noho ny hatairana na haverezan-tsaina ka tsy mahita izay hatao na haleha. - t.i.f.: Apepipepy / mipepipepy. ¶ M.h.: Pempena, papapapa.
 Ahitsio"
"Pepo"," (Ski) a.: Hodipotsy. -  F.-p.: Pepeo: be hodipotsy (enti-milaza ny paraky rehefa antitra ka vandambandana ny raviny).
 Ahitsio"
"Pepo"," p.t.: Misy lempona petaka milentika: Nidona tamin'ny varavarana izy ka pepo ny handriny. - t.i.f.: Pepoina, apepo, voapepo, tafapepo / manapepo, fanapepo, mpanapepo f anapepoana, fanapepoana f mipepo, fipepo, mpipepo f ipepoana, fipepoana f mahapepo / pepopepo.
 Ahitsio"
"Pepoina"," (pepo) mt. ih, (pepoy): Asiana lempona, atao pepo: Adala mihitsy i Soa kely: nopepoiny tamin'ny vato ny sininy. ? h.o.: Tsy avala hitraka, tsy avala handroso: Aza pepoina ny tanora fa avela izy hivelatra amin' ny maha-izy azy.
 Ahitsio"
