"word","definition"
"Zandary"," (fr. gendarme) a.: Antokon'olona sady manao raharaha-miaramila no miandraikitra koa ny fandriampahalemana sy ny filaminana toy ny polisy."
"Zandiana"," (fr. indienne) a. na p, t.: Teny enti-milaza lamba somizo be soratra."
"Zandrimpeny"," a.: Ilay tonontaolana voalohany amin'ny ela-borona, atao koa hoe ""solompeny""."
"Zandry"," a.: Ny iray taro-Po teraka aorian'ny zaza iray: Faly Ikoto fa vao nahazo zandry. ? Izay rehetra kely taona noho ny olona iray: Zandriko ny rahalahinao sa-tria teraka tamin'ny taona 1952 aho fa izy kosa tamin' ny taon 1955."
"Zanozano"," a.: Fomban-drandram-bolo fanao any an'indrana, indrindra amin'ny Bezanozano, Betsileo, Antandroy: atambatra ny randrana fa avons isaky ny soritra, dia mirazorazo maromaro manodidina ny loha."
"Zanozano"," a: Anaran'ny rantsan-kazo amin'ny Betsimisaraka; rehefa nidina nankany amin'ny Betsimisaraka moka sirs na mikarama ny Bezanozano dia nitondra rantsan-kazo maina hataina nony mby teny akaiky tanàna; izany no naharaikitra ny anaran'ny Bezanozano."
"Zanvie"," (fr. zanvier) na Janoary a.: Volana voalohany amin'ny taona aralia ny fanisanandro vahiny antsoina hoe kalandrie; iraika amby telopolo no isan'ny andro amin'ny volana Zanvie (ny amin'ny anarany, jar. Avrily)."
"Zany"," Jer, Izany."
"Zao"," Jer. Izao."
"Zaotra"," ft.: Hahia, hanifisana. 1	Mazaotra."
"Zaotra"," a.: Mpiray tam-po amin'ny vady, mitovy amin' ny Naotra (ny Z sy ny N renisoratra azo ampifanoloina): Zao-dahy, Zao-bauy."
"Zara"," a: Zavatra efa voatendry ho an-tena, anjara, tantana: Ity ny zara fihinananareo. ? Fitantanana: Aza manao zara vilana. / Efa uita ve ny zara uarin'ny marary? ? Vintana tsara, hasambarana: Zara ho azy ny fahombiazany tamin'ny fanadinana. 1 t. if.: Zaraina, voazara, zinara 1 mizara, fizara, mpizara 1 izarana, fizarana 1 mahazara j zarazara. -  F.-p.: Be zara: manam-be sy nambfnina ka tretrika. / Lany zara: 1) enti-milaza zavatra nozaraina ka tsy misy ambiny hozaraina intsony. -2) enti-milaza koa ny zazavavy efa lehibe tsy misy ma-ka vady intsony. / Mananjara: manana tombon-tsoa manokana tsy ananan'ny ha-fa, mahazo soa, sambatra. I Zara fa vita: vita kongorevo sady ratsy. / Zara fihinanana: enti-milaza ny vola na zavatra na sakafo omena ny havana misaona amin'ny fandroana noho izy tsy mba ""mandro"". / Zara levenana: anarana enti-milaza ny vola famangiana amin'ny fahoriana omen'ireo havana akaiky dia akaiky ny tompo-manjô ka izy io no lehibe indrindra amin'ny famangiana atao raha misy fahoriana. / Zara nahandro: ny fanomezana o-mena ny olona tonga manatrika fandevenana. / Zara tokon-kena: 1) anjara hena mitovy. -2) fiteny ilazana ny rahavavim-bady alain'ny lehilahy iray maty vady. / Zara vilana: fizarana tsy marina misy fiangarana ka misy kely sy lehibe. / Zarazara hoditra: ilazana volon-koditra izay tsy lasa fotsy nefa tsy mainty koa. * Ohab.: Tondraka anio manan-jara, izay ampitso ka ho hitanao: fitenin'ireo manaram-po indray andro amin' ny be ananany fa tsy miraharaha na mitsinjo izay ho avy,"
"Zaraina","(zara) mt.ih. (zarao): Za Tantanana: Samia maka toerana fa hozaraina ny hena. • Omena ny tompony tsirairay: Andraso fa efa hozaraina ny kahienareo. • Atoko: Zarao fito ireto mpianatra ireto, 1 Didiana: Zarao efatra ity paoma ity."
"Zarana"," a.: Tahon-javatra andraisana azy: Zaran'angady. ¶ M.h.: Harana, taho, tango."
"Zareo"," s.o.: Ny ankilany, ireo amin'ny ankilany: Ry zareo ao avaratra."
"Zaridaina"," (fr. jardin) a.: Tanimbolim-boninkazo."
"Zarina"," (zatra) mt. ih. (zaro): Atao tonga zatra: Zaro miteny ampahibemaso io touolahy io fa saro-kenatra loatra."
"Zary"," p.t.: Tonga: Zary ngazana ny tany noho ny tsy fiaian'ny orana enim-bolana. - t.i.f.: Maniary, fanjary, mpanjary 1 anjariana, fanjariana / mampanjary 1 zarizary."
"Zato"," p.i.: Sivy amby sivifolo ampiana iray, na folo impolo: Zato taona. — Ireto avy :ay isa milaza ny isan-tokony zato: zato, roanjato, telonjato, efajato, dimanjato, eninjato, fitonjato, ualonjato, siuinjato. - t.i.f.: Zatoina, voazato 1 manjato, fanjato, mpanjato / anjatdana, fanjatùana / mahazato 1 injato l fahazato."
"Zatoina"," (zato) mt. ih, (zatoy): Zaraina zato, zaraina antokony zato."
"Zatovo"," a.: Olona tanora, na lahy na vavy, mbola tsy manambady: Zatovolahy, zatovovavy. * Ohab,: Zatovon'ny aty, zazalahin'ny any: enti-milaza olona miandany amin'ny antokon'olona roa sady an'ny at? no an'ny any."
"Zatra"," p. t.: Fatra-panao zavatra na asa iray ka sarotra alana amin'ny toetra aterak'izany: Zatra mandainga Ibalita. ? Fatra-panao asa iray ka tsy manavao amin'izany: Efa zatra milatsaka amin'ny elonaina Rakoto ka tsy matahotra. ? Tamana: Efa zatra ity alika ity ka aza fatorana intson y, - t.i.f.: Zàrina / manazatra, fanazatra, mpanazatra 1 anazarana, fanazarana / mankazatra, fankazatra, mpankazatra 1 ankazarana, fankazarana 1 mifankazatra 1 ifankazarana, fifankazarana 1 mihazatra / mahazatra / fahazàrana / zajatra. * Ohab.: Zatra ny antohojinga ka tsy uelon'ny an-karardna: efa zatra ny miadana ka sahirana rahefa sendra ny sarotra."
"Zava"," Hazava, Hazavana a,: Taratra manenika toerana iray ka mahatonga ny zavatra rehetra iantefàny ho hitan'ny maso. - t.i.f.: Hazavaina, voazava 1 manazava, fanazava, mpanazava / anazavana, fanazavana 1 mihazava / mihamazava I ihazavàna, fihazavàna 1 hazavana / fahazavana 1 mahazava / mazava. 1056 Zavaboary a.: Ny zavatra rehe-1056	noarfna, izany hoe nisy mpanao fa tsy nisy ho azy: Ny anjely sy ny olombelona no ambony indrindra amin' ny zauaboary rehetra. • Ny fitambaran'ny avatra hitan' ny maso mano? idina ny te-na, toy ny habrkabaka, ny rano, ny hazo: Lasam-binany izy nandinika ny zauaboary tamin'io maraina io."
"zava-manitra","zavatra mampatsiro sakafo, mety ho zava-maniry manim-pofona Ahitsio"
"Zava-pihinana"," karazan-tsakafo masaka. / Zava-pisotro: karazan-drano misy alkaola. / Zava-tsofina: zavamaneno tso fina fa tsy mba tendrena."
"Zavajavatra"," (zavatra) a.: Teny enti-milaza zavatra madinika isan-karazany tsy tononina anarana."
"Zavakanto"," a.: Ny zavakanto, dia hetsiky ny olombelona, na vokatry ny hetsiny, manana tanjona mandamina ny zavatra mikasika ny fitsapa, ny fahatairana ary ny haranitan-tsaina.
Ny dikany dia miova arakaraky ny toerana isiana sy arakaraky ny taona, ary tsy misy amin'ireo no tena eken'ny rehetra. Izay antony isokajiana ny vokatra ara-javakanto arakaraky ny kolontsaina, ny mpanao sy ny fianarana. Araka ny fampiasana matetika nitranga nandritra ity taonjato faha 21 ity, ny zavakanto dia mandrakotra ny vokatry ny « zavakanto tsara » toy ny arsitektiora (maritrano), ny sary sikotra, ny hosodoko, ny mozika, ny dihy ary ny tononkalo (ao amin'ny haisoratra), ao koa ny sinema, ny sokitra, ny teatra, ny fakana sary, ny tantara an-tsary, ny televiziôna, hatrany amin'ny zavakanto arakisa (numérique). Ny fisokajiana ny zavakanto dia tsy mitovy manerana izao tontolo izao ary afatsy ny sinema (zavakanto faha fito) nanana fahombiazana manokana, ny fisokajiana ny zavakanto rehetra amin'ny fomba eken'ny rehetra dia tsy afaka atao, ary tsindraindray tsy ilaina.
"
"Zavamananaina"," na Zavamiaina a.: Ny zavatra rehetra misy aina ka mandeha na mihetsika, ary teraka, velona, dia maty, toy ny olombelona, ny biby..."
"Zavamaneno"," a.: Anarana itambaram-be ilazana zavatra amboarin'olombelona mba hamoaka feo mahafinaritra azo anaovana feon-kira na anarahana hira: Ny sodina, ny valiha ary ny gitara dia samy zauamaneno."
"Zavamaniry"," a: Anarana ikambanan'ny zavatra rehetra avy amin'ny voa alevina ao anaty tany ka mitombo ho azy irery ao, misy faka, taho, ravina, voniny ary voa. Zavarina (zavatra) mt. ih. (zavaro): Atao, amboarina: Zauarin'ny mpandrafitra ho fanaka tsara tarehy ny hazo ala marokoroko. • Terena: Nozavarin'ny fahoriana no nahatonga azy hangalatra."
"Zavatra"," a.: Izay rehetra misy na hita vatana izany na an' eritreritra: Ny fanahy dia zauatra manan-tsaina fa tsy manam-batana na ren'ny fandrenesana. ? Teny ilazana izay rehetra tsy manana aina, izany hoe: tsy zavamaniry na biby na olona: Hividianana ny zavatra ilaina amin'ny fiainana no ilana ny vola. / Ny akalana dia zauatra ampiasain'ny mpivarokena mba hikapany ny taolana. ? Teny ilazana toe-draharaha araka ny nisehoany: Tantarao amiko tsara ny zauatra rehetra, • Teny ilazana izay heverina ho tsara, ho ambony: Izany ka tena zavatra! / Manao azy ho zauatra io tovolahy io, • Teo amin' ny finoan'ny Ntaolo, karazana fanahy ratsy tsy fantatra, ivelan'ny olombelona, izay mety hanimba azy ka natahorany: Rano misy zauatra io ka tandremo. ¶ M.h.: Ra-ha. -  F, -p.: Arahin-javatra: ilazana ny olona voasompatry ny angatra na lolo na fanahy ratsy izay mahatonga aretina. / Manao azy ho zavatra: mihevi-tena ho kanto na mahay noho ny hafa. / Manao ny ainy tsy ho zauatra: manao an-tsirambina ny aina eo ampitadiavam-bola, mihafy tafahoatra mba hahazoana vola na laza. / Mararin-jauatra: marary noho ny hasomparan' ny lolo na angatra no antony. / Zana-javatra: olona tsara tarehy voateny amin'ny angano (fiteny nitarina tat? aoriana ilazana zazavavy tsara tarehy fatratra). / Zavadratsy: anaram-bosotra iantsoan'ny olona ny kary. /"
"Zavavy"," a.: Teny ilazana na iantsoana ny tovovavy."
"Zavona"," a.: Fitangoronam-bovo-drano matevina mitorajofo amin'ny maraina na ny hariva eny amin'ny habakabaka, akaikin'ny tany kokoa noho ny rahona, ka mazàna misafosafo eny an-tampon'ny tendrombohitra: A-min'ny sivy eo ho eo vao misaaa ny zavona. - t.i.f.: Manjàvona, fanjàvona, mpanjàvona 1 anjavonana, fanjavonana 1 zavonjavona. -  F,-p,: Misaua ny zavona: lasa na foana ny zavona; enti-milaza koa ny fahataperan' ny fotoam-pisaonan'ny maty vady. / Tongo-javona: ilazana ny erikerika sy zavona mirefarefa eny amin'ny toerana ambany rehefa levona ny betsaka. / Zavom-pisaka: ny zavona manify sisa tavela eny an-dohasaha sy eny ankavoana. J Zavon-tany: jar. Zavontany."
"Zavontany"," p. t.: Enti-milaza zavatra na isa be dia be, tsy tambo isaina."
"Zavozavo"," a.: Aloka na haizina na ny fitambatry ny rahona tsy ahitana tsara zavatra manodidina. 6 t. t f : Zavozavoina, azavozavo, voazavozavo 1 manazavozavo, fanazavozavo / anazavozavoana, fanazavozavoana 1 manjavozavo, fanjavozavo 1 anjavozavoana, fanjavozavoana."
"Zavozavoina"," p.t.: Enti-milaza loko atao somary matromatroka, tsy matevina na mifotetaka."
"Zay"," Fanafohezana nY hoe ""Izay"" (jar. io teny io). ? Teny kely entina mankatü izay lazaina: Moa tsy izany va, ry ambaniianitra? — Zay! Zay (Br) a.: Zandry."
"Zaza"," a: Ankizy mbola kely tsy tonga taona: Tsy dia azo omen-tsiny loatra ny zaza. ? p.t.: Tsy mato-tsaina, tsy mieritreritra, manao fanahinjaza: Ny uatany fotsiny no lehibe fa mbola zaza raha I-koto, - t.i.f.: Mihazaza, fihazaza 1 ihazazana, fihazazana 1 mazaza. -  F.-p.: Zaza ampY mihira: zaza efa voafandriky ny renin-drazazavavy mialoha fa hotezainy. / Zaza atodiorokoroka: zaza kely vao tara-ka. / Zaza bodo: zazambola tsy vory saina. ¶ M.h.: Voatavo tsy mifandraka. / Zaza botretra: tsy mbola mahay mivoaka irery (na mangery na mivalan-drano). / Zazahova: olom-potsy noverezintrosa ka nandevozina. / Zaza indray mihira: olona mitovitovy taona niara-nilalao. /Zaza iray ranonorana: mbola kely, vao herintaona. / Zaza kamboty: zaza maty ray sy reny. / Zaza kamboty ila: zaza maty ray na reny ihany. / Zazakely: zazambola kely, eo amin'ny herintaona na roa taona. / Zazalava: zanaky ny mpiray tam-po izay nifanarahan'ny ray aman-dreniny fa hanana anjara mitovy amin'ny lova izay tonga hiombonana amin'izay fotoana izay. 1 Zaza mahalia tala-na: zaza mety ho tonga irery any amin'izay alehany. / Zaza mahary tanàna: zaza afaka mihazakazaka irery eran'ny tanàna, / Zaza mahasaro-dreny: tsy tantanan-dreniny intsony rehefa mande-ha. / Zaza mahatokan-dalana: (mitovy amin'ny mahalia lalana). / Zaza mandry fe ha-riva: zaza mahantra mandry amin'izay aharivan'ny andro. / Zaza manga: ireo Masombika namidy ho andevo teto fahizay. / Zaza maroroka: zaza mitombo izaitsizy ka tsy arakaraka ny fitomboan'ny vatany ny fitomboan'ny sainy. I Zaza menauaoa: zaza vao teraka na vao musa andro na volana vitsivitsy. / Zaza miavona: zaza tsy teraka ohatra ny zaza rehetra fa ny fïtombenany no miseho sy lasa aloha fa tsy ny lohany. 1 Zaza mifonaizana: zaza iray tam-po mifanarakaraka. / Zaza mitoetra irery: zaza efa mahay mipetraka irery. / Zozo natsangano: zaza nosoratana tamin'ny fanjakana na ""natsangana"" teo anatrehan'ny fokonolona fahiny ka nolazaina fa hatao toy ny zanaka nateraka mihitsy, tezaina ary mahazo mandova ny fananana. / Zaza rano: zaza maty raha vao teraka kely foana. / Zozo sary: zaza tsy manandray ara-dalàna. / Zaza tsy maoty: zaza tsy mbola misara-nono. / Zaza uao: 1) olona Zeh vao miana-draharaha, mp anavao: Mboid zozo uao amin' ny raharahony izy; -2) ireo tovolahy vao nantsoina ho miaramila. / Zaza votsa na koa zaza hetry: zaza tratra aoriana amin'ny fandehanana. / Zaza momba reny: entin-dreniny, izay nisaraka, rehefa nahazo vady reniny. / Zaza seua: diso aoriana kely ny fotoan'andro ahaterahany. / Zaza tsy an-tranon-dreny: zaza mitoetra amin-drenikely. / Afa-jaza: enti-milaza vehivavy teraka tsy mbola tonga andro ny zanany ka maty. / Manala zaza: manao izay hahafaka ny zaza ao ankibo. / Manangan-jaza: milaza ary manoratra amin'ny bokim-panjakana na mampiseho eo anatrehan'ny fokonolona fa Ranona dia zanahina ka mahazo mandova ny fananan'ny tena. 1 Manary zaza na mamalan-jaza: milaza ary manoratra amin'ny bokim-panjakana na mampiseho eo anatrehan'ny fokonolona fa Ranona, izay zaza naterany dia ariany na avalany tsy ho zanaka intsony ka tsy mahazo mandova ny fananany. / Mihetsi-jaza: entimilaza ny vehivavy bevohoka izay mahatsiaro maharary fa efa akaiky ny hiterahany."
"Zazahova"," a.: Anarana nomena ny Hova na ny Andriana izay lasa babo tamin'ny ady an-trano maro fahizay ka tonga andevon'ny mpanjaka, na ireo verin-trosa na meloka tamin'ny fanjakana ka noverezin-jo."
"Zazavao"," a.: Anarana enti-milaza ny tovolahy vao nantsoina ho ambany faneva."
"Zazavavindrano"," a.: Karazan' olon-dia tsars tarehy, hono, ka voalaza ho mipetraka amin'ny zohy any ambany rano na amin'ny zohy mivoaka avy anaty rano, ka mivelona amin'ny hazandrano manta."
"Zebizeby"," (t. tr,) p. t.: Tondra-ka."
"Zebizeby"," Jar. Zepizepy."
"Zefatra"," a.: Vesatra, lanja. J t.i,f.: Mazefatra."
"Zehena"," (zehy) mt.ih. (zehèo): Refesina amin'ny zehy: Zeheo kely ny hala- 105-, uan'ny rindrina atsimo. ? Ferana, faritana, fangitana: Tsy azo zehena ny fahefan' Andriamanitra."
"Zehivava"," a.: Harona boribory samy iray injehy ny vavany sy ny halaliny."
"Zehozeho"," a.: Teny ilazana fandeha miadana ary mibaikabaika toy ny an'ny antitra, mihozohozo raha mandeha. - t.i.f.: Mizehozeho, fizehozeho, mpizehozeho / izehozehoana, fizehozehoana / mahazehozeho."
