"word","definition"
"Sabodika"," a.: Fanakorontanana, fikorontanana; fanodinkodinana amin'ny teny na amin'ny fanaovan-javatra mba hampifamadika sy hampifandiso amin'izay tena izy sy marina; fifandisoana sy fifangaroan'ny teny sy ny zavatra atao. - t.i.f. : Sabodehina, asabodika, voasabodika, tafasabodika / manasabodika, fanasabodika, mpanasabodika / anasabodihana, fanasabodihana / misabodika, fisabodika, mpisabodika / isabodihana, fisabodihana."
"Saboha"," a.: Karazana lefona fohifohy sy tsotsotra, vita vangovango."
"Sabohaka"," a.: Fitomboana, fibontsonana."
"Saboimaro"," a.: Loza na voina lehibe."
"Sabora"," Mitovy amin'ny Jabora."
"Sabotraka"," a.: Ahitra maniry any anaty rano, fanao rary tsihy na harona na satroka."
"Sabotrehina"," (sabotrika) mt. ih. (sabotreho): Mbombana tsara, kobonkobonina fatratra, rotsirotsina."
"Sabotrika"," ft.: Asa ataon'ny reny mambomba na mandrotsirotsy na manolokolo ny zanany. - t.i.f.: Sabotrehina / manasabotrika, fanasabotrika, mpanasabotrika / anasabotrehana, fanasabotrehana 1 misabotrika, fisabotrika, mpisabotrika / isabotrehana, fisabotrehana 1 mahasabotrika 1 sabotribotrika."
"Sabotsy"," na Asabotsy (izaymarimarina kokoa) a.: Andro fahenina amin'ny herinandro, manaraka ny zomà ary mialoha ny alahady; andin fahatelo kosa izy teo amin' ny ntaolo malagasy."
"Sada"," p. t.: Enti-milaza loko roa volo ka ny iray fotsy: Sa-da mainty: fotsy sy mainty; soda mena: fotsy sy mena. * Ohab.: Vangauanga mana-na endrika, sadasada manantsoratra: enti-milaza olona tsy dia marin-toetra loatra (lazaina hoe sada roa volo, nefa manan-tsoratra betsaka lavitra)."
"Sadaika"," na Sadaikatra p. t.: Misalasala sy mihazohazo eo am-panaovan-javatra na eo am-pitenenana, sanganehana: Sadaikatra aho ity fa handroso, maty raibe, hihemotra maty renibe. • TsY mahita izay hatao, misalasala noho ny henatra na tahotra: Sadaikatra aho hiteny eo imason'ireo olona betsaka ireo. -  t.i.f.: Mahasadaikatra."
"Sadaka"," Sadakadaka p. t.: Jar. Dakadaka."
"Sadakely"," a.: Angaka madinika."
"Sadalefitra"," (angl. side left) a.: Baiko-miararnila enti-milaza manendro havia."
"Sadaraitra"," (angl. side right) a.: Baiko-miaramila enti-milaza manendro havanana."
"Sadia"," na Sadika a.: Salaka; lamba nahodidina ny valahana dia natao toy ny salaka. i t.i.f• : Sadikaina, asadika, voasadika, tafasadika 1 manasadika, fanasadika, mpanasadika / anasadikana, fanasadikana 1 misadika, fisadika, mpisadika / isadikana, fisadikana 1 mahasadika / sadikadika."
"Sadiadiaka"," a.: Lamba natao tamin'ny rofia vaventiventy."
"Sadikaina"," (sadika) mt. ih. (sadikao): Hodidinina (lamba) ny valahana."
"Sadoda"," na Sadodo (BU) a.: Ombikely botrefona."
"Sady"," Sady... No ppt.: Ary koa: Tsara sady mafy ity hazo ity. / Sady tsara no mafy ity hazo ity. • Fanampin' izany, tsy izany ihany fa...: Mahafinaritra ahy ny uolon' io hazo io, sady mora ny uid in y."
"Safaray"," a.: Laharan-tsikidy fahadimy ambin'ny foin ka ny heviny dia ""lalana""."
"Safarina"," (safary) mt. ih. (safario): Asiana safary, asana olakola-teny mba hanalavana taris na hanarinariana dia: Aza safarinao amin'ny ohabolana sy hain-teny ny resaka, Randrenja a (Kilalaon' afo — R.R.-R)."
"Safary"," a.: Teny misafelipelika handroboana ny sasany; olakola-teny mba hanalavana ta-ria: Aza be safary eo ianao fa izay heuitrao ambara. - t.i.f.: Safarina, asafary, voasafary 1 misafary, fisafary, mpisafaxy 1 isafariana, fisafariana / mahasafary / safarifary. -  F.-p.: Tia ihany ka be safary: miolakolaka ohatra ny mody tsy tia, kanefa tia fatratra. ¶ M. h.: Saroro."
"Safatsiroa"," p. t.: (isa fa tsy roa): Tsy manam-paharoa, tsy misy toa azy, ka enti-milaza hatsarana na haratsiana mihoatra noho ny hafa: Safatsiroa ny hakingan'ilay olona nandeha teo ambony tacts,."
"Safay"," ft.: Niavian'ny hoe Misafay."
"Safelehina"," (safelika) mt. ih. (safeleho): Iolahana, iolehana, alaina amin'ny fanodidinana: Nosafelehin'ny fahauolo ny tandna."
"Safelika"," a.: Fandehanana any am-badika, fanaovana ankodina fa tsy manatrika. • Famelezana avy any ivoho fa tsy eo anoloana: An-tsafelika no namelezan'ny fahaualo. • Olakolaka, olikolika tsy mivantana: Tsy tsara ny manao safeli-teny fa aleo milaza mivantana. -  t.i.f.: Safelehina, asafelika, voasafelika, tafasafelika / manasafelika, fanasafelika, mpanasafelika / anasafelehana, fanasafelehana / misafelika, fisafelika, mpisafelika / isafelehana, fisafelehana / mahasafelika / safelipelika."
"Safidy"," a. : Fahafahan'ny sitrapo maka izay tiany amin'ny zavatra anankiroa eo anoloany na atolotra azy: Manan-tsafidy hanao ny tsara na ny ratsy ny olombelona. ? Fifidianana malalaka: Anao ny safid y. * t.i.f.: Misafidy, fisafidy, mpisafidy / isafidianana, fisafidianana. * F.-p.: Safidim-po: sitraky ny fo, danin'ny kibo. / Tompon-tsafidy: afaka mifidy malalaka."
"Safina"," (safy) mt. ih. (safio): A-siana safiny."
"Safiotra"," na Safitra a.: Olona na biby vokatry ny fikambanana karazana roa samy ha-fa. ¶ M.h.: Kiry, zafindraony, metisy."
"Safo"," a.: Fikasihana moramora: Tia safo loha io Rangahy io. * Fikosokosohana amin'ny tanana, fanorana. ? Fanorana ny kibon'ny bevohoka. ? Fanamarinana sy fijerena ny asa atao. * t.i.f : Safoina, asafo, voasafo / misafo, fisafo, mpisafo / isafoana, fisafoana / mahasafo / safosafo / misafosafo. * F.-p.: Safo be mantsina: tsy misy fanavahana fa atao fao-be daholo amin'ny filazana. / Safo makirana, safo morona: enti-milaza fahafenoana mifamatra tsara amin'ny molotry ny famarana. / Safo siaka (sioka atao hampatoritory): teny atao hamalifaliana; tambitamby; fanojikojena. / Safo sirana (fisafosafoana iny ambony fe iny): fihetsehana mampiseho fahavoazana. / Misafo sirana: manao fihetsehana sy endrika mampiseho ny fahavoazana."
"Safoaka"," a.: Hatezerana lehibe noho ny hasosorana tafahoatra. * t.i.f.: Asafoaka, tafasafoaka / misafoaka, fisafoaka, mpisafoaka / isafoahana, fisafoahana / mahasafoaka."
"Safofoka"," a.: Aretin'andoha mahajenjina, mahafanina, ateraky ny fanaviana. ? Fandroadroatran'ny rano mianjera amin'ny riam-bato. * t.i.f : Asafofoka, voasafofoka, tafasafofoka / manasafofoka, fanasafofoka, mpanasafofoka / anasafofohana, fanasafofohana / misafofoka, fisafofoka, mpisafofoka / isafofohana, fisafofohana / mahasafofoka / safofopofoka / mantsafofoka."
"Safoina"," (safo) mt. ih. (safoy): Enti-milaza ny zavatra ampandalovana moramora ny tanana: Safoiny ny saokany isaky ny hiteny izy. ? Oh-na: Nosafoiny tamin'ny menaka ilay tongotro narary dia sitrana. ? Jerena ny fandehany na ny toetrany: Nosafoin'ny polisy ny tokotaninay aninaraina."
"Safononoka"," p. t.: Feno hatramin'ny morony: Safononoka ny renirano noho ilay oran-kateloana tsy niato iny. * h.o.: Feno, diboka: Safononoka ny fon'ny Malagasy nahazo ny fahaleouantena. -"
"Safontina"," a. (jer. Sampotina): Fihodinana miverimberina, fiverenan'ny efa lasa ka tonga indray. ? Fisavorovoroana. ? Fisafotofotoana, fisaritahan-dresaka. * t.i.f : Asafontina, voasafontina, tafasafontina / matiasafontina, fanasafontina, mpanasafontina / anasafontenana, fanasafontenana / misafontina, fisafontina, mpisafontina / isafontenana, fisafontenana / mahasafontina / safotimpontina."
"Saforana"," (safotra) mt. ih. (safory): Totorana: Nosaforan' ny rano ny tanimbary etsy atsimo. ? Hosorana zavatra, lalorana. ? Rakofana."
"Safosafo"," a.: Tambitamby atao amin'ny tanana mandambolambo moramora mba hamalifaliana: Safosafo no mampatory an'io zaza io. ¶ M. h.: Tambitamby, tehatehaka. * Teny mamy feno fitiavana sady mandambolambo: Aza mihevitra ianao fa ho azonao amin'ny safosafo aho. ¶ M. h.: Tambitamby, fanambatambazana, kolikoly, fanolikolena, fanejokejoana, fanojikojiana, famalifaliana. ? Entina milaza ny firefarefan'ny fitafiana amin'ny tany na ny fanidin'ny vorona mila hikasika ny tany."
"Safosafoina"," (safosafo) mt. ih. (safosafoy): Lambolamboina amin'ny tanana. ? h.o.: Kasihina, tenenina kely fotsiny: Nosafosafoiny fotsiny ny amin'ny toe-karena, fa ny politika no noresahiny be."
"Safosiaka"," a.: Siatsiaka ataon' ny olona misambo-balala mba hampamitsaka azy ka hahamora ny fisamborana azy. ? h.o.: Teny mamy na a-sa mahafinaritra atao mba hanangolena izay tiana hofitahina: Tsy izaho akory no ho uoafitaky ny safosiaka ataonao. -  F.-p.: Manao safosiaka mampandry adrisa: manao resaka mamy mba hampahalefaka olona tiana hangolena."
"Safotaka"," ft.: Loto misolitika amin'ny tarehy na ny rantsam-batana na amin'ny va-va. - t.i.f : Misafotaka, fisafotaka."
"Safotina"," Mitovy amin'ny Safontina."
"Safotofoto"," a.: Toetran'ny zavatra toy ny kofehy, mikorontana sy mifangaroharo izaitsizy ka tsy hita harahina fa mifampidipiditra ny lohany sy ny vodiny. ? Toetran'ny rivotra mitambolimbolina manao tampody fohy eo no ho eo. * Safotofotoina, asafotofoto, voasafotofoto, tafasafotofoto / manasafotofoto, fanasafotofoto, mpanasafotofoto / anasafotofotoana, fanasafotofotoana / misafotofoto, fisafotofoto, mpisafotofoto / isafotofotoana, fisafotofotoana / mahasafotofoto."
"Safotofotoina"," (safotofoto) mt. ih. (safotofotoy): Akorontana sy afangaroharo."
"Safotra"," p. t.: Rendrika ao anaty...; tototra ao anaty...: Safotry ny rano ny tanimbolinay tamin'ny fahavaratra lasa teo. ? h.o.: Feno, rakotra, tototra, henika: Safotry ny hafaliana ny reniko nahita ahy tafaverina. / Safo-kenatra izy namakivaky ireo olona maro be teo an-tokotaniny. ? Tsy mahatsiaro tena na very saina noho ny fangirifiriana vokatr'aretina na noho ny fihetsehampo be loatra: Notenenin-drainy mafy izy dia safotra foana tao. * t.i.f.: Saforana, asafotra, voasafotra / manafotra, fanafotra, mpanafotra / anaforana, fanaforana / mahasafotra. -  F.-p.: Safo-drano: fihoaran'ny rano ivelan'ny masondrano noho ny habetsahan'ny orana ka mahatonga azy hihanaka eran'ny manodidina. / Safo-drazana: lambamena arakotra faty mitandahatra ho solon-dambampamadihana ho azy ireo. / Safo-drorohany: ny jabora mandrakotra ny rorohan' omby. / Safononoka: feno hatreny amin'ny molony. / Safo-tany: aretina tsy dia manahoana loatra nefa mahavoa ny olon-drehetra. ¶ M. h.: Po-tany."
"Safovava",": Teny milaza hafenoana raha mamatra vary, ohatra, ka mifarana amin' ny vava kapoaka ny vary (jer. avo loha, kapavava).  - t.i.f. : Manasaha."
"Safy"," Safiny a.: Fanampiny, famenony (akanjo). - t.i.f. : Safina, asafy, voasaf y / manasaf y, fanasafy, mpanasafy 1 anasafena, fanasafena / misaf y, fisaf y, mpisaf y / mahasafy 1 safisafy."
"Saha"," a.: Tany malalaka tsy misy ala na tanàna fa saika fambolena fotsiny (mitovy amin' ny ""ambanivohitra"" izy amin'ity hevitra ity) : Mahafinaritra fa tsara rivotra ny mipetraka any an-tsaha. ? Tany voavoly somary lehibebe izay saika matetika voafaritra; tanimboly: Kisolosolo tsara ny saham-boalobokay. / Hatreto no ho miantsinanana no misy ny sahanay. * t.i.f. : Antsahabeny, kisahasaha."
"Sahabo"," p. mt.: Teny enti-milaza habe na isa, na refy, na halavirana, na lanjan-javatra, tsy tena marina fa eo ho eo fotsiny: Sahabo ho valo kilaometatra avy eto no misy ny tanànanay. ¶ M.h.: Tokony, tokotokony ho."
"Sahady"," p. mt.: Enti-milaza fotoana tsy da., fa haingana tsy tahaka ny nanampoizana azy: Vao volana septambra izao; nefa toa tonga sahady ity ny orana. * t.i.f. : Manahady."
"Sahafa"," a.: Hazo mitapelaka lehibe, matetika boribory, fanofana vary (misy koa vy na ravina natao hanofana vary ka notondroina mazava tsara hoe: sahafa vy, sahafa harona). -  F.-p.: Sahafa volamena: teny ampiasain'ny mpanoratra matetika hilazany an' ohatra ny masoandro."
"Sahala"," p. t.: Enti-milaza fitoviana ara-bidy, lanja...: Mandehana amin'izao ianareo fa efa sahala izao ny anjaranareo. / Mitovy fa tsy sahala ireto satroka roc ireto, be vidy kokoa iroa volombatolalaka iroa. ? ppk.: Sahala amy...: tahaka ny, toy ny: Ny maka tsy miera dia sa-hala amin'ny mangalatra ihan y. -  F.-p.: Tsy mahazo an-tsahala: resy. / Tsy manan-tsahala: tsy misy mitovy aminy, ambony dia ambony. ¶ M. h.: Sahalahala, mitovitovy, mifanahantsahana, mifanahatahaka, mifanendrahendra, mifandraidraika, mifandrindrarindra, mifanakaikikaiky, mifanentanentana, mifanendrihendry."
"Sahana"," a.: Fiandraiketana, fanatrehana asa na raharaha. ? Mitovy amin'ny sakana. * t.i.f. : Sahanina, voasahana / misahana, fisahana, mpisahana / isahanana, fisahanana / mahxsahana / sahantsahana / mifanahantsahana."
"Sahanina"," (sahana) mt. ih. (sahano): Atao, iandraiketana, vonjena miaraka: Sahaniny avokoa ny zavatra rehetra ka tsy misy vitany tsara."
"Sahary"," a.: Karazan-damba misy soratsorany ny sisiny."
"Sahato"," a.: Ozona na ompa mirivirivy. - t.i.f.: Sahatoina, asahato, voasahato / misahato, fisahato, mpisahato / isahatoana, fisahatoana / mahasahato / sahatohato."
"Sahatoina"," (sahato) mt. ih. (sahatoy): Ozonina."
"Sahatra"," a.: Karazandrazan'ody mahery famosaviana."
"Sahatra"," a.: Mitovy amin'ny Fampanonona."
"Sahaza"," a.: Tahona metaly, matsilotsilo ny lohany, izay manondro ny minitra (sahazabeny) ary ny ora (sahazakeliny) amin'ny famantaranandro: tafahodina tanteraka ny boribory amin'ny famantaranandro ny sahazabeny no mikisaka mahavita ny ampaharoa ambin'ny folony ny sahazakeliny."
"Sahaza"," p. t.: Antonina, ampy: Sahaza hividianana ireto zavatra rehetra ireto ve ny vola any aminaoF ? Mifanandrify, mifanentana: Nahita raharaha sahaza ny zanakao aho. ? Antonina, mety: Sahaza ho an'ny faralahy tsara lahy ity pataloa ity. - t.i.f.: Manahaza."
"Sahazany"," (fr. sergent) a.: Anarana nentina nilaza ny miaramila telo voninahitra tamin' ny andro malagasy fahiny."
"Sahiaka"," p. t.: Fisapisaka sady tsy lalina aty, talesaka mipelapelaka: Vil?a sahiaka."
"Sahina"," (sahy) mt. ih. (sahio): Ompana, tevatevaina."
"Sahindra"," a.: Redon-javamaneno fandihizana."
"Sahirana"," p. t.: Be raharaha vonjena atsY sy ar?: Sahirana aho anio ka tsy afaka handray olona. / Sahirana be ihany ry zareo ato avaratra fa manana uahiny betsaka. ¶ M. h. : Miheninkenina, mipenimpenina. ? Be ahiahy, manahy, sanganehana, valsa: Sahiran-tsaina aoka izany izy amin'ilay ady lova tsy mety vita. • Sosotra, sorena: Sahirana ny anao fa tsy afa-panadinana. • Tsy manam-bola, ao anatin'ny tsy fisiana, haporetana: Sahirana mafy Ra-koto mianadahy avy hatramin'ny nahafatesan-drainy. ¶ M.h.: Poritra, tery,""poribola. • Mahatsiaro fahasarotana: Sahirana er? izy rehefa mandeha noho ilay vay ao amin'ny feny. - t.i.f. : Sahiranina / manahirana, fanahirana, mpanahirana / anahiranana, fanahiranana / misahirana, fisahirana, mpisahirana / isahiranana, f?sahiranana / sahirankirana / hasahiranana, fahasahiranana / mahasahirana. ¶ M.h.: Be raharaha, miheninkenina, mihenikenika, jambena, maro herehina, ma-ro sahanina, mipenimpenina, tominjana. — Sahirana, sahirankirana, mahantra. — Manahirana, sarotra, mafotaka, baodibaodika, anoin-tsarotra."
"Sahiranina"," (sahirana) mt. ih. (sahirano): Omena raharaha, ahiahy: Aza fady fa sahiraniko ianao. • Sampontsamponana, sakantsakanana: Tsy sahiranin'inona na inona izy."
"Sahiratsy"," a.: Karazan' angady fa mivelatra kokoa ny lelany."
"Sahoa"," a.: Resadresaka miankina amin'ny honohono; tsaho. - t.i.f. : Misahoa / sahoahoa / misahoahoa."
"Sahoahoa"," a.: Kiakiaka, antso vonjeo tsisy antony."
"Sahobaka"," a.: Karazan'angely, izay mitovy amin'ny angely tsotra na loha, na tongotra, fa ny elany no tapany kely, ary somary botabota matavy ilay izy, indrindra ny kibo lasa leminy."
"Sahoby"," a.: Lanonan-dehibe misy hira sy dihy ifaninanana fanao hatry ny tamin'ny andro taloha ka nahatonga ny anarana hoe ""sahobin'ny Ntaolo""."
"Sahoina"," p. t.: Be dia be, raofim-potsiny, alaina araka izay tiana: Sahoina ny mananasy ambolenay er? andafy andrefana. • Amidy mora, a-tao varo-boba."
"sahoko","feo vokatry ny fankafizana avoakan'ny mpifankatia (indrindra ny vehivary) mandritra ny  fanaovana firaisana ara-nofo. Ahitsio"
"Sahomborera"," a.: Karazana sahona maitsomaitso volo fahita eny ambony hazo."
"Sahona"," a.: Karazam-biby mivelona eny amoron'ny farihy sy heniheny, be monto-maso, malamalama hoditra, ary lava ny tongony aoriana no-ho ny eo aloha ka mahay mitsambikina izaitsizy izy; ny sahona dia biby miofo ka raha mbola kely izy, ka atao hoe tsiboboka, dia hafa dia hafa ny bika aman'endriny."
"Sahonaka"," p.t.: Vonto, bobo-ka, ampoka. - t.i.f. : Manasahonaka."
"Sahondoroka"," a.: Karazana sahona."
"Sahondra"," a.: Karazana vahona any an'ala misy voniny mena na vony izay mirozaroza mahafinaritra. -  F.-p.: Sahondran-drambony: ny loha rambon.'omby ilay be volo iny. * Ohab.: Tsy adala monina Ankaratra aho ka tsy hahalala sahondra ho uaky: olona mahalala ny ataoko aho. ¶ M.h.: Tsy soavaly vao aho ka tsy hahalala an'i Mahamasina. / Tsy Tankay aho ka tsy hahalala dian-dambo."
"Sahondrahondra"," Mitovy amin' ny Hondrahondra."
"Sahondrandrambony"," a.: Ny tendron'ny rambon'omby izay volovoloina."
"Sahotaka"," a.: Fahataitairana sy fisavoritahana noho ny tahotra indrindra; fisafotofoto, fisaritaka. il t.i.f. : Misahotaka, fisahotaka, mpisahotaka / isahotahana, fisahotahana / sahotakotaka."
"Sahy"," p.t.: Manana herim-po hanao zavatra: Tsy sahy niady tamin'ny zanako Isambilo. • Afaka manao, manaiky: Tsy sahiko ny handray io olona io ao an-tranoko. • Tsy matahotra: Sahy anareo aho, hoy Rakoto tamin'ny lehiben'ny jiolahy. • Afakahividy: Tsy sahiko ariary zato akory io latabatra io fa ratsy. ? t.i.f.: Mahasahy na mahasaky / sahisahy / hasahiana, hahasahiana. -  F.-p.: Angady sahy: angady miendrika famoalàka ny bikany. / Sahy lapa: azo aseho an-danonana. / Sahy latabatra: enti-milaza sakafo izay tsy mahamenatra ny mandroso azy eo ambony latabatra ho an'ny vahiny. /Sahy loza: tsy mataho-doza, mitsena loza. / Sahy rano: tsy matahotra ny hinona na ny hisotro tangena. J Sahy zauatra: fatra-panao an-kasahiana loatra. * Ohab.: Kely sahy lapa ohatra ny sotrobe: enti-milaza izay olona fatra-pihambohambo foana. ¶ M.h.: Sahisahy, mavany, misehaseha, sahy zavatra, sahy faty, tsy mivandy, tsy mivohovoho, bibin'olona, mosalahy, kimosamosa, misenasena, manao vy very, manao anjoria, mivarotra ai-na, mitsambiki-mikimpy, manaika loza, miseha-doza, mitsena loza, manaboha-maty, mankaha-paty, misotro ny aleoko maty, misotro tsilaky, minia maty ho maimbo, manehatra ny tandrok' omby maranitra, voalavo manaikiby, voalavo sasatry ny miaina, lolo fotsy mitono tena, atody miady amam-bato, basy maninana varatra."
"Sahy"," a.: Fanevatevana amin' ny teny ratsy sy ompa. - t.i.f.: Sahina, asahy, voasahy / misahy, fisahy, mpisahy / isahiana, fisahiana. -  F.-p.: Misahy razana: maniratsira, manompa ny razan' ny sasany."
"Sai-dany"," Jar. Saika."
"Saihina"," (saika) mt. ih. (saiho): Alaina amin'ny zinga na siny izay asoka ao anaty rano: Tsy rano notouozina io fa rano nosaihina."
"Saika"," a.: Fakana rano amin' ny zinga na siny izay tonga dia asoka ao anaty rano ka atao izay hahafeno azy avy hatrany. - t.i.f.: Saihina, asaika, voasaika / manasaika, fanasaika, mpanasaika / anasaihana, fanasaihana / misaika, fisaika, mpisaika / isaihana, fisaihana / mahasaika / saitsaika. ? F.-p.: Sai-dany: vary tondrahana rony ary hanina haingana sy an-kisesy. / Saidrano: fihinanana vary amin' ny rano; enti-milaza koa ny tanimbary ampidirana rano betsaka."
"Saika"," na Saiky p. mt.: Kely foana no tsy...: Saika nianjera izy. ¶ M.h.: Kasa. • Manam-pikasana: Saika handeha aho raha vita ny resatsika."
"Saikatra"," a.: Enti-milaza ny omby vositra. • h.i.: Sarindahy. • p.t.: Vary hevitra, toa misalasala: Saikatra izy, tsy hitany izay hatao, - t.i.f. : Mahasaikatra 1 saikatsaikatra."
"Saikatsaikatra"," p. t.: Sanganehana menamenatra: Saikatsaikatra be ihany aho nasain'iny olona iny hisakafo any aminy amin'ny Alahady."
"Saikena"," (saiky) mt. ih. (sui-Iseo): Soloana hafa,asiana saikiny: Aoka tsy hosaikenao ny zanakao fa avala izy hiasa irery hatrany."
"Saikinany"," p. mt.: Soa ihany fa: Saikinany nitondra e10 isika fa raha tsy izany kotsa taty am-pitsangantsanganana taty."
"Saikiny"," (angl. second) a.: A-min'ny hira misy feo maro, ilay feo antsoina hoe faharoa, fizarana na paritra mazàna ataon'ny vehivavy iva feo indrindra."
"Saikiró"," na Saikoró (angl. screw) a.: Fantsika an-kodina misy rindrany; rindra."
"Saiky"," na Saikiny a: Zavatra na olona ampiasaina ho solon'ny hafa izay toa tiana hotsitsina, na hotsimbinina sao halaky simba: Asiana saikiny ny faladian-kiraro mba tsy ho simba haingana. - t.i.f.: Saikena, asaiky, voasaiky / misaiky, fisaiky, mpisaiky / isaikena, fisaikena I mahasaiky / saikisaiky. -  F.-p.: Saikim-paladia: ny faladian-kiraro nasiana arony mba hampahateza azy. / Saikim-pananana: fitsitsiana ny fananan'ny tena ka ny an'ny hafa aloha no ampiasaina. / Saikin-damba: lamba fitafy tsy dia tsars loatra ampiasaina mba hampahateza ny lamba fitondra vory vahoaka. / Manao saikiny: enti-milaza ny fananana izay tsy kasihina, fa ny an' olona no ampiasaina. ¶ M. h.: Sosona, latsy, tsikala, tamby, rikarika, fanampy, tohana, safy."
"Saiky"," Mitovy amin'ny Siky."
"Saily"," (Ski) a.: Laharan-tsikidy fahefatra ambin'ny folo, milaza ny reny na ny be sy ny maso."
