"word","definition"
"Babena"," a.: h.o.: Lamosina: Nataony am-babena ilay entana dia lasa izy. ' ? Valim-babena: valin' ny soa noraisina tamin'ny olona. / Babe-mila ualy: soa atao mitaky valiny."
"Babo"," a.: Olona resy an'ady ka entin'ny mpandresy manaraka azy toy ny fananany mihitsy, ¶ M. h.: Sambobelona. ? Zavatra na fiadiana na entana, azo tamin'ny ady ka naniary fananan'izay nahazo azy; na zavatra nangalarin' ny mpangalatra. ? p. t.: Resy, azo tanteraka: Babon'ilay zazauavy ny fony ha tsy nahapetraka izy, - t.i.f.: Baboina, voababo, binabo / mamabo na mambabo, famabo, mpamabo 1 amaboana, famaboanal mahababo 1 babobabo 1 fahababoana."
"Baboina"," (babo) mt. ih. (baboy); Atao sambobelona, atao babo: Tafondro roa no nobaboin'ny fahavalo. 1 Robaina, angalarina: Nobaboin' ny jiolahy daholo ny entana tao ambany rihana. ? Hosena, alaina ho onitra: Hobaboin'ny fanjakana ny fananany fa namadika tanindrazana izy."
"Baboka"," a.: Fiekena fa diso na resy; fifonana na fivalozana. 6	Mibaboka, fibaboka, fibabohana."
"Baby"," a.: Fitondrana zaza na entana ao an-dam osina. - t.i.f.: Babena, binaby, voababy / mibaby,fibaby, mpibaby / ibabena, fibabena / mahababy 1 mitambaby, kibabibaby. ? Mibaby zaza: mitondra zaza ao an-damosina, izay asabaka ny feny ary dia fihinina amin'ny lamba atao mikaona eo anoloana. / Babin-katsaka: ny voan-katsaka mbola amin'ny tahony. 1 Baby roa, telo: enti-milaza f oto-katsaka mitondra babiny roa, telo. / Baby kambana: fibabena zaza roa ao an-damosina."
"Bada"," p. t.: Tsy miteraka (fiteny indrindra amin'ny biby, fa ny olona atao hoe momba: Bada angamba ilay ombivauinay, fa hatramin'izao mbola tsy niteraka ihany. Miraiki-dela fa tsy mahatonona avy hatrany izay tiana holazaina (matetika ny teny verindroa badabada no ampiasaina amin'it? hevitra i-t}' ). i t.if.: Badabadaina / mibadabada, fibadabada, mpibadabada 1 ibadabadana, fibadabadana. a F.-p.: Bada be: vehivavy vaventy nefa tsy mety miteraka (teny entina manaratsy, maneso). / Bada lela: miraiki-dela tsy afa-miteny haingana, sahirana ery raha hilaza zavatra. 1 Bada saina: tsy mahataka-javatra. 1 Bada ta-nana: mikaviavia, mitaraikiraiky raha manao zavatra."
"Bada"," a: Fisamboran-javatra na olona izay fihinina amin'ny sandrY. - t.i.f.: Bedaina, voabeda, nobineda J mambeda, fanabeda, mpambeda 1 ambedana, fambedana 1 manabeda, fanabeda, mpanabeda 1 anabedana, fanabedana J mibeda, fibeda, mpibeda J ibedana, fibedana J mahabeda."
"Badabada"," a.: Fanombohana miteny voalohany. 1 Tsy fahafahana miteny haingana; firaiketan-dela izay tsy mahateny avy hatrany ny tiankolazaina fa miakanakana sy miambatrambatra. - t.i.f.: Mibadabada, fibadabada, mpibadabada 1 ibadabadana, fibadabadana."
"Badabadaina"," (badabada) mt. ih.: Lazaina amim-piakakana."
"Badenina"," p. t.: Jemby, mamjambena: Badenina ny masoko nijery ny masoandro dimy segondra monja. • Fanimpanina, domelina, vizana izaitsizy ka voly, toa tsy maharay tena intsony: Badenina aho izany, hoy Rasoa, fa adiny telo aho no nifantsika nanjaitra teto."
"Badera"," a: Lamba menamena midorehitra."
"Badiga"," na Badika (Ski) a.: Vatan'ny hazon-tsatrana antitra."
"Bado"," p.t.: Kely saina, donto saina, tsy ampy fiheverana, mora ambakaina. (Araka izany, dia tsy azo atao hoe bado ny tsy nahita fianarana fotsiny, satria mety ho manan-tsaina tokoa izy, fa ny fianarana no tsy hitany): Bado koa izany raha olona, it? peratra volamena US,' dia natakalony akanjo mareuaka be soratra. - t.i.f.: Badoina 1 manabado, fanabado, mpanabado 1 anabadoana, fanabadoana 1 mibadobado 1 habadoana. ¶ M. h.: Tsotra loatra, tsobe, mora amidy, olom-be, tsy mahay olakolaka, mifanahin-jaza bodo. * Ohab.: Badolahy miantsena: siramamy ka atoraka alika: Enti-milaza olona tsy ampy fiheverana, kely saina, ka tsy hainy akory ny manavaka ny tsara sy ny ratsy, ny mahasoa sy ny tsy ilaina."
"Badobadony"," p. toe.: (jar, Badony)."
"Badoina"," (bado) mt. ih (bado y): Ambakaina, fitahina amin-kafetsena: Tsy azonao badoina aho fa mba manana ny sain-keliko."
"Badony"," Badobadony p. t.: Tsara bika, tsy lava tsy fohy, tsy vaventy tsy manify, fa mifanao ara-keviny ny toetoe-batany rehetra."
"Badra"," p. t.: Be vatana, lehibe, vaventy lava."
"Badrabadra"," p. t.: Lehibe vatana mivozavoza, midrahodraho, tsy kinga fihetsika: Badrabadra koa izany raha olona!"
"Badrahodra"," p. t.: Vaventy kidaladala, sy mitahontahona; mohamohaka tsy mahavita zavatra firy; mibonabonaka sady mivozavoza."
"Bafoka"," ft.: Enti-milaza fijanonana am-pandriana, fahalainana miarina noho ny hakamoana. - t.i.f.: Abafoka 1 mibafoka, fibafoka, mpibafoka 1 ibafohana, fibafohana 1 bafobafoka."
"Bageda"," (Atd) a.: Vomanga.---a'"
"Bahaiza"," (Tsin) a.: Hira fitomaniana ny maty fanao eo ampiaretan-tory."
"Bahambahana"," (bahana) t.u.r.: Milaza fihamafisan-kevitra, bahana matetika, befahatany."
"Bahana"," a.: Fakana toerana be, fitanana toerana be; tsy fanomezana toerana ny sasany, fisakanana na fisalovanana tsy hahazoan'ny sasany mandeha; famaritana ny tokony tsy ho efan'ny tena. 1 Bahanina, abahana 1 mibahana, fibahana, mpibahana 1 ibahanana, fibahanana 1 mahabahana 1 bahambahana, mibahambahana."
"Bahanina"," (bahana) mt. ih. (bahano): Sakanana, salovanina."
"Baharia"," (Ski) a.: Ny matilô amin'ny botry."
"Baheza"," a.: Hira vako-drazana fanao amin'ny fiandrasampaty."
"Baheza"," a.: Jar, Raloba."
"Baholy"," na Baholimaso p, t.: Manana maso mahiratra tsara ary tsara tarehy, toa falifaly lalandava."
"Baibaizina"," (baibay) ont, ih. (baibaizo): Tenenina amimpahatezerana, levilevena: Nobaibaizin-dreniny izy fa tsy nahalala fornba naniratsira an 'i dadatoany."
"Baibay"," a.: Levilevy sy anatra atao amim-pahatezerana, fitenenana arahin-tsamonina tsy misy fiatoana. ¶ M. h.: Bedibedy, gedrigedry. - t.i.f.: Baibaizina."
"Baibo"," (Ski) a: Tanimboly voasafotry ny rano amin'ny fahavaxatra."
"Baibo"," (t.tr.) a: Mpandany harena tsy azo tenenina."
"Baibo"," p. t.: Ada1a, foka."
"Baiboho"," a,: Tanety, indrindra ny amorona ivaiva."
"Baiboly"," (angl. bible) a: Anaran'ny boky misy ny Soratra Masina rehetra; mizara roa ny baiboly, dia ny Testamenta taloha sy ny Testamenta vaovao."
"Baibona"," a.: Tendron'ny vy solom-pantsika anakambanana takela-by na hazo, izay pohina mafy mba tsy ho afa-mitsoaka.	--( ? F,-p.: Vono baibona: famonoana tsy ho hita ireo tendron'ny vy anakambanana takela-by na hazo. / Vita vono baibona: vita mafy tsara, mats paika."
"Baibona"," a,: Ny sofin'ny riandriana roa havia sy havanana ka ny iray somary vorivory, ny iray fisaka ny tampons."
"Baika"," ft.: Fihatahan'ny ranjo be loatra rehefa mamindra, daikadaika."
"Baikabaika"," a.: Famindra mibakabaka sy miretareta. - t.i.f.: Baikabaikaina, abaikabaika / mibaikabaika, fibaikabaika, mpibaikabaika I iabaikabaikèna, fibaikabaikana 1 mahabaikabaika."
"Baiko"," a.: Teny vahiny (noho izy tany am-boalohany narabina fihetsiky ny tanana mba ho azo tsara; araka izany ny teny vahiny ampiasaina ankehitriny dia tsy tokony ha-tao izany intsony). • Teny na famantarana ifanomezana ka tsy mety ho fantatr'izay olona ivelany hafa: Izao no baiko nifamantaran'ny mpikambana; namoha sy nanidy ny boko-palitaony ilay niteny. + Teny nomena hotanterahina: Izany no baiko voaraiko, tompoko, ka tsy afamanoatra aho. 1 Didy fampahafantarana izay hatao: Indrisy! nisy namono teny andalana ilay miaramila ni-tondra baiko avy tamin'ny jeneraly. 4 Teny na fihetsehan-tanana ifankahazoan-kevitra amin'ny olona moana na amin'ny biby: Mahalala baiko fatratra it? alikanao ity izany. 6 t. t. f,: Baikoina, voabaiko I mibaiko, fibaiko, mpibaiko, ibaikoana, fibaikoana 1 mahabaiko. ? F,-p.: Baikon'ny moana: fampahafantaran'ny moana ny heviny amin'ny fihetsiky ny tanany na ny lohany, I Baiko tanana: famantarana atao amin'ny tanana mba hifankah az oan-kevitra."
"Baikoina"," (baiko) mt. ih. (baikoy): Omena baiko: Nobaikoiny tamin'ny masony fotsiny ihany ilay alika dia niantsambotra teny amin' ilay olon-dratsy."
"Baikona"," a.: Mitovy amin'ny hoe baika."
"Bailoka"," p. t.: Tsy mahitsy, meloka, mivilana, mitovy amin' ny hoe biloka, izay fampiasa matetika kokoa: Tsy azo anaovana na inona na inona ity hazo ity fa bailoka. ¶ M, h.: Meloka, mivaona, mivilana, bilaka, biloka, miolana, mibirioka."
"Bainga"," a.: Vongan-tany navadika ary naongana tamin'ny angady. * Ohab.: Vavolombelon'ny mpiasa ny bainga: Ny zavatra vita no porofo misongadina amin'ny asa natao. ¶ M. h.: Vaingan-tany, bongan-tany, tomba-tany,"
"Baingo"," Baingoka a,: Habilabilana; toetran'ny zavatra vilana sy mifelopeloka, miolikolika. - t.i.f.: Abaingo, baingoina / mibaingo, fibaingo."
"Baingoka","  a.: (fer. Baingo). - t.i.f.: Abaingobaingoka, baingobaingohina / mibaingoka, fibaingoka."
"Baka"," p. t.: Enti-milaza: Ny tandrok'omby misamaka, izany hoe mivelatra mifanalavitra, mihataka (mifan: Kirongo). ? Ny fisarahan'ny zavatra iray toerana na mizara roa misy elanelana lavitra. 6 ti.f.: Bakaina, abaka, voabaka, nobinaka 1 manabaka, fanabaka, mpanabaka f anabakana, fanabakana I mibaka, fibaka 1 ibakana, fibakana f mahabaka / bakabaka I sabaka. -  F,-p,: Baka lany sahaza: tsy misy toa azy, tokana aman-tans. * Fiten.: Raha baka mahay misisika (na mihorirana ) ianao, izaho kirongo tsy azo idirana: teny ifanaovan'olona roa mifaninana ilazany fa samy manana ny toetra mahakinga azy avy izy ireo ka tsy matahotra ny hifanandrina. I Fiten, mit. heu.: Raha mihen)an-ko mahazaka ianao, dia mba midiridiry ho amponga kosa aho,"
"Bakabaka"," (baka) t.u,r,: Milaza fihenan-kevitra, tsy dia baka loatra."
"Bakaina"," (baka) mk ih, (bakao): Ampifanalavirina, samahina."
"Bakaka"," p. t.: Enti-milaza nify mielanelana be toy ny banga. • H. i,: Entina ilazana koa ny rary be maso tsy mikatona tsara: Tsy tiako ity tsihy ity fa bakaka be ohatra ny inona."
"Bakaka"," (Ski) a: Anaran'ahitra lehibe izay mety hahatratra hatramin'ny roa na telo metatra."
"Bakakely"," a.: Karazan-javamaniry madinika misy tsilotsilony fanao fefy."
"Bakalorea"," (fr. baccalauréat) a: Fanadinana mamarana ny fianarana ambaratonga faharoa; diplaoma amena an'izay afaka an'io fanadinana io: Manao fanompoam-pirenena ivelan'ny tafika ny mpianatra afaka bakalorea"
"Bakatraka"," p, t.: Bakaka be tsy soa."
"Bakelaka"," p. t.: Enti-milaza ny tsihy na ny lamba vaventy, ratsy ny rariny na tenony: Soloy hafa ity tsihy ity fa bakelaka loatra ka tsy tiako."
"Bakitiky"," (Ats) a: Dihin-jazavavy amin'ny alma diavolana."
"Bako"," (t.tr.): Fefin-tokotany vita amin'ny hazo, na vala."
"Bako"," Bakobako p. t.: Tsara bika, lava vaventy, ranianana sady matombintombina: Jerena lavitra iry tovovavy iry toa bako dia bako."
"Bako"," Bakobako p. t.: Valabalaka, vizana tsy mahahetsika firy: Bako marina aho izany fa niasa angady indray andro maninjitra"
"Bakobakoroa"," a,: Teny ilazana ny feon'ny voromahailala."
"Bakoly"," a.: Karazan-kazo salasalany (5 na 6 metatra); ny raviny lehibebe mitarehi-na fo, ny voany ohatra ny haben'ny totohondry, ka misy voa 3 na 6 ao anatiny, izay akana diloilo anaovana savony na labozia. Anaran-kafa ilazana ny bakoly: savokara, savoga na mofotra."
"Bakoly"," a: Karazan-tanimanga madio sy madini-bolo izay amboarina mba hamiratra sy tsy ho tantera-drano ka anaovana fanaka, toy ny villa, kaopy, sady tsara tarehy no mihaia."
"Bakora"," p. toe.: Malemy toa mirorarora fa tsy mba mifintimpitina. • H.o.: Nofo bakora: Enti-milaza hatanorana vao misondrotra toy ny voninkazo vao mivelatra."
"Bakotoka"," (fit.-p.) a,: Lahy na vavy tokana tsy manan-jandry tsy manan-joky, vato boribory, tsy ary ambony tsy ary ambany."
"Bakteria"," (fr, bactérie) a: Karazana mikraoby zavamaniry, ka mitsinjara efatra indray izy ireo, dia ny basila, ny kaoka, ny vibrio ary ny spiroketa."
"bala","Firaka boribory alefan'ny basy amin'ny herin' ny vanja.  [Balana], [voabala], [nobinala]  balabala, abalabala 1 balabalana. -  F.-p.: Bala mangatsiaka, bala maty, baba sasatra: bala maty afo, tsy mipoaka, tsisy hery. l Baba mihanta: bala misisika any anaty nofo ka tsy mety miala ao raha tsy didiana. / Balam-basy, balantafondro; bala very maina: enti-milaza fikirizana na asa natao tsy nisy vokany.  Bala atifi-danitra, bala atifi-potaka. * Ohab.: Bala asesiky ny vanja ka tsy mianina raha tsy any an-tampony: enti-milaza olona mikiry manao zavatra ka tsy mijanona raha tsy tonga amin'izay kendreny. Ahitsio"
"Balady"," p. t.: Haingam-pandeha (mitovy hevitra amin'ny ma-lady ihany, saingy fahita indrindra amin'ny angano) Tongo-balady: tongotry ny bonia amin'ny angano, izay faingam-pandeha izaitsizy."
"Balahazo"," a.: Tolona mifamihina."
"Balahazo"," (Atd) a.: Mangahazo."
"Balalengo"," (Ski) a.: Karazan-kazandrano be taolana."
"Balamaso"," p. t.: Enti-milaza olona njola izay mitifitra mivoaka ny masony."
"Balana","Mitovy dika amin'ny Balamaso Ahitsio"
"Balantony"," Balangondangony p. t.: Tsara bika fatratra, lava vaventy kingakinga."
"Balantsiny"," (Ski) a.: Mahazàka manohana ny sakan-tsalazantsambo fihantonan-day."
"Balaonina"," (fr. ballon) a.: zavatra boribory goavana feno gaza maivana noho ny aera ka misavoana eny amin'ny habakabaka ary dia atosiky ny rivotra na ampandehanin' ny milina; nasiana fitoerana karazana lakam-piara mifatotra aminy izay nisy ny olona mpandefa sy ny mpandeha. Azo lazaina ho razam-ben'ny aroplanina ny balaonina. Kilalaon-jaza vita amin'ny tenan-javatra manify dia manif y (fingotra, kanikanin-kena) izay bontsinina amin'ny rivotra: Nividy balaonina te-Io ho an'ny zanany izy tamin'ny fety, nefa tsy nisy tapak 'andro akory dia vaky daholo izy tebo."
"Balaza"," a.: Ilay sosona faharoa amin'ny hoditra anatY; mate-vina izy io ary ao anatiny no misy ireo kitapo kely mitahiry menaka izay manamandina ny hoditra sy ny volo."
"Bàleke"," na Bàliky (Ski) a.: Fomba fandavoana amin'ny ringa, raha raisina amin'ny salakany avy ao an-damosiny ilay miady amin'ny tena."
"Balelaka"," p. t.: Be vava, mivelatra ny vavany nefa marivo aty: Tsy mahalany firy ny harona balelaka. • Misokatra be (fiteny amin'ny vozon'akanjo, maso): Batela-bozona be ilay akanjonao maitsomaitao. / Balela-maso id zaza - t.i.f.: Mibalelaka."
"Baliaka"," p. t.: Enti-milaza ny zavatra (maso, voninkazo, vozon'akanjo, masoandro...) izay mivelatra miseho mazava tsara, kanefa raha ny maso no lazaina, dia bary no fampiasa matetika kokoa, ary raha ny vozon'akanjo dia balelaka."
"Balita"," p. t.: Voky sakafo ny kibo. 1 Vetaveta, ratsy fitondran-tena: Touolahy balita haina. ¶ M. h.: Katritra, amboafitritra, batritra, olona tsy ampoka, tsy manjary, mialikalika, mitritratritra, miangiangy, fotsy fanahy. 1 t. t. f.: Mibalitalita."
"Balita"," a.: Anaram-bosotra fa-nome zaza kelikely sady badobado."
"Bamàko"," (Ski) a.: Karazan'oviala boribory sady lehibe ny vodiny."
"Bamba"," p. t.: Miely eran'ny manodidina rehetra, mihanaka hatraiza hatraiza, fampiasa indrindra amin'ilay fiteny hoe: Bamba iray na bambaray, izay mety hanan-kevitra roa: 1) Mitovy tantana hatrany hatrany: Tamin'ilay tondra-drano taona itsl, bamba iray daholo no fijery ny havoana sy ny lemaka. 2) Rakotra hatraiza hatraiza: Barnbarain'ny fery ny tenan'i Joba,"
"Bana"," Banabana ft.: Enti-milaza zavatra, indrindra varavarana na vavahady, mivoha tanteraka. 1 t.if.: Banabanaina, abanabana, voabanabana / mibanabana, fibanabana 1 ibanabanàna, fibanabanàna 1 mahabanabana. -  F.-p.: Bana ny andro: Mazava be ny andro. ¶ M. h.: Banabana, danadana, tanatana, sanasana."
"Banabana"," (Ski) a.: Fitondrana zavatra eo amin'ny felatanan-droa ka aingaina tandrifin'ny soroka ho Tomba fanajana."
"Banabanaina"," (banabana) mt. ih.; f. m. (banabanao): Vohaina mibanabana: Nobanabanaina ny varavaram be hidiran'ilay lalimoara."
"Banahina"," (banaka) mt. ils. (banaho): Vohaina."
"Banaika"," p:t.: Enti-milaza toetra fa indrindra fandeha tsy taitra, tsy mihontsina. / t.i.f.: Mibanaika, fibanaika / ibanehana, fibanehana."
"Banàka"," ft.: Enti-milaza toetran-javatra mivoha, misokatra tsara. i tif: Banahina, abanaka, voabanaka / mibanaka, fibanaka f manabanaka, fanabanaka 1 anabanahana, fanabanahana 1 manabanaka."
"Banake"," (Ski) a.: Anaran-kazo ahazoana hafotra amehezana ny bararata atao trano."
"Banbka"," a.: Karazan'ahitra fanaovan-tsatroka."
"Bandia"," na Bandiana a.: Entimilaza rehefa mety ho anentan'entana, fa indrindra anentan-damba."
"Bandrina"," a.: Fifan tohan'ny maso mafy eo am-pijerena; fijery maherihery toy ny misy hatezerana na indraika kosa alahelo. i t. f, f.: Bandrinina, abandrina / mibandrina, fibandrina, mpibandrina / ibandrinana, fibandrinana 1 mahabandrina."
"Bandrinina"," (bandrina) mt. ih. (bandriho): Jerena amin'ny maso mivontirika mivandravandra mahatahotra: Andeha isika handeha fa tsy tiako ny hobandrinin'ir? olona toa adula toa inona"
"Bandro"," a.: Jiolahy, mpangalatra sy mpandroba. ¶ M. h.: Androvo, jirika."
"Bandrolahy"," a.: Olona nobaboina tan'ady na nangalarina, na novidina, ka ampanompoina atao andevo."
"Bandromena"," (Tsm) a: Omby mena fotsy takiba."
"Banga"," p.t.: Afa-nify, afaka: Lahiantitra banga. / Ny eo anoloana no banga ny nifindRamatoa io ka maharatsy azy aoka izany.• Nahafahana, simaka, rombina: Misy banga it? tamboho it/ ka tokony hamboarina. / Tsy misy banga hofenoina ny uoalazanao na madilana hotentenana. 4 Nisy niala ka tsy ampy: Tsy manaiky aho raha misy banga ny volako, na ariary aza. - t.i.f.: Bangaina / manabanga, fanabanga, mpanabanga 1 anabangana, fanabangana 1 bangabanga. -  F.-p.: Banga ridana: tsY misy nify na dia iray aza. / Banga ridana tsy am-bodiakoho: enti-milaza ny ankizy banga mifo-nify (heverina manko fa ny antitra ihany, izay omena ny vodiakoho, no tokony ho banga). * Ohab.: Banga mihomehy: miamboho uao mitokelaka: Enti-milaza ireo olona mba mahalala menatra ihany ka tsy sahy mampiseho ny toetra ratsy imasom-bahoaka. / Ganga ny nify, adidin'ny loha: Izay akaikin'ny zavatra simba no tompon'andraikitra amin'izany. / Banga sendra voatavo: sendra ny antonona azy: Fifandrifian-javatra roa araka ny nahariana azy (masa-bary maito kitoza); na olona tsy mahay sendra raharaha mora antonona azy. / Banga very antsy: ny ho ken-da no ampoizina: Rehefa tsy manam-pitaovana, aoka hanampo fahavoazana. / Manaram-po ohatra ny banga mihomehy maizina: Enti-milaza ireo olona ratsy toetra ka manararaotra izaitsizy ny toe-javatra sendra."
"Bangabanga"," (banga) p. t.; t.u. r.: Enti-milaza fahabangana etsy sy eroa."
"Bangaina"," (banga) mt. ih. (bangao): Asiana banga, atao tsy ampy: Tandremo bangainao ny volako amin'ny faran'ny uoiana fa tsy nanapaka mihitsy aho na dia indray andro aza"
"Bango"," a.: Ny volo voaraotra sy voatambatra ho randrana tokana na roa, na efatra. - t.i.f.: Bangoina, voabango, nobinango / mambango na manabango, fambango na fanabango, mpambango na mpanabango / ambangoana na anabangoana, fambangoana na fanabangoana / mibango, fibango, mpibango / ibangoana, fibangoana 1 mahabango. -  F.-p.: Bango roa: randrambolo roa mirotsaka an-kavia sy an-kavanan'ny loba. / Ban-go an-katoka: randram-bolo tokana manomboka eo ankatoka ka mirotsaka manaraka ny lamosina, fanao raha misaona. 1 Raha atao bango tokana: raha atao indray milaza fa tsy miditra amin'ny antsipiriany."
"Bango"," (BI) a.: Randram-bolo betsileo fanaon'ny vehivavy maro ankehitriny; mivona ao an-katoka ny volo.	-0Bango Anakova (Bi) a: Randram-bolon'ny zanak'andriana betsileo, mipetaka manodidina ny sofina sy ny hatoka ny randrana. Bango (Sih) a.: Fomba fanaovana moraingy amin'ny fomba miadana sy milamina (mi-fan: Dodoria)."
"Bangoana"," a.: Eran-tanana ila. Bangoankatoka a.: Fombandrandram-bolo tsotra: bangoina ny volo dia atambatra amin'ny randrana telo ao aonana ka izay halavan'ny volo no fetrany; mari-pisaonana ny bangoankatoka."
"Bangoina"," (bango) mt. ih. (ban-goy): Raotina dia randranina: Mba bangoy ny vobonao, ry Ketaka, uao miantsena!"
"Banjina"," a.: Fijerena mifantoka tsara amin'izay jerena; filera-na tsara maharitra, tsy mipy; fijerena ombam-pandinihana feno fisainana fatratra. - t.i.f.: Banjinina, abanjina, voabanjina ) mibanjina, fibanjina, mpibanjina ( ibanjinana, fibanjinana ) mahabanBanjinina (banjina) oit. ih. (banjino): Jerena maharitra tsy mipy: Mankarary maso ny masoandro raha banjinina. • Jerena ombam-pandinihana feno fisainana fatratra: Banjino ny sarin'i Kristy mihantona eo amin'ny hazo fijaliana."
"banjino","jereo [banjina] : jereo, itodiho. oh : aza variana miondrika intsony fa banjino amin'izay ny ho avinao anaka! Ahitsio"
"Bankirompitra"," na Bankiroty a.: Olona tapi-pananana na olona tsy nahaloa trosa ka namidy ny fananany rehetra."
"Bankiroty"," p. t.: (Jer, Bankirompitra)."
"Banky"," p. t.: Enti-milaza olona tsy manana na inona na inona intsony noho ny fahavoazana nihatra taminy. (Jan Bankirompitra, bankiroty). ¶ M. h.: Foan-tanana, man-fa ny fananana, lany fatotra amam-pondrana, tsy am-bariraiventy, kisoa bory rambo, tsy kitay tsy vary maina, tsy filo tsy fihatsaka, tsy kibay tsy fively, mangadihady toy ny vilany nahandroam-patsa."
"Banky"," a.: Trano fitehirizambola izay ametrahan'ny olona vola, isamboram-bola misy antoka, miraharaha ny fifamoivoizan'ny vola, ary manonta vola koa aza indraindray."
"Bantina"," (banty) mt. ih. (bantio): Haratsina, hamavoina, esoina."
"Bantsilana"," a.: Karazan-kazo. Vaky bantsilana: Amin'ny fotoana amonian'ny bantsilana. 1 H. o.: Miseho miharihary ny nafenina. ¶ M. h.: Vaky am-batolampy, vaky barara, vaky betroka."
"Banty"," a.: Fanaratsiana, fanamavoana, fanesoana. - t.i.f: Bantina, voabanty 1 manabanty, fanabanty, mpanabanty / anabantiana, fanabantiana."
