"word","definition"
"Radisa"," na Radisy (fr. radis) a.: Karazan'anam-bazaha misy vodiny ary masiatsiaka ny tsirony."
"Rado"," a.: Fehivozona vita amin' ny vakana volamena na volafotsy. - t.i.f : Arado, radoina / mirado, firado, mpirado / iradoana, firadoana / maharado."
"Radoina"," (rado) mt. ih. (radoy): Ampanaovina rado, haingôina amin'ny rado: Noradoina i Soa kely ka aoka izany ny hatsarany!"
"Radona"," na Radondradona p. t.: Tsara bika, mifanentana sy mifanao ara-keviny amin' izay maha-tsara azy ny habe sy ny halava. - t.i.f.: Maradona, maradondradona."
"Radraty"," (Ski) a.: Rivotra mafy avy any avaratra, mifanohitra amin'ny fandohotse avy any atsimo."
"Rafana"," a.: Fofona mahery mahatofoka, fofona mandraraka. - t.i.f.: Mandrafana."
"Rafandrafana"," p.t.: Mienjika atsy mienjika aroa noho ny tahotra, ny fivadiham-po. - t.i.f.: Arafandrafana / mirafandrafana, firafandrafana, mpirafandrafana."
"Rafara"," na Rafaravavy a,: Anarana iantsoana sy ilazana ny zanaka vavy zandriny indrindra amin'ny nateraka."
"Rafaralahy"," na Randriam parany a.: Anarana iantsoana sy ilazana ny zanaka lahy zandriny indrindra amin'ny nateraka."
"Rafesina"," (rafy) mt. ih (rafeso): Alaina ho rafy."
"Rafetana"," (rafitra) mt. ih. na pdr. (rafeto): Enti-milaza 1) zavatra asiana na petahana zavatra hafa: Norafetako tehamaina ny takoiany; 2) olona iadiana, ifampitolomana:"
"Rafitra"," a.: Fiasanany hazo hanaovana fanaka, trano: Anisan'ny taozavatra ilaina tokoa ny rafitra. ? Fomba iasana ny hazo mba hanaovana azy ho fanaka, trano...: Tsara rafitra ity latabatra ity. 1 Fikambanan'ny zavatra ma-ro ho tenan-javatra iray: Mahatalanjona ny rafitry ny tenan'ny oiombelona. • p. t.: Manomboka: Tamin'izay, rafitra ny ady. ? Raikitra: Rafitra ady Isambilo sy Ibalita. ? Mikatroka... avy hatrany, ombika: Rafitra nifampi tolona izy roa lahy. - t.i.f.: Rafetana, arafitra, voarafitra, tafarafitra / mandrafitra, fandrafitra, mpandrafitra / andrafetana, fandrafetana / mirafitra, firafitra, mpirafitra / irafetana, firafetana / maharafitra ( rafidrafitra. Mifandray hevitra: Fitaovana fanaovana rafitra: Vankona, raboha, dalompy, tsofa, didiravina, homamanta, tantanana, famoalaka, torosy, tan-dm, fandraka (fandradahy, fandrabavy), vahoho, fively, fively fandraka, filamatra, hazomahitsy, famaky, tsimaka, lamisy, rivodahy. —Fomban-drafitra: am-panoa, andahiny, ambaviny, barazedxa, sokitra, torihisatra, koronosy, fehimbarika, filioro, saridiseza."
"Rafoka"," a.: Toetran'ny zavatra mora vaky, mora simba, faharefoana. - t.i.f.: Marafoka, marafodrafoka / harafoka, faharafoka / mandrafodrafoka / fandrafodrafoka."
"Rafotrako"," (Btm) a.: Orana anaty rano, lava tanana sady mainty."
"Rafotsy"," a.: Teny iantsoana ny vehivavy efa zokinjokiny, efa fotsy na manomboka ho fotsy ny volony, ka ampiasaina hoenti-milaza azy, na raha miteny aminy: Vao nahazo vola Rafotsy, dia lasa. / Aoka re, Rafotsy, hoy ireo tanora mpananihany, fa efa tofoky ny anatrao izahay."
"Rafozana"," a.: Teny ilazana ny ray aman-drenin'ny vady, na izay olona heverina ho tokotokony ho izany, toy ny iray tam-po aminy: Rafozan-dahy, rafozam-bauy. - t.i.f.: Rafozanina / mandrafozana, fandrafozana, mpandrafozana / andrafozanana, fandrafozanana / maharafozana. -  F.-p.: Miasa jamba rafoxana: miasa ho an'olona tsy mahalala na tsy mankasitraka akory izay ataonao ho azy. * Ohab.: Mitabataba tonga rafozana, akoho iray no uonoina, ka dimy no ma-mono: mihetsiketsika be, ne-fa tsy lifta izay vita, lasan-ko vavany. ) Rafozana be menomenona: anaterana ny masaha, lazainy ""sisa tsy lany""; anaterana ny manta, lazainy ""tsy omby vilany"": enti-milaza olona sarotra omena fahafahampo, be fanakianana na inona inona atao aminy. / Rafozana jamba: ny mana-titra lamba tsy hitany, fa ny manatitra sira no isaotsaorany: enti-milaza ny olonamahatsiaro ny soa kely fa tsy mahatsiaro ny soa lehibe a-tao azy. / Tsara ny tantana, fa ny rafozana no tsy enina: ny tena zavatra indray no hadino. ¶ M.h.: aza atao be ny raharaha ka ny voly vary indray no tsy efa."
"Rafozanina"," (rafozana) mt, ih. (rafozano): Alaina ho rafozana. * Ohab.: Ny hovadina be ihany, fa ny horafozanina no tsy misy: mora ny mitady izay halaina ho vady, fa ny ho rafozana, sarotra ny hahalala mialoha na ho tsara izy na ho ratsy."
"Rafy"," a.: Anaran-kazo madinika."
"Rafy"," a.: Olona manohitra ny tena, mifanao an-daniny amin'ny tena. ? Olona mifaninana amin'ny tena. ~ Vehivavy izay alain'ny vadin'ny tena ho vadiny koa: Rafivavin-dRasoa Ravao. ~ Izay maka ny vadin'ny tena: Tsy nanaiky izy raha tsy naratrany ilay rafilahiny. - t.i.f.: Arafy, rafesina, voarafy, tafarafy / mandrafy, fandrafy, mpandrafy )andra• fesana, fandrafesana I mirafy, firafy, mpiraf y / irafesana, firafesana / mampirafy / maharaf y. -  F.-p.: Mampirafy iahy: manana vady lahy maro. / Mampirafy raharaha: misahana asa na raharaha maro indray miaraka. / Rafiiahy: lehilahy manimba ny vadin' ny tena. / Rafivavy: vehivavy manimba ny vadin'ny te-na. * Ohab.: Ny rafy tsy lavitra, fa ny uadin-drahalahy mitafY iambamena: enti-milaza fampitandremana mba hahay mihetsika, hahay mitondra tena, fa ny mpifaninana amin'ny tena tsy lavitra."
"Ragehezina"," a.: Anaran-javamaniry fanao ody farasisa."
"Raha"," a.: Teny fahita indrindra any anindran-tany entina hilazana fanahy tsy fantatra, izay matetika manimba na mety hanimba: Misy raha ao anatin'io rano io. 1 Teny ilazana izay tsy tiana na tsy hay holazaina mazava tsara: Hitsikitsika tsy mandihy foana fa ao raha."
"Raha"," ppt. feh.: Mitarika fehezan-kevitra izay milaza fepetra iankinan'ny fahatanterahan'ny fehezan-kevitra iray hafa: Raha mihira ianao dia homeko vola."
"Raha efa"," indraindray dia tsy maintsy sarahina ny teny roa nikambana ho ""rahefa"", raha toa ka manan-kevitra hoe ""vita"" ny ""efa"" ka ampiasaina ho solo-matoanteny: Raha efa izany dia nitsangana izy nikabary."
"Raha tany"," raha tahiny ka: toy ny raha tsotra ihany, saingy manantitrantitra kokoa ny fisian'ilay fepetra: Raha tany, raha tahiny ka mihira ianao, dia homeko vo-la."
"Raha vao"," Mitarika fehezankevitra milaza fotoana hentitra: Raha vao maneno ny lakolosy, dia tsy maintsy miditra ny mpianatra."
"Rahaka"," ft.: Rantsan-kazo. i t.if,: Mandrahaka, fandrahaka, mpandrahaka / rahadrahaka."
"Rahalahy"," a.: Lehilahy iray ray sy iray reny amin'ny lehilahy iray hafa: Manana rahalahy efatra Rakoto. — Ny lehilahy iray ray na iray reny fotsiny amin'ny lehilahy hafa koa dia atao hoe rahalahy, toy izany koa ny lehilahy vadin'ny olona mirahavavy amin'ny vadin'ny tena dia antsoina koa hoe rahalahy. - t.i.f.: Mirahalahy, firahalahy, mpirahalahy / firahalahiana. -  F.-p.: Rahalahin-teny: 1) teny roa mitovy fanonona; 2) teny azo raisin amin'ny hevitra roa."
"Rahampitso"," p. nit,: Enti-milaza ny andro manaraka ny anio: Talata anio, alarobia rahampitso. / Handeha ho any Toamasina izy rahampitso."
"Rahana"," p.t.: Enti-milaza vary na voan-javatra mbola tsy tena masaka tsara ka nampangotrahina mba hahamafy ny hodiny ka hahazoana mitoto azy na hanakanana azy tsy ho vaky vazana na hitsimoka. - t.i.f.: Rahanina, arahana, voarahana / mandrahana, fandrahana, mpandrahana / andrahanana, fandrahanana / mirahana. * Ohab.: Maty indroa toa uary rahana: enti-milaza olona na zavatra tratran'ny fahavoazana in droa miantoana."
"Rahanina"," (rahana) mt ih. (rahano): Ampangotrahina."
"Raharaha"," a.: Asa andaniana ny andro: Mikarakara tokantrano no mazdna raharahan' ny uehivauy mandritra ny andro. • Anton'asa ivelomana: Manjaitra no raharahan-dRanaiuo. ? Asa, taozavatra, lahasa: Misy raharaha kely home/ta anao raha manam-potoana ianao. 1 Adidy: Aza miditra amin'izany ianao fa tsy raharahanao izany. - t.i.f.: Raharahaina, voaraharaha / mandraharaha, fandraharaha, mpandraharaha / andraharahana, fandraharahana / miraharaha, firaharaha, mpirahaxaha I iraharahana, firaharahana I maharaharaha. -  F.-p.: Asa aman-draharaha: enti-milaza ny fitambaran' ny asa atao fivelomana sy ny adidy eo anatrehana avy. / Hahita raharaha amiko ianao: teny fandrahonana atao noho ny herim-pahefana na lonilony. I Manauin-draharaha: mandeha mamangy na mamotopototra raharaha izay heverina ho lehibe. /Mi-la raharaha: mitady fahasahiranana ho an'ny tena. / Misahana raharaha betsaka: miandraikitra asa maro loha isankarazany. / Raharaha manaraka ny arabe: raharaha betsaka sady manahirana. / Raharahan'i Mantasoa: fanompoana mafy aoka izany, ara-ka ilay ohabolana manao hoe: Raharahan'i Mantasoa: ny miera maty uenty, ny mangala-dia maty loso; ny mitoetra lany lamba amantsalaka. / Zokin-draharaha: ny tena ventin-draharaha voalohany, izay tsy maintsy atao mialoha. * Ohab.: ?za atao be ny raharaha ka ny voly vary indray no tsy efa: ilazana ny fanaovana an-tsirambina ny tena fototry ny aina."
"Raharahaina"," (roharaha) mt, ih. (raharahao): Karakaraina: Tsy noraharahainy ny fambolena nataony ka levona fotsiny, • Atao ho zavatra: Tonga teo aho fa tsy noraharahainy akory."
"Rahateo"," p. mt.: Mitovy hevitra amin'ny hoe ""efa"" sady fampiasa mifamaly aminy matetika: Efa tonga rahateo izy ka tsy ilaina hantsoina."
"Rahatrizay"," p, mt.: Indray andro any aoriana any: Aza mamoy fo fa mbola ho sambatra ianao rahatrizay. • ppt. feh.: Rehefa... any aoriana any: Hanome fiantrana ny mahantra aho rahatrizay miasa mandray karama, hoy 1-sambilo."
"Rahavavy"," a.: Vehivavy iray reny sy iray ray amin'ny vehivavy hafa: Tia ny rahauaviny Rasoa. — Ny vehivavy iray ray na iray reny fotsiny amin'ny vehivavy hafa koa dia atao hoe rahavavy, toy izany koa ny vehivavy manambady olona mirahalahy amin'ny vadin'ny tena dia antsoina koa hoe rahavavy. - t.i.f.: Mirahavavy, firahavavy, mpirahavavy / irahavaviana, firahavaviana."
"Rahefa"," na Rehefa ppt. feh.: Mitarika fehezan-kevitra milaza fotoana ka mazàna: a) zavatra mbola ho avy no lazainy: Rahefa tonga izy dia ento aty amiko; 2) na zavatra fanao matetika: Rahefa misaotra izy, tsy diso ny mitsikitsiky kely."
"Rahefa avy"," rehefa avy: Entimilaza ny zavatra natao talohan'ny zavatra hafa iray: Rehefa auy nisakafo izahay, dia nitsangantsangana teny amoron-dranomasina."
"Rahona"," a.: Fitambaran'entona avy amin'ny ranon'ny renirano, ony, farihy, ranomasina donafan'ny hainandro, ka mitangorona eny amin'ny habakabaka ary milatsaka ho orana raha sendra miova ho man gatsiaka ny toetr' an dro, • Teny atao amin-katezerana mba haniniana olona noho ny ratsy nataony, 1 t: Rahonana, arahona, voaxahona 1 mandrahona, fandrahona, mpandxahona / andxahonana, fandrahonana . I maharahona 1 rahondrahona / mirahondrahona. -  F,-p.: Mifanoto rahona: enti-milaza asa na raharaha betsaka mifangaro, mifanontona, na olona mifandrombaka miteny indray miaraka. / Misamboarauoara ny rahona: enti-milaza ny rahona jerena toa misamboaravoara nefa samy manana ny fandehany. / Rahom-bava: fandrahonana amin'ny fitenenana. / Raho-mitatao: rahona mivangongo betsaka eny an-danitra ka manamaloka ny masoandro, fambara fa ho avy ny orana. / Semban-drahona: takon'ny rahona. ? h.o.: enti-milaza zavatra tsy tanteraka fa voasampon-javatra kely. / Sondrodrahona: ilazana ny tafontrano izay atao vonjy maika hiarovana ny rindrin-trano tsy ho simban' ny orana; tafontrano bozaka ary manify. / Takondrahona: saron'ny rahona. / Tandrifin-drahona: orana milatsaka tsy ampoizina ary tsy maharitra ela. / Tory rahona ny lanitra: feno rahona tanteraka ny manodidina, ka mety haharitra ny orana raha avy."
"Rahonana"," (rahona) mt. ih. (rahony): Teneninamafy, fa nisy ratsy nataony; levilevena: Nandrairay zauatr'olona Ikoto ka norahonan-drainy mafy."
"Rahoviana"," p. rat.: Entina manontany fotoana mbola ho avy: Rahouiana no ho tonga ny zokinao? • h.i.: Tay... na na oviana na oviana: Rahoviana Rakoto no mba hampisam bo-bo!a olono!"
"Raibe"," a.: Rain'ny ray na rain' ny reny."
"Raiboboka"," a: Poizina avy amin'ny zavamaniry ataon'ny Sakalava amin'ny tendron' ny lefona ka izay voan'ny lefona misy azy io mfzihitra ny kibony dia maty. • h.o.: Zava-dratsy mampidi-doza: Raiboboka manimba firenena ny fifankahalana ara-poko."
"Raiheka"," o.: Karazan-kazo fanao trano, atao koa hoe famelona."
"Raika"," a.: Rona. - t.i.f.: Araika, voaraika, tafaxaika 1 mandraika, fandraika, mpandraika / andraihana, fandraihana / mifandraika 1 miraika, firaika, mpiraika / iraihana, firaihana, iraikana, firaikana / maharaika / raikaraika / mifandraika."
"Raika"," p.i.: Jar. Iraika."
"Raikabaoty"," (angl. right about) a,: Baiko-miaramila izay andidiana ny miaramila hampitambotsotra ny tongotra havanana ka hitodika miankavia."
"Raiketa"," na Raiketra a.: Karazan-tsilo fanaon'ny olona fefin-tokontany sy vala; noho ny raviny matevina sy be rano, dia izy no ataon'ny olona sakafon'ny biby — na fanaon'ny olona sakafo koa aza — any amin'ny tany kely ranonorana ka tsy misy voly maniry: Nankaiza ny olontety? no rindrina sisa mijord / ny tafo nikipaka iray, ny rihana sy andry nikoro; / raiketa sy ambiaty ary se-va no sisa miandry tanàna. (Dox),"
"Raiketana"," (raikitra) mt. pdr. (raiketo): Ametahana: Tsy azo raiketana taratasy ity rindrina ity fa malamalama."
"Raikipohy"," a: Fanafohezana amin'ny teny fohy na hentitra ny andinindinin'ny fikajiana halavana... oh. ny halavan'ny manodidina ny faribolana dia voalazan'ny raikipohy amin'ny teny frantsay hoe 27fR."
"Raikiraiky"," a.: Fiherikerehana sy fitahontahonana; fahadaladalana sy fivarimbarianana amin'izay rehetra hita. - t.i.f.: Araikiraiky, voaraikiraiky, tafaraikiraiky I mandraikiraiky, fandxaikixaiky, mpandxaikiraiky 1 andraikfxaikena, fandraikiraikena / miraikixaiky, firaikiraiky, mpiraikfraiky 1 iraikiraikena, firaikiraikena / mitaraikiraiky."
"Raikitelo"," a.: Lalan-kevitra entina mikajy halavana, isa, vidin-javatra, miainga avy amin-javatra roa efa fantatra. Oh. Ariary 24 no vidin'ny temitra 3m; ohatrinona no vidin'ny temitra 14m?"
"Raikitra"," p.t.: Mipetaka: Efa raikitra amin'ny rindrina ny temitra ka sarotra alana. • Vita, tapakarehefa nodinihina sy nifénarahana: Raikitra izany ny varotra ka omeo ny vodiondrim-barotra. ? Tsy miova: Miuory amin'ny andro raikitra. 1 h.o.: Miady: Raikitra tsy satry ohatra ny ombalahy mifanena ankaterena (ohab.). - t.i.f.: Raiketana, araikitra, voaraikitra, tafaraikitra J mandraikitra, fandraikitra, mpandraikitra / andraiketana, fandraiketana / miraikitra, firaikitra, mpiraikitra / iraiketana, firaiketana j maharaikitra / raikidraikitra. -  F.-p.: Raiki-molaly: feno na rakotra molaly. 1 h.o.: antitra, efa tranainy be. / Raiki-paka: 1) latsa-paka, miorim-paka; 2) enti-milaza vehivavy maro anaka; 3) enti-milaza aretina tsy azo sitranina, latsa-paka. / Raikipitia: tia fatratra, adalam-pitia amin'ny olona iray, lefaka. J Raiki-tahotra: azon'ny tahotra sy ny horohoro mafy. / Raiki-tampisaka: ilazana ireo olona mahia tsy mahazo aina fa kaozatra eny mandrakariva; enti-milaza koa toetra na aretina tsy a- faka amin'ny olona iray intsony. / Raiki-trosa: ananan' olona trosa be. / Raikitra ady: rafitra mifamely, mifandray. / Raikitra aretina: nahazo aretina na tonga voan'ny aretina noho ny tahotra, hatairana..: / Raihitra hatsiaha: mahatsiaro mangatsiaka mafy. / Raikitra ny uarotra: vita fifanarahana ny varotra. I Fary raiki-bololona: fary mbola miaraka amin'ny tendrony misy ny raviny sy ny vololon-draviny ka entina amin'ny famorana sy ny alavolonjaza ary ifandrombahan'ny vehivavy maniry hiteraka. * Ohab.: Mandalo dia raikitra ohatra ny tsipolitra antitra: enti-milaza ny olona mora tia sy revorevo foana, na amin'ny fitiavana na amin' ny zavatra hafa. / Varotra tsy raikitra tsy maharatsy fihauanana: enti-milaza fa tsy simba akory ny fihavanana na dia tsy mifanaraka aza ny varotra ifanaovana (maneho ny fitandroan'ny ntaolo ny fihavanana manoatra noho ny raharaham-bola; ampif andraiso: ""Aleo very tsikalankalam-bola toy izay very tsikalankalam-pihavanana""). Varotry ny manano tena ka raikitra vao tora-houitra: enti-milaza ny ahiahy aorian' ny fanapahan-kevitra iray izay noraisina. ¶ M.h.: Tapaka, tarangana, vita, mandry mitsilany, man-dry ivohon'ny vato, maty paika, vonobaibona, angarangidina, finari-bava."
"Raikona"," a.: Fofon-javatra may. ? F.-p.: Maimbo raikona: enti-milaza toerana andrenesana fofon-javatra may."
"Railovy"," a.: Karazam-boron-kely sady tsara feo no tsara tarehy fa misy sangany misandrahaka ohatra ny fikopaka eo ambony lohany ka nahatonga ny olona hanome azy ny anarana hoe andriamborona."
"Rainazy"," p.t.: Enti-milaza olona morainy, manaraka ambokony izay lazaina azy, ka izay asaina ataony, ataony, ary izay angatahina aminy, omeny. • F.-p.: Manao rainazy: manan-toetra morainy loatra, olom-be, tsy mihevitra loatra ny tena adidy, mandefitra na mampihafy ny tokony hatao. Ahitsio"
"Raindahiny"," p.t.: Enti-milaza olona kalazalahy amin'ny zavatra iray. ¶ M.h.: Maintimolaly, ela nihetezana, za-draharaha, me-na vazana, main-dambana, kalazalahy, sifotra antitra, ombalahy be vozona, zanak' omby tsy ampianarin-domano, ampingaloha, goaika an-titra."
"Raingena"," (raingy) mt. ih, (raingeo): Ahodina mba hiteraka afo. • Terena hanome zavatra. ? Loahana."
"Raingetina"," (raingitra) mt. ih. (raingeto): Entina, rongotina."
"Raingiraingy"," a.: Fivembena, fivezimbezena."
"Raingitra"," a. (Tsy fampiasa firy): Fitondrana zavajavatra tsy dia misy hilana azy loatra. (jer. Rongotra). - t.i.f.: Raingetina, araingitra, voaraingitra / miraingitra, firaingitra, mpiraingitra / iraingetana, firaingetana / maharaingitra / raingidraingitra."
"Raingy"," a.: Hazo ahodinkodina haingana eo amin'ny lempona kely amin'ny hazo hafa iray mba hiteraka afo. 1 tao.: Fanerena, famoritana. - t.i.f.: Raingena, araingy, voaraingy / mandraingy, fandraingy, mpandraingy I andraingena, fandraingena / miraingy / maharaingy / raingiraingy / araingiraingy, voaraingiraingy, tafaraingiraingy / mandraingiraingy, fandraingiraingy, mpandraingiraingy / rniYaingixaingy, firaingiraingy, mpiraingiraingy / andraingiraingen, fandraingiraingena."
"Rainiolona"," a.: Anarana nome-na ny miaramila mpitifitra amin'ny tafondro taloha."
"Rainkona"," Mitovy amin'ny Raikona."
"Raioritra"," a.: Anaran-kazo."
"Rairaindrihana"," a.: Hazo lava-lava fanao lafidrihana."
"Raisina"," (ray) mt. ih. (raiso): Alaina: Noraisiny ny satrony dia lasa izy. • Azo: Houaliako rahariva ilay taratasy noraisiko anikeheo. ? Ampiantranoina: Raiso tsara Rakoto fa havantsika. • E-kena ho isan'ny...: Noraisina ho mpikambana amin' ny Vokovoko Volamena izy."
"Raitra"," (agi. right) p.t.: Tsara tarehy bikana; voalohany amin'ny laharana;mendrika."
"Raivasy"," (angl. reverse) a.: Fanatsingolohana ny basy ho mari-pisaonana mpanjaka na mpitondra ambony."
"Raivo"," a.: Ny zanaka vavy eo anelànelan'ny vavimatoa sy ny faravavy, na firy na firy isany."
"Rajako"," a.: Karazam-biby izay manakaikikaiky ny olombelona amin'ny rafitry ny tenany, ny fomba fandraisany zavatra, satria mifanohitra amin'ny rantsantanany efatra ny ankibeny ka afaka mamihinazavatra izy. • h.i.: Enti-milaza tarehy na bika mampitahotra ananan'ny olona."
"Rajaraja"," p. t.: Avo, manerinerina. - t.i.f.: Arajaraja, tafarajaraja I mirajaraja, firajaraja, mpirajaraja / ¢ajarajana,firajarajana."
"Raka"," ft.: Hahia, hahiazana, fahamaranan-tsody. i t.i.f.: Mandràka, fandràka."
"Rakandrakana"," ft.: Toetran' ny tahom-bary mahitsy ary somary mahalankalana eny an-tanimbary. - t.i.f.: Mirakandrakana, firakandrakana."
"Rakaraka"," a.: Toetran'ny volo tsy voahogo fa mihaha mipariaka ary toa misaritaka. - t.i.f.: Rakarakaina, arakaraka, voarakaraka / mandrakaraka, fandrakaraka, mpandrakaraka I andrakarakana, fandrakarakana / mirakaraka, firakaraka, mpirakaraka 1 irakarakana, firakarakana / maharakaraka."
"Rakarakaina"," (rakaraka) mt. ih. (rakarakao): Hahana (volo)."
"Raketina"," (rakitra) mt. ih. (raheto): Tahirizina."
"Rakibolana"," (rakitra, volana) a,: Anarana omena ny boky mirakitra na mitahiry ny tenim-pirenena iray voalahatra araka ny abidy ka voazava amin'ny teny fohy ny hevitry ny teny tsirairay na voavadika amin'ny fitenim-pirenen-kafa; diksionera: Rakibotana malagasy. / Rakibolana frantsay-malagasy."
"Rakitra"," a.: Vola angonina tsikelikely hatao tahiry:Manaova rakitra raha ta hahazo bisikileta ianao amin'ny faran' ny tao na. • h.o.: Harena, zava-tsoa sarobidy voatahiry: Rakitra lehibe ho an'ny firenena ireo sangan'asan'ny mpanoratra ao aminy. ? Toerana misy ny vola angonina: Namahy rakitra Ikoto ornaly. • Vola tantazana amin' ny olona vory maro be tsirairay, indrindra any ampiangonana: Tsy hisy uidimpidirana fa rahitra no hotantazana eo am-baravarana. - t.i.f.: Raketina, voarakitra I mirakitra, firakitra, mpirakitra / iraketana, firaketana 1 maharakitra / rakidrakitra. • F.-p.: Latsa-drakitra: ny vola alatsaka ao anaty rakitra na arotsaka amin'ny rakitra any am-piangonana. / Raki-malala: izay rehetra tiana sy lalaina. / Rakitr'antitra: enti-milaza izay zava-tsarobidy tehirizina amim-pitandremana fatratra. / Tsy mahamafy rakitra: enti-milaza zavatra na olon-tiana izay amohana ny rakitra mora foana."
"Rakofana"," (rakotra) mt. ih. (rakofy): Asiana zavatra eo ambony mba tsy hahitana azy na hiarovana azy amin'ny hatsiaka...: Rakofy io zaza io sao mangatsiaka."
