"word","definition"
"Lafitra"," a.: Fitambaran'ny voan' akondro amin'ny tahony iray: Akondro iray lafitra. i t.i.f : Holafitra, ankolafiny 1 beholafiny.
 Ahitsio"
"Lafo"," p. t.: Be vidy, tsy taka-bola: Lafo ny vary tamin'it? fa tafakatra roa ambin'ny folo ny kilao. 1 Efa lasan'olona: Enta aty hojereko io satroka io fa houidiko. — Efa Iafo io, tompoko. - t.i.f.: Mahalafo, halafo, fahalafo, halafosana, fahalafosana I lafolafo 1 milafolafo, filafolafo, mpilafolafo 1 ilafolafoana, filafolafoana. -  F.-p.: Lafo aida: tafahoatra amin'ny tokony ho vidiny. f Tsy lafo uoamena: entina milaza olona na zavatra tsy misy vidiny, tsinontsinona. * Ohab.: Ombalahy lafon'ny vauany (na ny feony): ny tanjaky ny omby no mazàna jeren'ny mpampiady omby raha mividy omby izy, fa tsy ny fitrenany akory; koa it? ohabolana H.S., dia enti-milaza ny olona izay zavatra tsy dia manao ahoana loatra no mampisy vidiny azy. ¶ M. h.: Sarotra, hangana, be vidy, sarobidy, hentona, maneno, tsy takatra, tsy azon' ny kely vola, tsy takatry ny malahelo, tsy azo vidina, tsy mahaleo ny sarany ny vidiny. — Manao taro: manao sarotra, mivaro-bolony.
 Ahitsio"
"Lafo"," (Ski) a: Hazandrano misy tsilony ka manaintaina ohatra ny asian'ny maingoka ny voatsindrony.
 Ahitsio"
"Lafy"," a.: Tava: Misy lafy enina ny kodiakely. 1 Ila, sakany, indrany: Refeso ny lafin'io trano io? 1 Toerana amin'ny ilan'ny renirano na lakandrano, na hady na lohasaha iray: Er? an-dafin'ny lohasaha izahay no mipetraka a F.-p•: Ny lafy valo: ilazana ny havana rehetra izay heverina fa niely eran'ny vazantany valo, dia ny avaratra, ny atsimo, ny andrefana ary ny atsinanana, sy ny elanelan'ireo avy. /'Lafy tsarany sy lafy ratsiny: entina milaza ny fisian'ny atiny sy ivelany amin'ny fitafiana, na ny toetra tsara sy ratsy mety hananan'ny olona na zavatra iray. / Lafin-kavana: ny havana lavidavitra fa tsy ny mpiray tam-po na ny terak' olona iray.
 Ahitsio"
"Lafy"," a.: Fividianana zavatra mitamba-be mba hamidy antsinjarany. - t.i.f.: Lafasana, alaf y, voalafy I mandafy, fandafy, mpandafy I andafisana, fandafisanal mahalafyl lafilaf y.
 Ahitsio"
"Lagaly"," (fr. la gale) a.: Hazaka na hatina betsaka.
 Ahitsio"
"Lagirika"," (fr. la grecque) a.: Kafitera misy masoarivo fanatantavanana ny kafe na ravimboafotsy hanalana ny faikany.
 Ahitsio"
"Lagitara"," (fr. la guitare) a: Tsy fiteny intsony fa Gitara no ampiasaina ankehitriny.
 Ahitsio"
"Lagoromety"," (fr. la gourmette) a: Rojovy kely mipetaka amin'ny sakam-bavan-tsoavaly an-daniny roa avy izay mandalo ao ambanin'ny valananondranony ambany.
 Ahitsio"
"Lagozy"," (fr. la gouge) a.: Famoalaka, fandraka korongo.
 Ahitsio"
"lagy","(Teninjatovo) Tezitra Ahitsio"
"Laha"," (Btl) ppt feh.: Raha.
 Ahitsio"
"Lahaly"," (Btm) p. mt,: Halina, tamin'ny alina tao. Akory lahaly: teny fiarahaban'ny Betsimisaraka, izay azo adika hoe: Nanao akory, nanao ahoana halina7
 Ahitsio"
"Lahapahitra"," a.: Lahateny mirindranndra tsara nefa tsy dia misy hevitra mafonja firy fa toa atao amin'izay hahafinaritra fotsiny.
 Ahitsio"
"Laharana"," (lahatra) mt. ih. (la-haro): Asiana olona na zavatra milahatra: Laharana mpianatra manoloana ny sekoly. 1 a: Andalana: Laharana fahatelo auy aty an-kaoia no misy azy.
 Ahitsio"
"Lahasa"," a.: Asa, raharaha: Mizara lahasa amin'ny mpiasa 1 Zavatra atao, taozavatra: Atombohy ny lahasanareo fa aza laozanareo miresaka eo. 1 Asam-pambolena: Ny vadi-bainga no anisan'ny lahasa mafy amin'ny fambolena / (teny tranainy) Loko manjamanja.
 Ahitsio"
"Lahasaina"," (lahasa) mt. ih. (lahasao): Asaina, karakaraina: Ity tany sombiny kely ity ihany no holahasainareo anio.
 Ahitsio"
"Lahatra"," a.: Fitohitohizan-javatra na olona manaraka fitsipika iray; fametrahan-javatra na olona mihitsy tomandavana: Tsara lahatra ny boky eto ambony latabatra izany. /
 Ahitsio"
"Lahiaivo"," a.: Ny zanakalahy faharoa amin'ny lahy, na ny zanakalahy rehetra eo anelanelan'ny voalohany sy ny farany.
 Ahitsio"
"Lahiantitra"," a: Ny lehilahy be taona, antitra;antidahy.
 Ahitsio"
"Lahika"," (fr. laïc) a.: Anarana enti-milaza ny kristianina taotra tsy pretra na relijiozy.
 Ahitsio"
"Lahilahina"," (lahilahy) mi-. ih. (lahilahio): Tsofin-drano, rarina ho soa ho tsara (fanao amin'ny famoran-jaza).
 Ahitsio"
"Lahilahy"," p.t.: Teny faniriantsoa atao amin'ny zaza fora-na mba ho salama tsara, ary tsy ho kanosa na mikovavivavy. • Sady sahisahy no kingakinga.
 Ahitsio"
"Lahilava"," (t.tr.) a.: Lalao mitanjojotra mingadongadona.
 Ahitsio"
"Lahiloha"," a: Omby vositra ne-fa miendrika ombalahy. ? Enti-milaza olona lahilahy loha.
 Ahitsio"
"Lahimaro"," a.: Enti-milaza ny lehilahy rehetra ao amin'ny foko na fianakaviana fraya. 1 Tahon-ketsa maro ambolena amin'ny lavaka iray.
 Ahitsio"
"Lahimatoa"," a: Ny zanakalahy° voalohany amin'ny lahy.
 Ahitsio"
"Lahinainginy"," a: Hoditramafy sy matevina ataon'ny mpanao kiraro amin'ny faritra aoriana amin'ny kiraro mba hanamafisana azy.
 Ahitsio"
"Lahindefona"," a.: Lehilahy nianatra ny ady an-defona ka tonga nahay fatratra amin' ny tora-defona, tombo-defona, fiarovan-tena amin'ny ampinga.
 Ahitsio"
"Lahintangerina"," a.: Vy lavalava mitsofoka amin'ny kodiarana amin'ny tendrony roa ary mitondra ny fiaramanontolo.
 Ahitsio"
"Lahiroa"," a.: Karazan-kazo madinidinika. • Fambolena tahon-ketsa tsiroaroa amin'ny lavaka iray.
 Ahitsio"
"Lahirodona"," a.: Fanetsana ketsa maro fototra indray mandeha.
 Ahitsio"
"Laho"," ft.: - t.i.f : Halaho / malaholaho.
 Ahitsio"
"Laho"," na Laholaho ft: - t.i.f : Lahoina 1 laholaho 1 malaholaho.
 Ahitsio"
"Lahoina"," Madiva ho faty, mby efa ho faty, ambavahoana. • hi.: Vizana aoka izany, trotraka izaitsizy: Aoka izany ny fifanosehana ao anaty fiarambahoaka: lahoina ianao van tafauoaka rehefa hidina.
 Ahitsio"
"Laholaho"," (t.tr.) p.t.: Moramora, tsy rotoina.
 Ahitsio"
"Lahy"," a sy p.t: Teny entina milaza olona na biby mifanohitra amin'ny vavy. Raha itenenana olona ny hoe lahy dia fampiasa: 1) Hilazana zanaka lahy: Dimy mianodahy ny zanako; tala vavy, roa lahy. 2) Miaraka amin'ny teny milaza isa: Dia niainga izy roa lahy. 3) Ilazana ny vady lahy: Rasoa no ao fa ny lahy uao lasa nivoaka. ? p.t.: Manana ny fomba na toetran-dehilahy: Hanao tantsambo hono ny zanany lahy. - t.i.f: Lahilahina I mandahilahy, fandahilahy, mpandahilahy / miandahy / mahalahy / lahilahY 1 ny lahiny 1 filahiana 1 andahiny. -  F.-p.: Lahin'akoho, lahintsoavaly: akoholahy na soavalilahy atao fakana taranaka. / Lahi-mizàna: vy kely mijoro eo afovoan'ny mizàna mitsara ny fahamarinan' ny fandanjana. / Lahilahy toetra: vehivavy maherihery setra toy ny lehilahy, na amin'ny fihetsika na amin'ny fisaina. / Fito lahy fito vavy: teny entin'ny olona mitsodrano ny mpanambady mba ho maro anaka, maro dimby. / Lahim-bela: ny vola izay tsara petraka amin'ny lalao fanorona, ka mety handany ny vaton'ny andaniny. / Tokantranon-dahy: ilazana ny tokantrano tsy misy vehivavy, na tsy ao ny vehivavy, ka tsy mimpirina araka ny tokony ho izy.
 Ahitsio"
"Lahy"," t-p.: Tenim-piontanana enti-mil aza:l) Alahelo, tsy fanampoizan-javatra: Lasa tokoa lahy izy! 2) Fiangaviana na fangatahana somary miambezo: Mba omeo aho lahy! 3) Fisalasalana, tsy fahalalana: Asa lahy! fa tezitra foana teo izyl 4) Faniriana: Raha nanam-bola aho lahy nouidiko ity saha
 Ahitsio"
"Laika"," a.: Fomba fandeha na fanindra matotra, mendrika; famindra miadana, tsy rototra sy toa kamokano nefa miaingitraingitra. - t.i.f.: Laikana, alaika, taf alaika / milaika, filaika, mpilaika 1 ilaikana, filaikana 1 mahalaika / laikalafka.
 Ahitsio"
"Laikaina"," (laika) mt. ih. (laikao): Enti-milaza famindra na dia atao matotra tsara, asononoka: Laikao ny famindra fa aza rotorotoina.
 Ahitsio"
"Laiko"," na Laïkolaiko a: Famindra somary miandranandrana nefs miadana, ary tsy maka sarotra loatra. - t.i.f.: Laikoina 1 milaiko, filaiko, mpilaiko / ilaikolaikoana, filaikolaikoana( mihalaikolaiko / mitsilaikolaiko na mitsilaiko.
 Ahitsio"
"Laikoina"," (laiko) mt. ih. (laikoy): Atao milamina tsara misy aingitraingitra.
 Ahitsio"
"Lailay"," a.: Hidihidy vokatry ny lay. - t.i.f.: Malailay.
 Ahitsio"
"Laimanjava"," (Br) a.: Fivoriana iantsoana ny fanahin'ny maty na amohazana ny angatra.
 Ahitsio"
"Laina"," a.: Tsy fahazotoan-komana. • Tsy faharisihana hanao zavatra, hakamoana, fidonanaham-poana: Ny zoto ahandroana, ny laina itonoana. i t if.: Malaina, malaindaina / mahalaina 1 ahalainana, fahalainana 1 kalaina. -  F.-p.: Manaran-daina: manaram-po amin'ny fahalainana. * Ohab.: Ny mandeha tsy zoto, ny mijanona tsy laina: adidy no aleha ary andraikitra no ijanonana, ka izay mahatsara zavatra no atao, fa tsy hoe akory izay mande-ha dia olo-mazoto ay izay mijanona dia olo-malaina. / Ny zoto ahandroana, ny lai-na itonoana: ny malaina hahandro homana ny tsizarizary fa ny mazoto kosa mihinana ny masaka: izay malainkisahirana tsy mba manana ny tsaa.
 Ahitsio"
"Lainga"," a.: Filazana mifanohitra amin'ny marina: Vaky ny laingan'Isambilo; hay falzafolo izy fa tsy voalohany. • Filazana ho marina ny zavatra fantatra fa tsy marina hamitahana olona: Mivelona amin'ny lainga io olona io. ¶ M. h.: Fitaka. i t.if•: Laingaina, voalainga / mandainga, fandainga, mpandainga / andaingana, fandaingana / mahalainga 1 laingalainga, tsilaingalainga, kilaingalainga.
 Ahitsio"
"Laingaina"," (lainga) mt. ih. (laingao): Ilazana lainga: Nolaingainy ianao fa tsy mahalala akory.
 Ahitsio"
"Laingalainga"," a: Lainga madinika.
 Ahitsio"
"Laingo"," a.: Ny tendron'ny zavamaniry na ny raviny farany ambony vao niseho, izay milenodenoka sy malefaka izaitsizy. • h.o.: Ny tsara indrindra sy meva indrindra amin'ny zavatra iray: Laingon-kanina. - t.i.f: Laingosana, voalaingo / mandaingo, fandaingo, mpandaingo 1 andaingosana, fandaingosana / mahalaingo 1 laingolaingo.
 Ahitsio"
"Laingo"," a.: Karazam-bahy maimbomafmbo f of ona amotsiana nif y ny raviny. i t.if.: Laingoana, laingoina, voalaingo 1 milaingo 1 ilaingoana, filaingoana / mahalaingo / laingolaingo.
 Ahitsio"
"Laingoana"," na Laingoina (laingo) mt.ih. (laingoy): Entimilaza ny nify asiana na petahana ny ravin'ny laingo notsakotsakoina: Nolaingoiny ny nifiny fa efa ela hono no tsy namotsiany azy.
 Ahitsio"
"Laingomaimbo"," a: Zavamaniry salasalany mandady, fantatra indrindra amin'ny raviny izay mamoaka fofona mahery sady ratsy rehefa kosehina nefa kosa ampiasaina hampisava ny aretin'andoha vokatry ny fofon'ny komanga (jer. io teny io).
 Ahitsio"
"Laingomena"," a.: Zavamaniry fanao haingon-tanàna fa mandady mananika amin'ny tamboho na fefy; ny raviny, mivondrona sady betsaka ary ny voniny, misy karazany maro: mavolrely, haboka, mavo tanora na mena midorehitra.
 Ahitsio"
"Laingontratrany"," a: Hena eo amin'ny lohatratran'ny omby na ny ondry na ny kisoa vonoina, mifamaly amin'ny laingontsorony eo ambony.
 Ahitsio"
"Laingontsorony"," na Lohasorony a: Hena eo anin'ny 1ohasoroky ny omby, ondry... vonoina, mifamaly amin'ny lohantratrany eo ambany.
 Ahitsio"
"Laingosana"," (laingo) mt ih. (laingosy): Alana ny laingony: Nolaingosany ny voatavo etsy avara-trano.
 Ahitsio"
"Laisoa"," (fr. le chou) a.: Karazan 'anam-bazaha nampidirina teto; ny raviny, izay mitangorona mifanosontsosona ka tonga boribory nome-na ny anarana hoe bokondaisoa, no andrahoina miaraka amin'ny hena (alaindro raha amin'ny hen'omby ary ritina raha amin'ny henan-kisoa), somary sarodevonina anefa izy. * F.-p.: Laisoa masombika: Karazan-daisoa ngitangita ravina.
 Ahitsio"
"Laitra"," nit ih.; ft.: Azo kaikerina: Tsy laitrako io taolana io fa mafy loatra ? Azon-javatra asiana, idirana: Mahagaga fa laitran'ny rano ny vato rehefa ela ny ela. 1 Azo leferina, zakaina: Tsy laitrako intsony ny ataon'ny mpampiasa ahy. ¶ M.h,: Lefitra, zaka, aritra, tanty, toha. ? Azo (raha misy tanin' ny iharana hafa ao aoriana) (...): Tsy laitra tsoahana io fanbsika io fa mafy loatra. 1 tif:: Voalaitra / mandaitra, fandaitra, mpandaitra / andairana, fandairana / mahalaitra, fahalaitra, mpahalaitra. * F.-p.: Tsy laitra: mafy, tsy azo toherina, tsy zaka, tsy telina: Tsy laitra ny ngidin' ny fahoriana / Tsy laitra andrahoina: tsy mety malemy raha andrahoina fa mafy foana / Tsy laitra anarina, rarana, tenenina, toroana: entimilaza olona tsy miraharaha izay teny fananarana atao aminy. J Tsy laitran'ny mamy: enti-milaza olona tsy mety matavy na mahazo ai-na na dia mahery mihinana aza. I Maka am-pandairana: maka tsy an-kijanona, tsy ankiato. * Ohab.: Tsy misy mangidy ohatra ny sakay fa rehefa teny ierana laitra ihany: Na inona na inona zava-tsarotra, rehe fa ifanarahana tonga mora. J Tsy misy mafy tsy laitran'ny zoto: mora sy efa izay zavatra atao amin-joto, na dia izay sarotra indrindra az a.
 Ahitsio"
"Laizina"," (lay) mtih. (laizo): A-tao haingana, mehina, rodorodoina: Tsy azo laizina ny raharaha fa atao milamina i-han y.
 Ahitsio"
"Laka"," a.: Ny toerana afovoany amin'ny fanorona, izay ihaonan'ny tsipikamifanapatapaka (mazàna ny mitana ny la-ka no maharesy amin'ny la-lao fanorona). ~ h.o.: Foibe, fovoana, toerana tsara, (misy karazana laka efatra fantatry ny mpanao fanorona; ny lakabe, ny laka kely, ny lakavil ana ary ny lakamanga). - t.i.f.: Alaka, lakaina, voalaka / lakalaka. * F.-p,: Mahazo laka; tompon'ny laka: enti-milaza ny vato mahazo ny toerana afovoany izay toerana tsara indrindra satria misy lalana valo azony ikisahana avy eo amin'ny misy azy eo; h.o.: mahazo toerana tsars ahafahana manao izay tiana.
 Ahitsio"
"Lakaina"," (laka) mt.ih, (lakao): Apetraka eo amin'ny laka, apetraka eo amin'ny fihaonan'ny tsipika roa (vatompanorona).
 Ahitsio"
"Lakalaka"," p. t.: Enti-milaza olona morainy, tsy sarotiny, manao izay tianao. * F.-p,: Lakalaka anie Andria manitra: enti-mampitandrina olona fatra-panao kitoatoa mankahatra an'Andriamanitra; ny heviny dia toa hoe ""tandremo ange fa morainy Andriamanitra, manao izay tianao, ka rehefa ankaharinao izy dia hanao tokoa"".
 Ahitsio"
"Lakaly"," (fr, la cale) a: Ny efitrano somary anatin'ny tany ambany indrindra. 1 Ny fanambanin'ny sambo izay fitoeran'entana.
 Ahitsio"
"Lakamo"," a.: Jer. Alakamo.
 Ahitsio"
"Lakamoina"," mt.ih,: Jar. Alakamoina.
 Ahitsio"
"Lakamosina"," a.: Mitovy amin' ny Lakandamosina (jer. io teny io).
 Ahitsio"
"Lakampiara"," a.: Lakana lehibe misy fanarenana azy raha & tongilan'ny onja, fitondran' ny mpanjono eny an-dranomarina.
 Ahitsio"
"Lakana"," a.: Fitaovana hazo na vy entina mitety na mande-ha ambony rano, mita rano; matetika ny lakana dia vita amin'ny vatan-kazo lehibebe noloahana izay manjary mai-vans ary mitsinkafona tsy milentika, - t.i.f: Lakanina, voalakana / mandakana, fandakana, mpandakana 1 andakanana, fandakanana / mahalakana. -  F.-p.: Lakan-jila na Lakanjejo: lakana maivana mora misosa raha vao voizina. / Lakan-drafitra: lakana vita amin'ny hazo maro natambatambatra fa tsy amin'ny hazo iray noloahana. J Lakampiara: lakana maro natambatra. / Lakam-bato: vato noloahana miendri-dakana na natao handrobohana na hanofanana ny vy. J Lakan-damosina: ilay lempona manaraka ny hazon-damosina atao hoe lakan-drano. J Lakan-drano: tatatra natao handehanan'ny rano. / Lakan-jilo: lakana mitsilotsilo ny tendrony roa, izany hoe ny lohany sy ny vodiny. / Saran-dakana: ny vola aloa amin'ny mpampita lakana. / Laka-mody: ny lakana efa'ndeha hiverina eny amin'ny morona ilany, ka hararaotina mba ho kely ny saran-dakana. / Tehin-dakana: ilay hazo lava-lava itehenana mba hampandeha ny lakana./Lakan'aina: lakan-kely famonjena ny mpandeha raha misy loza mihatra amin'ny sambo andehanana. * Ohab.: Mangetaheta ambony lakana: mihafihafy eo ampovoan'izay rehetra ilaina. ¶ M.h.: Mosarena ambody sompitra. J Mandeha tsy voizina toa lakan-fila: entimilaza olona misosososo miditra na manao zavatra nefa tsy ampandrosoina na asaina manao ilay zavatra akory. J Mampitaha lakana sy zahatra: mampitaha zavatra roa izay hita avy hatrany fa mifanalavitra na ny bikany na ny tombany. / Mitsipa-doha laka-nitana: tsy mahay mankasitraka, na mamaly ratsy ny soa ataon'olona ny tena. I Tongotra mby an-dakana ka tsy miverina intsony: zavatra efa notinapaka ary efa vita daholo ny fiomanana ny amin'izany ka tsy azo ahemotra intsony. I Ny hazo no vanon-ko lakana; ny tany naniriany no tsara: ny zavatra no vanona dia ny any amin'ny fototra no tsara. / Lakan-drafitra very fivoy: enti-milaza olona tsy manana na inona na inona hianteherana intsony hamonjena tena.
 Ahitsio"
"Lakandamosina"," a.: (indraindray koa lazaina fotsiny hoe Lakamosina) IlaY lempona mitsoriaka midina eo afovoan'ny lamosina, manaraka ny hazondamosina, atao koa hoe lakandrano.
 Ahitsio"
"Lakandrano"," a.: Masondrano tsy vita-Nanahary fa nataontanan'olombelona mba handehanana an-dakana na hanondrahana ny tany manodidina. 1 h.o.: Ilazana koa ny lakandamosina.
 Ahitsio"
"Lakanina"," (lakana) mt. ih. (lakano): Akana na ampiasana lakana. * Ohab.: Maizina ny andro azo tsilovina, lalina ny rano azo lakanina; fa ny ratsy ce tao tsy mba azon-kevitra
 Ahitsio"
"Lakaoly"," a.: Ny zazavavy mpanaraka ny Andriana sy manotrona azy.
 Ahitsio"
"Lakasina"," Jer. Alakasina (ala).
 Ahitsio"
"Lakato"," (Btm, Ski, Mer.) a: Zohy.1 (Br) : Zohy eny antenatenan-kavoana. -  F.-p.: Lakatom-bava: valanorano.
 Ahitsio"
"Lakato"," a: Ampinga fisapisaka mifono hoditr'omby: fanareo no arnpinga tsy laitran' ny bala sy lakato efitry ny lefona (Andrianampoinimerina).
 Ahitsio"
"Lakatra"," a.: Ahitra fanaovana satroka.
 Ahitsio"
"Lakilasy"," (fr. la classe) a.: Efitrano fianarana: Efa tafiditra ao an-dakilasy na ao an-trano lakilasy ny mpianatra. ? h. o.: Fianarana, tranon-tsekoly: Tsy mankany an-dakilasy izy fa efa hanambady hono. (Jer. Kilasy)Lakile (fr. la clé) a.: Fanalahidy.
 Ahitsio"
"Lako"," p.t.: Miadana fa tsy mamindra haingana; tsy mifanizina (rary na tenona); tsy mafy (randran-bolo). i ti.f.: Lakoina 1 malako / milako 1 lakolako.
 Ahitsio"
"Lakoina"," (lako) mtih. (lakoy): Atao miadana dia miadana, tsy rototra:Mba haingankaingana re fa aza dia lakoina toy izao ny dianao.
 Ahitsio"
