"word","definition"
"Tafoaka"," ft.: Ilazana ny mihoatra, ny mitafotafo. - t.i.f.: Tafafoaka / manatafoaka, fanatafoaka, mpanatafoaka / anatafoahana, fanatafoahana / mitafoaka, fitafoaka, mpitafoaka / itafoahana, fitafoahana."
"Tafoana"," (tafo) mt. ih. (tafoy): Asiana tafo: Tafoana ny trano rehefa uoapetaka ny ?ohatrano sy ny uarivariny."
"Tafofoka"," Mitovy amin'ny Safofoka."
"Tafoforana"," a.: Fitaovan'ny mpanefy itsofany ny afo."
"Tafoforina","  (tafofotra) mt. ih. (tafofory): Itsofan'ny rivotra mafy."
"Tafofotra"," a.: Fifofofofon'ny rivotra mitsoka mafy. ? h.o.: Firimorimoana mafy. - t.i.f : Tafofôrina / mitafofotra, fitafofotra, mpitafofotra / itafoforana, fitafoforana / mahatafofotra."
"Tafolo"," a.: Enti-milaza ny isa mandeha tsifolofolo ny venty sy ny jotso na songatombo aminy."
"Tafolorana"," a.: Hazo lava misy tadivavarana haningorana vorona."
"Tafondro"," a.: Fiadiana lehibe fan defasam-baomba entina miady any an-tafika, izay matetika entina kodiarana. -  F.-p.: Tafondro faham-bava: tafondro mifahana avy eny am-bavany. / Tafondro faham-body: tafondro izay any amin'ny vodiny no atsofoka ny baombany. / Tafondro manodidina: poa-tafon  dro indroa ambin'ny folo izay natao taloha rehefa misy firavoravoan-dehibe na fandraisam-bahiny manankaja ambony. / Tafondro mandeha: tafondro misy kodiarana azo entina mifindrafindra. / Tafondro maro vaua: tafondro mahavoaka ba-,la maromaro sy ankisesy ao anatin'ny fotoana fohy. / Tafondro miandry tsena: entimilaza ireo saonjo milahadahatra toa tafondro eny antsena."
"Tafontrano"," a.: Sarona ambony amin'ny trano mipetaka amin'ny vovonana sy ny lohatrano ary ny haratra sy-ny varivariny. -  F.-p.: Tafontrano-mpanjaha: fahizay, mpanompo nalefa ho olom-potsy tsy ho andevo intsony."
"Tafotafo"," p. t.: Feno avo loha, mihoatra ny vava farnarana (tsy fampiasa raha tsy miaraka amin'ny teny hoe: feno): Feno tafotafo. * t.i.f.: Mitafotafo, fitafotafo."
"Tafotsiny"," Jer. Tapotsiny."
"Tafy"," p. t. : Tsy mitovy ny ilany roa fa samy hafa; enti-milaza zavatra roa ka ny ankilany kely, na tailana, na misondrotra avo kokoa noho ny andaniny: Tafy ila ny tafon-tranon-dry zareo er9 ambony andrefana. * F.-p.: Tafy loha: ilazana zavatra izay ny tendrony ilany avo ary ny ilany iva. / Tafy rariny: tsy mitovy fitondra fa ny sasany omena tombon-tsoa, ny sasany kosa iangarana. / Axa tafy rariny: firariana fanaon'ny taloha: Enga anie ka ho tojo ny sahaza sy mendrika anao ianao. / Tafy soratra: misy pentina tsy mitovy fipetraka, toy ny omby izay misoratra lehibe amin'ny ilany havanana ary kely kosa amin'ny ilany havia."
"Tafy"," a.: Fandrakofan-damba na akanjo ny tena. * t. i.'f.: Tafina, tafiana, atafy, voatafy, tinafy / manafy, fanafy, mpanafy / anafiana, fanafiana / mitafy, fitafy, mpitafy / itafiana, fitafiana / mahatafy."
"Taha"," a.: Karazan-tsazy atao onitry ny zavatra tsy ara-dalàna natao tamin'olona. ? Vola na zavatra nomen'ny lehilahy ny vadiny voalohany raha manaiky ny hirafy amin'ny vehivavy hafa io vehivavy io. ? Onitra nomen' ny mpiampanga ilay olona narnpangaina raha ohatra ka voamarin'ny fampinomana fa tsy manan-tsiny ilay io. ? Fampitoviana olona na zavatra maro rnba hahafantarana izay tsars na lehibe na ambony kokoa. ? Vola alatsaka ao anaty renirano hitana mba ho tafita soa aman-tsara ireo mita. * t.i.f.: Tahana, ataha, voataha, tinaha / manaha, fana-ha, mpanaha / anahana, fanahana / mitaha, fitaha, mpitaha / itahana, fitahana / ampitahaina / mampitaha, farnpitaha, mpampitaha / ampitahana, fampitahana / mahataha."
"Tahafina"," (tahaka) mt. ih. (tahafo): Enti-milaza ny olona izay itovizana, ka ny fitovitovizana amin'ny endrika sy ny toetra indrindra no lazaina amin'izany: I Raibeny no tahafin'ity zaza ity."
"Tahaka"," p. t.: Misy fitoviana: Taha-dray lahy ity zaza ity! * t.i.f.: Tahafina, voatahaka, tinahaka / manahaka, fanahaka, mpanahaka / anahafana, fanahafana / mifanahaka / mahatahaka / tahàka."
"Tahàka ny"," ppk.: Enti-milaza fitoviana ara-pampitahana an-tsary na an'ohatra: Tahàka ny dian-tongotra hauia ny sarin ' i Madagasikara. -  F.-p.: Raha tahàka ahy: raha araks ny hevitro. ¶ M. h. : Ohàtra, mitovy ; -jereo koa ireo mitovitovy hevitra aminy fotsiny: sahala, toy, toa."
"Tahalaka"," a.: Tovon-tany mamaritra ny sisin-tanimbary, mitovy amin'ny atao hoe valamparia, fefilohan-tanimbary (amin'ny Betsileo, ny tahalaka dia entina hilazana mihitsy ny vola arakaraka ny habeny, ka ny lehibe dia a-tao hoe: tahala-dibe, ny antonontonony tahalaka, ary ny kely kipala)."
"Tahamaina"," Jer. Tehamaina."
"Tahana"," (taha) mt. ih. (tahao): Enti-milaza ny vadibe no-mena taha: Notahan-dRakoto Rasoa dia nampakatra bodokely indray ny anao lahy. * Enti-milaza ny renirano nandatsahana vola mba ho tafita soa aman-tsara ny te-na."
"Tahezana"," a.: Fihasimban'ny Tehezana."
"Tahia"," a.: Angaka kely mitovy amin'ny tsiriry ny volony (Dendrocygna major)."
"Tahina"," (tahy) mt. ih, (tahio): Ambinina, hasoavina: Hotahin'Andriamanitra anie ianareo!"
"Tàhiny"," p.mt.: Teny tsy fampiasa rafla tsy eo aorianan'ny hoe: ""raha"": Raha tahiny, ka enti-milaza fepetra na famarafarana mialoha: Raha tahiny te ho sambatra ianao, ataovy izay tsy hanenjehan' ny eritreritrao anao. ¶ M. h.: Raha toa, raha sendra — aoka tsy hampiasaina ireo fihasimban'io teny io mahazatra ny maro, dia ny hoe: raha tah?ny, raha tany."
"Tahirizina"," Tehirizina (tahiry) mt. ih. (tahirizo, tehirizo): Atokana amin'ny toerana iray mba tsy ho very na ho simba na ho lany: Notahiriziny tao am-bata ny firavaka vao novidiny, / Tahiriziko hataoko uatsy ireto uola ireto raha mandeha aho. * Tanana: Tahirizo tsara ao am-ponao ireo tenin'ny maty ireo."
"Tahiry"," a: Zavatra sarobidy na vola angonina amin'ny toerana iray hitsinjovana ny ho avy; rakitra: Nolaniny ny tahirin-dray aman-dreniny. * Fitandremana na fitanana ainin'ny toerana iray: Hataoko tsara tahiry ireo bokinao ireo fa aza matahotra. • t. if.: Tahirizina na tehirizina, voatahiry / mitahiry, fitahiry, mpitahiry / itahirizana, fitahirizana / mahatahiry."
"Tahisienina"," (fr. tahitien) a.: Ny mponina tompon-tany any amin'ny tanin'i Tahiti, nosy lehibe indrindra amin' ireo nosy any Pasifika mifanakaiky amin'ilay tany antsoina hoe Polinezia frantsay.: Malaza amin 'ny fahaiza-mandray vahiny ny Tahisienina. ? p. t.: Mikasika an'i Tahiti, an'i Tahiti, avy any Tahiti."
"Tahitahina"," a.: Karazana sodina fa natao tamin'ny voatavo arivolahy na vilany tany kely ohatra ny totohondry ny habeny, misy lavaka roa na te-Io. (Mora vaky izy io raha mianjera ka tahitahina fatratra)."
"Taho"," a.: Fizarana na fitantanana ny toaka amin'ny mpisotro. * t.i.f.: Tahoina, voataho / mitaho, fitaho, mpitaho / itahoana, fitahoana/ mahataho."
"Taho"," a.: Ny rantsan'ny zavamaniry mihazona ny ravina sy ny voa: Tahom-boaloboka. ? Ny ilan'ny zavatra anankiray andraisana azy, mitovy amin'ny hoe zarana, na harana, na tango, saingy matetika samy manana ny efa fampiasa miaraka aminy avy ireo: Zaram-pamaky, haran' angady, tangon-tsotro, tahom-penina. Ireto avy ny teny ampiarahina matetika amin'ny taho: elo, filesy, penina, sotro, zinga... 1 F.-p.: Tahon'elo: ny fita- zonana ny elo. / Tahon-jin- ga: ny zaran'ny zinga. / Ta- sotro. / Tahom-penina: ny zaran'ny penina. / Tahon- tsaina: ny hazo ipetahan'ny saina. / Tahon'afokasoka: i- lazana ny zanak'afo tsirairay ao anatin'ny tranony. / Tahon-kofafa: ny zaran'ny kofafa lava. / Poa-taho: hazo tsy misy atiny toy ny volotsangana. / Taho lena: ilazana ny vary mbola maitso jinlaina ho an'ny biby fiompy (omby, ans...). ¶ M. h.: Tango, tangoza, tangozana, harana, zarana, varombo, honkona, anjonja."
"Tahoana"," (Btm) a.: Hazo na volotsangana atohy amin'ny vozon'alika ka itondrana azy lavitra."
"Tahoina"," (taho) mt. ih. (tahoy): Zaraina na tantanina (toaka): Dia nalain'Isorana ny laposety iray tsy mbola nivaky, sady dia notahoiny (Rabary: Raketaka zandriko)."
"Tahonanganala"," a.: Anaram-bakana lavalava manopy manga."
"Tahontahona"," p. t.: Tsotra loatra, miveravera rehefa manao zavatra, mitavozavoza, midrah o drah o ; manta vava. * t, if.: Tafatahontahona / mitahontahona, fitahontahona, mpitahontahona / itahontahonana, fitahontahonana."
"Tahotra"," a.: Fahatsiarovana ny tena ho manahinahy eo anoloana na eo am-pieritreretana loza iray: Tahotra ny alika no tsy hidirako ao amin' io tanàna io. - t.i.f.: Matahotra, fatahotra, mpatahotra / atahorana, fatahorana / mampatahotra na mampitahotra / mahatahotra / tahotahotra / hatahorana, fahatahorana. * F.-p.: Afa-tahotra: tsy ma-nana ahiahy intsony. / Raiki-tahotra: feno horohoro. / Saro-tahotra: mora miahiahy sy mangorohoro. / Taho-bozona: Hakanosana tafahoatra na horohoro amin'ny tsinontsinona. / Tsy tahotra tsy henatra: ilazana olona tsy manan-katahorana ary tsy valahara tsy mahalala menatra. * Ohab.: Saro-tahotra ny masony ka te hividy ny lohany: enti-milaza ny olona matahotra noho ny zavatra nataony ihany. hon-tsotro: ny fitazonana ny"
"Tahozana"," Jer. Tangozana."
"Tahy"," a.: Fanaovana izay hahasoa; fanampiana; vonjy. - t.i.f. : Tahina, voatahy / mitahy, fitahy, mpitahy / itahiana, fitahiana / mahatahy."
"Taika"," a.: Enti-milaza ny vongan-dranonorana indray mi-tete latsaka; patraka. - t.i.f.: Mitaika, fitaika / taitaika / mitaitaika."
"Taikataika"," a.: Fandeha somary mitsamboamboatra, ka ny tanana sy ny tongotra mikipilipily. * t.i.f : Tafataikataika / mitaikataika, fitaikataika, mpitaikataika 1 itaikataikana, fitaikataikana / mahataikataika."
"Taikomby"," na Taikombindoha a.: Hofakofaka mainty mitakovana amin'ny lohan-jazakely ka mety miendaka ho azy na kikisana mba hiala."
"Taikomby"," na Taik'omby a.: Fivalanan'ny omby, dikin' omby. -  F.-p.: Taikombin-doha: hofakofaka mainty mitakovana eo amin'ny lohan'ny zazakely vao teraka, eo ambonin'ny handriny. / Tain' omby mivadika: fiteny fandre matetika entina mahatsiahy ny fahamarinan'ny Ntaolo fahizay . (Nilaina na-tao zezika ny tain'omby ka samy naka izay hitany ny olona; raha misy tain'omby nivadika kosa anefa, dia tsy nisy sahy nikasika satria fambara izany fa tain'omby efa nofandrihan'olona io)."
"Taikotaiko"," a: Ranjo lava. ? Hakevohana, tsy firaharahana, fiavonavonana. * t.i.f.: Mitaikotaiko, fitaikotaiko, mpitaikotaiko / itaikotaikoana, fitaikotaikoana."
"Taila"," (angl. tile) a.: Tanimanga voadoro vita efa-joro fisapisaka atao tafo na fandiavana solo-ngorodona."
