"word","definition"
"Gaina"," p.t.: Tsy mahateny no-ho ny fahadisoam-panantenana; diso fanantenana fa ny zavatra efa teo an-tanana na nantenaina ho azo no lasa na foana. - t.i.f.: Managaina, fanagaina, mpanagaina / anagainana, fanagainana 1 mangaina 1 angainana, fangainana / mahagaina. ¶ M.h.: Diso paika, diso tetika, diso fanantenana, man-gaina, malazo molotra, mangafhay, mangasihasy, maniahatra, manjahana, mangotsoka, mangetoka, mitokaiky, ny antenain-tsy azo ny antanam-botsotra."
"Gaina"," Gaingaina a.: Hafanan' ny andro tsisy rivotra ary tsisy rahona, maina be. - t.i.f.: Migaina, migaingaina / figaina, figaingaina."
"Gaindo"," (Ski) a.: Hazo na vy amatorana ny tadim-batofantsiky ny botry."
"Gaka"," a.: Fanenon'ny vorombazaha na ny goaika. - t.i.f.: Migaka na migagaka,figagaka."
"Gaka"," a.: Vola na tamby hafa omena olona mba hanao raharaha efa anakaramana azy ara-dalàna: Tsy nety nanao ilay raharaha Rabe raha tsy nomena gaka. ~ M.h.: Tsolotra, kolikoly, totohondry vola, sisika. - t.i.f.: Migaka."
"Gaka"," a.: Fisotroana (rano) ka agorodana avy hatrany. i tif: Migaka, figaka, mpigaka."
"gala","Milaza vola arivo ariary Ahitsio"
"Galabina"," a.: Tsy fisian'ny mpanelingelina, filaminana tanteraka. i tif: Migalabina, figalabina, mpigalabina 1 igalabinana, figalabinana / galabindabina."
"Galagato"," (Ski) a.: Karazampoza."
"Galera"," a.: Karazam-bankona fandrafetana."
"Galona"," (fr. galon) a.: Ribà matevina misy tsorian-kofehy volamena na volafotsY apetaka amin'ny vozona na lohatanana na tratran'akanjo ho mari-pahamboniana sy voninahitra. * Fiten.: Galona sy lopotra: tafaray samy soa: enti-milaza zavatra roa mahay ary tsara miaraka aoka izany (tafavoaka tsara tokoa ny kofehy volamena na volafotsy eo ambonin'ny lopotra mainty mihilontrilona)."
"Gama"," na Gamatra (fr. gamme) a.: Fitambaran'ny feo miakatra na midina izay mifanao ambaratonga, fototra ahazoana ny feo rehetra hanaovana hira; miss valo izy ireo: do, re, mi, fa, sol, la, si (na ti), ary ny do ambony,"
"Gamatra"," p, t.: Mitovy, sahala."
"Gamela"," (fr. gamelle) a.: Karazana tavy fasiana rano fa lehibe ny vavany ary miss tahony fivimbinana azy. ¶ M.h.: Patsipatsy."
"Gana"," a.: Feom-baravarana rehefa vohaina na arindrina. i t.i.f.: Ganina I agana,voagana / mangana, managàna, fangana, mpangana I anganana, fanganana / migàna, figana, mpigana 1 iganana, figanana f mahagàna 1 gangàna."
"Ganagana"," na Kanakana na Vorombazaha a.: Voronandrano fiompy fisa-bava ary misy toa hoho mifaingoka midina ny tendrom-bavany ambony; fiantsoana io vorona io, - t.i.f.: Ganaganaina f miganagàna, figanagàna / iganaganàna,figanaganàna."
"Ganaganaina"," (ganagana) mt ih. (ganaganao): Antsoina (tsy fiteny afa-tsy amin'ny ganagana na vorombazaha)."
"Ganga"," (t. tr.) p.t.: Soa dia soa, ambony dia ambony."
"Ganina"," (gana) mt ih. (gano): Arindrina na kapohina mafy: Aza ganina toy izany ny uarauarana."
"Gaona"," a.: Dona, paika. - t.i.f.: Agaona, voagaona / migaona, figaona / igaonana, figaonana. ¶ M.h.: Dona, paika, poka, gona, katroka."
"Gaona"," (t.t.m.): Ankizilahy."
"Gaotra"," Godro (fr. goutte) a.: Aretim-pamavany mitsakotsako sy manaintaina vokatry ny fahanterana na ny halemen'ny hozatra, ka ny lohalika no mazàna voany."
"Gara"," (fr. gare) a.: Fiantsonandalamby: Handeha hitsena olona eny amin'ny gara izahay. ? H.i.: Enti-milaza rehefa mety ho toerana fiantsonam-piara: Lehibe ny garan' aroplanina eny Ivato."
"Garaba"," a.: Sobiky lehibe vita amin'ny hodikazo mahalandrary ka makarakara, fitondrana akoho na vorona. • Lavaka lalina fivoahana."
"Garabodo"," (fr. gras-double) a.: Vahin-droroha na masontantelinkena."
"Garabola"," a.: Ny lakilasy misy ny mpianatra madinika vao mianatra abidy."
"Garanadrelina"," (fr. grenadelle) a.: Karazam-boankazo tsara tsiro misy voany kely maro."
"Gararàka"," a.: Fanaovana rano an-tenda mba hanasana ny tenda, ka tsy atelina fa ahontsankontsana ao dia aloa:Manao gararaha."
"Gararàna"," a.: Rano migororoana nefa tsy betsaka; rano aidina tsy misy fiatoana. - t.i.f.: Agararàna / migaraxàna,figararàna."
"Gararo"," a.: Olona hatsikana. ? Fahaiza-miala na fodiana adaladala. ¶ M.h.: Saxons. - t.i.f.: Agararo, gararoina 1 migararo, figararo, mpigararo."
"Garasisy"," (fr. exercice) a.: Fampiasana na fanazaran-tena ataon'ny miaramila momba ny matso, ny fitanam-piadiana...: Manao garasisy."
"Gareboka"," a.: Fitelemana somary atao telimoka. - t.i.f.: Agareboka, garebohina 1 managareboka, fanagareboka, mpanagareboka f anagarebohana,fanagarebohana 1 mahagareboka 1 garebodreboka."
"Garera"," p.t.: Malemilemy lava, rerarera-dava, mirefarefa lamba. i Agacera, gareraina f migarera, figarera, mpigarem Jigareràna,figareràna. ¶ M.h.: Gorera, boxera, sorera, reraka, saozanin-dava, mavozovozo lava, somazotsazo-dava, marazodrazo-dava."
"Gareraina"," (garera) mt, ih, (garerao): Halemena."
"Gasigasy"," (gasy) p.t.: Manana fombafomba gasy, toetoetra gasy: Manana sasin-kira gasigasy izany hira vahiny izany."
"Gasina"," (gasy) rot. fh, (gasio): Atao gasy, omena endrika gasy: Ny hoe latabatra dia teny frantsay nogasina."
"Gasy"," p.t. sy a.: Malagasy, an' ny Malagasy: Teny gasy, hira gasy. 1 ai. f.: Gasina 1 gasigasy."
"Gatry"," a. (f.t.m.): Anaram-bosotra omen'ny olona ny polisy na antilim-bohitra."
"Gatry"," p. t. (f t. m.): Maints, mivembena, miraingiraingy, varivarinY. ¶ M.h.: Varivariny, maints, jobo, doroka, jofotra. didy, tafiditra."
"Gavo"," a.: Jar. Goavy,"
"Gaza"," a.: Toetra fahatelo mety hananan'ny zavatra, izay tsy vaingana na tsiranoranony ka tsy bita-maso ary azo fintinina ao anaty toerana kely dia kely nefa mety hihanaka eran'ny toerana malalaka koa: Ny etona na fofon-drano dia gaza."
"Gazety"," (fr, gazette) a.: Taratasy be velarana vita soratra, mivoaka ara-potoana (na isan'andro na isan-kerinandro) filazam-baovao sy fanehoan-kevitra. -  F,-p,: Gazety vava: fanelezana tsaho. / Manao gazety, mpanao gazety: olona izay mamoaka gazety no antondraharaha ataony."
"Gebaka"," p. t,: Fisaka, noana, foana ny atiny. 1 t, i,f.: Mangebaka."
"Geboka"," a.: Fanaovana teli-moka fa tsy mitsako akory. i, t.i.f.: Ageboka, voageboka 1 mangeboka, fangeboka, mpangeboka."
"Gedra"," Gedragedra p.t.: Fatotra migoragora, fehy tsy voasintona tsara. - t.i.f.: Gedragedraina, agedragedra, voagedragedra 1 managedragedra, fanagedragedra, mpanagedragedra 1 anagedragedrana,fanagedragedrana 1 migedragedra, figedragedra, mpigedragedra 1 igedragedrana, figedragedrana 1 mahagedragedra."
"Gedragedraina"," (gedragedra) mt. th. (gedragedrao): Fatorana migoragora tsy mafy tsara: Aza gedragedraina ny tadin' io alika fo fa lasa eo io, 1 Fehezina malemy loatra, atao rainazy: Nogedragedrainy ny fifehy ny zanany ka lasa naditra ireo nony lehibe."
"Gedrigedry"," a.: Teniteny fanomezan-tsiny."
"Gedrogedro"," a.: Fimenomenonana miaraka amin'ny taraindraina sy ny endrika mifararemotra. - t.i.f.: Migedrogedro, figedrogedro mpigedrogedro I igedrogedxoana,figedrogedroana / mahagedrogedro."
"Gegena"," (gaigy) mt. ih.: Atao izay hahatezitra, haharomotra, hampisafoaka."
"Gehezina"," (gehy) mt. th, (gehezo): Fehezina mafy tsara: Gehezo ny entana sao miboraka. • Texans: Nogehezindra in y sy reniny hianatra izy veto nianatra. • Tazonina, ageboka: Nogehezin'ny fan/ahana ny fananany."
"Gehina"," (gaika) mt. ih. (geho): Terena, fehezina: Nogehiny tamin'ny hetra ny valahany, / Geho tsara ireto entana ireto tsy hivaha. • Giazana, tsy avela hivoaka: Geho ao antrano ireto ankizy ireto.  Terena hiasa: Nanao tiatia kilalao izay aho ka nogehin' i Dada mba hianatra."
"Gehy"," a.: Fehy, fatorana: Tsy nataony tsara gehy ny enta-na. - t.i.f.: Gehezina, agehy, voagehy, ginehy / managehy, mangehy,fanagehy,fangehy, mpangehy, mpanagehy 1 angehezana, fangehezana 1 migehy, figehy 1 igehezana, figehezana 1 mahagehy 1 gehigehy."
"Geika"," Geka a.: Jar. Gaika."
"Geja"," a.: Fihina mafy. i tif: Gejaina na gejana, ageja, voageja 1 manageja na mangeja, fangeja, mpangeja I angejana, fangejana 1 mahageja."
"Gejaina"," na Gejana (geja) mt. ih, (gejao): Fatorana mafy: Gejao ity kofehy • Fihinina, giazana mafy: Aza gejainao ny tanako. / Vao tonga izy dia nogejainy ny zanany. ? Terena: Gejao roba hitaon-jejika izy. • Ta' nana, tazonina: Nogejainy tao am-pahitra ny ombiny fa be ny mpangalatra."
"Gema"," p.t.: Mikepakepaka, hempa: Gema molotra iny Rangahy iny ka ohatra ny mihinam-paraky foana."
"Gemo"," a.: Karazam-piasana famankonana."
"Gena"," Genagena a.: Fitondranjavatra moramora sy amimpitandremana amin'ny tanana. - t.i.f.: Agenagena, genagenaina, voagenagena / mangenagena, fangenagena, mpangenagena 1 angenagenàna, fangenagenàna 1 migenagena, figenagena, mpigenagena f igenagenàna, figenagenàna 1 mahagenagena."
"Genagenaina"," (genagena) mt. ih, (genagenao): Entina moramora am-pitandremana: Genagenaina no fitondra ny atody."
"Geogeoka"," a.: Jer Heoka."
"Gera"," Geragera p. t.: Ratsy fatotra, tsy tsara fehy. - t.i.f.: Migeragera, figeragem, mpigeragera."
"Gerigesy"," a.: Olon-ketrina, tonendrina (teny fampiasan' ny ankizy amin'ny lalao)."
"Gety"," (fr. guette) a.: Fonondranjo vita amin'ny lamba na hoditra: Manao gety."
"Gia"," a: Fehy mafy, fihina na fitazonana mafy. - t.i.f,: Giazana, agia, voagia / mangia, fangia, mpangia 1 angiazana, fangiazana 1 migia, figia, mpigia 1 igiazana, figiazana 1 mahagia, giagja."
"Giaka"," a.: Feo kely manivaka ary mivalana amin'ny hira. i	Migiaka."
"Giazana"," (gia) mt. ih, (giazo): Fihinina mafy: Aza giazanao toy izao ny tanako."
"Gidana"," a.: Fakana an-keriny indray mifaoka: Manao gidana."
"Gidragidra"," a.: Bedibedy, kiankiana, teniteny: Be gidragidra loatra Ramatoa mpampianatra. ? Fifandirana, adiady, tsy fifanarahan-kevitra."
"Gidro"," a.: Karazam-biby mitovitovy habe amin'ny saka saingy izy lava rambo ary ny tarehiny manana toetra ifandraisany amin'ny olona. 1 H. i.: Olona ratsy tarehy."
"Gidro"," Gidrogidro, Gidroka a.: Fe on-javatra mifampikasoka ka midridridridry, mifandilotra. - t.i.f.: Agidrogidro, tafagidrogidro 1 managidrogidro, fanagidrogidro, mpanagidrogidro 1 anagidrogidroana, fanagidrogidroana 1 migidrogidro,figidrogidro, mpigidrogidro 1 igidrogidroana,figidrogidroana 1 mahagidrogidro."
"Giga"," Gigagiga p. t.: Antitra dia antitra, goga (zavatra mafy tsy laitra vaitina), - t.i.f.: Migigagiga, figigagiga."
"Gigigigy"," a.: Fatotra mafy dia mafy tsy ahafahana mihetsika na mandositra. - t.i.f.: Agigigigy f managiaiglgy, fanagigigigy, mpanagigigigy / anagigigigiana, fanagigigigiana / migigigigy, figigigigy. I mahagigigigy."
"Gigika"," a.: Fitomaniana mafY, ranomaso arahin-tsentosento, - t.i.f.: Migigika, figigika, mpigigika f mahagigika. Gija a.: Jar. Gejac"
"Gila"," p.t.: Tsy mahitsy fijery, njola: Gila maso."
"Gilio"," a.: Dity atao fandraiketana hazo indrindra."
"Giloby"," (fr. globe) a.: Zavatra boribory. ~ Teny ampiasain' ny mpanoratra hilazana ny tany: Eto amin'it9 gilobindranomaso"
"Gilome"," (fr. guillemet) a.: Jer. Farangososona."
"Gina"," a.: Tsy misy feo re: Gina ny tannin. Tsy ahitan-teny, tsy miteny, tsy mahateny, tsy mahavolana, tsy mahaloa-peo: Notenenin-drainy izy ha gina tara). 1 Marenina: Gina ny sofiko azon'ny tabataba. I Mangina, fangina, mpangina f anginana, fanginana f hahanginana, fahanginana f migina, figina, mpigina 1 iginana,figinana f mahagina f gingina 1 mangingina. ¶ M.h.: Kina, sina, mangina, tankina, tsy miteny, tsy miloa-bava, tsy miloa-peo, tsy miteny tsy mivolana, mihimoka, mizai-molotra, mikombom-bava, tsy ahitanteny, mafy vava, vitsy teny, misaraka aman-teny, moana;"
"Ginadra"," (gadra) mt. ih. misY tsofoka in: Voagadra, gadrana, asiana gadra (vy amatorana ny tongotra tsy hahafahana mandositra): Glana efa noginadra iny."
"Ginaika"," (gaika) mt. ih, misy tsofoka in: Gehina, voafehy mafy: Noginaikany mafy tamin'ny etra ny ualahany, ? Alaina an-keriny: Noginaiky ny mpanjana-tany ny tanin' ny teratany."
"Ginehy"," (gehy) mt. ih, misy tsofoka in: Voagehy, gehezina, fatorana, fehezina: Noginehiny tsara ny entany vao nandeha izy. •Terena: Raha tsy noginehin'ny ray amandreniny izy tsy nety nianatra. ? Fihinina: Noginehindreniny ela teo ilay zanany uao tonga."
"Gineja"," (geja) mt. ih. misy tsofoka in: Voageja, gejaina, tazonina mafy: Noginejany ny tanako. 1 Tanana: Raha tsy nogineja tao am-pahitra ny omby mety ho nilatsahan' ny varatra."
"Gioka"," o.: Fitseforana mamoaka rivotra, fivalanan-drivotra, hetotra misy tao mivoaka izay tsy tokony ho ren' ny olona. - t.i.f.: Agioka, tafagioka f migioka, figloka, mpigioka / giogioka."
"Girampa"," a.: Jer. Gorampa."
"Girandine"," (fr. grand dtser) a.: Fihinanam-be (teny tsy misy mpiteny intsony)."
"Girigirihana"," (girigirika) mt. ih. (girigirio): Marihina."
"Girigirika"," a.: Teboka, fanamarihana ny tsy tonga. - t.i.f.: Girigirihana, voagirigirika / mangirigirika, fangirigirika, mpangirigirika f angirigirihana, fangirigirihana / mahagirigirika."
"Girika"," a.: Mponina avy any Gresy. 1 Mpivaro-toaka: La-sa niditra ao amin'ny girika ao Rakoto."
"Girio"," (fr, gris) p.t.: Volombatolalaka antitra: Lopotra girio."
"Giririoka"," a.: Feo kely lavareny mahadilo sofina, kiririoka sesilany sady mlkarantsana, feon'angely. i f.: Migiririoka, figiririoka, mpigiririoka / mahagiririoka 1 giririodrioka."
"Gisa"," (angl. gus) a.: Vorona anisan'ny lehibe amin'ny vara-na ompiana ka nahatonga ny anarany hoe Vorombe; efadrantsana miraikitra sy mitapelaka ny gisa ary fisa-bava lavalava; vorona tsars hena na dia somary sarotsaro-devonina ihany aza. - t.i.f.: Gisagisa, migisagisa. -  F,-p.: Tsy fahita firy ohatra ny gisa mainty: enti-milaza zavatra mahalana dia mahalana no ahitana azy na ho hita aza. f Misoko ohatra ny ron-gisa: enti-milaza zavatra izay tsy hita maso ny fiasany nefa ny vokany ao ihany. * Ohab.: Gisalahy homanketsa ka ny maka ny an'olona indray no avo feo: entimilaza ireo olona ratsy nefa be vava ka mova tsy ny mitolo-tena. ¶ M.h,: Ny mamo indmy no miantso polisy."
"Gisagisa"," a.: Teny fiantsoana ny gisa."
"Gisitra"," (f.t.m,) p.t.: Farany amin'ny filaharan'ny mpianatra ara-pahaizana; faxa gidrony."
"Gitara"," (fr. guitare) a,: Zavama- ~ neno mitovitovy amin'ny lokanga saingy izy lehibe vatana sy lava sady kltihin'ny rantsantanana toy ny valihy ny tadiny fa tsy mba didiana."
"Goaika"," a.: Vorona lehibebe salasalany, mainty ny volony, fa eo amin'ny tendany no misy fotsy mihodidina toa fehivozona; vorona mihinana nofom-biby ny goaika ary malaza ho mpihinana ny voanjon'olona maniry koa. -  F.•p.: Akanjon-goaika: enti-milaza zavatra nentim-paharazana. * Ohab.: Maro ny vorona fa ny goaika ihany no nihinana ny uoanjo: rehefa misy toetra ratsy ahafantaran'ny olona anao, raha tahirly misy a-sa mifandray amin'io, dia ianao ihany no ho voatomboka nanao na dia tsy nanao aza. / Fotoan-goaika ka anyan-tanim-boanjo mifankahita: enti-milaza olona mananjava-tiana iray: samy tsY maintsy ho hita any amin'izay misy an'io zavatraio izy ireo."
"goaika","goaiky, karazam-borona mainty,  fotsy tenda.
oh: Ny feon-goaika no annaitra azy ireo ka nahatrarany ireto fahavalo.   Ahitsio"
"Goana"," a.: Feo re avy amin'ny varavarana harafesin-tsavily mivoha na mirindrina. ~ Famohana miriadriatra ny varavarana. - t.i.f.: Goanana, agoana, voagoana 1 managoana, fanagoana, mpanagoana 1 anagoanana, fanagoanana 1 igoanana, figoanana 1 mahagoana 1 goangoana."
"Goanana"," (goana) mt. ih. (goany): Vohaina mafy miriadriatra: Nogoanany ny varavarana ka taitra ny zazakely. Atomboka, tohizina: Goany kosa indray ny anjaranao."
"Goatemalteka"," (fr. guatémala) a.: Ny firenena tompon-tany amin'ny tanin'i Goatemala: 5 tapitrisa eo ho eo no isan' ny Goatelmateka ? p.t.: Momba an'i Goatemalà, an'i Goatemalà na avy any Goatemalà: Kafe sy hasy ary akondro no vokatra goatelmateka be indrindra"
"Goavana"," p.t.: Lehibe makadiry sady lava, ngezabe."
"Goavy"," a.: Karazan-kazo fihinam-boa tsy dia lehibe loatra, toa maniriniry foana eny, misy voany madinika maro. (Misy telo karazana ny goavy: ny goavy fotsy, fotsy ny atiny; ny goavy mena, mena ny atiny, ary ny goavitsinà na goavitsinahy, madini-boa ary marikivy raha soamaravo fa mamy kosa rehefa masaka). -  F.-p.: Goavin'Ilaihavana: ilazana ny zavatra izay no-mena fotsiny tamin'izay ni-la fa tsy nisy takalony."
"Goay"," p.t.: Makadiry izaitsizy, ngeza aoka izany: Trano goay be,"
"Goba"," a.: Vaingana misy tava 6 efamira mitovy ary rirana 12,"
"Gobile"," (fr. gobelet) a.: Kaopy fisotroana be vava arY tsisy tongony na sofiny."
"Goboka"," Gobona p.t.: Foana aty, tsy misy zavatra ao anatiny, hoboka. - t.i.f.: Migoboka, figoboka, mpigoboka 1 igobohana, figobohana 1 mangoboka / gobogoboka."
"Godàna"," p.t.: Malalaka, tsy tery. 1 H.o.: Manaram-po. i t.i.f.: Migodàna,figodàna 1 igodanana, figodanana."
"Godorao"," (fr. goudron) a.: Jer. Tara."
"Godra"," Godraka, Godragodra p.t.: Osa, marary vanin-taolana; malemy eo am-pitoerana tsy afa-mihetsika. - t.i.f.: Migodragodra, figodragodra, mpigodragodxa 1 igodragodrana, figodragodrana 1 mahagodra."
"Godrika"," a.: Faharatsian'ny hoza-dohalika ka tonga osa sy malemy fihetsika. - t.i.f.: Tafagodrika 1 migodrika, figodrika, mpigodrika 1 mahagodrika i godxigodrika."
"Godro"," a.: jar. Gaotra.	Go"
"Goga"," p.t.: Antitra izaitsizY, tranainy, efa ela dia ais: Efa gaga marina Ingahy Rainikoto fa efa dimy amby zato taona. ¶ M.h.: Antitra, tranainy, konka,golagoay."
"Gogo"," (Skl) na Vahona (Btm) a.: Karazan-trondron-dranomamy manja matroka toa manopy manga ary tsy misy kirany; mafy ny tampon-damosiny ary ny lanilaniny misy nify matsilotsilo kely; halavany 70 sm (Arius madagascariensis). Ny gogo sy ny kotso ary ny tilapia dia matetika mainin'ny olona ho azo alefa amidy any lavitra."
"Gogogogo"," a.: Fitomaniana ara-bina toloko na feo mafy; dradradradra. - t.i.f.: Agogogogo, tafagogogogo 1 migogogogo, figogogogo, mpigogogogo ligogogogoana, figogogogoana 1 mahagogogogo."
"Gohina"," (goka) mt. ih. (gohy): Sotroina amim-pankacitrahana ary betsaka: Nangetaheta mafy aho ka nogohiko ilay ranom-boankazo teo ambony latabatra."
"Goika"," Goigoika a.: Feo sempotsempotra eo am-pitomaniana noho ny ranomaso arahln-tsentosento na eo ampitelemana rano sotroina. - t.i.f.: Agoigoika, tafagoigoika / migoigoika, figoigolka, mpigoigoika 1 igoigoihana,figolgoihana."
"Goka"," a,: Fisotroana -feno fanaranam-po. i	Gohina 1 migoka, figoka, mpigoka / igohana, figohana / mahagoka. -  F.-p.: Manao gok'omby: misotro rano migorodana be ohatra ny fanaon'ny omby."
"Gola"," ft.: Niavian'ny hoe fahagola, fahagolan-tany, golagoay."
"Golagoay"," (t. tr.) p.a.: Antitra dia antitra, konka."
"Goleda"," a.: Fahosana, fahalemena, aretina odiana ananana. - t.i.f.: Tafagoleda / migoleda, figoleda, mpigoleda / igoledàna, figoledana / mahago-Ieda / goledaleda."
"Goma"," na Gomabe p.t.: Ngeza, vaventy be."
"Gona"," a: Dona, poka, goana. à Gonina, agona, voagona, tafagona / mangona, managona, fangoana, mpangoana / angonana, fangonana / migona, figona, mpigona / igonana, figonana / mahagona / gongona. * F.-p.: Gon-doha: katro-doha ohatra ny fanaon'ny ondralahy."
"Gongoro"," a.: Mitovy amin'ny Kingoro."
"Gonina"," (gona) mt. ih. (gonY): Donina, pohina."
"Gony"," a.: Kitapo vita amin'ny rongonibe ampiasain'ny mplvarotra hasiana vary, sira, siramamY••• * F.-p.: Mitafy gony: nodonim-pahavoazana ka manjary mahantra fadiranovana."
"Gora"," a: Valonan-damba iray tsy mivaky: Goran-damba"
"Gorabahana"," (gorabaka) mt. th, (gorabahy): Asiana loaka makadiry: Nogorabahan'ny mpangalatra ny rindrina."
"Gorabahana"," agorabaka, tafagorabaka, voagorabaka / mangorabaka, fanagorabaka, mpanagorabaka ( anagorabahana, fanagorabahana / migorabaka, figorabaka, mpigorabaka ( igorabahana, figorabahana / mangorabaka ( angorabahana, fangorabahana ( mahagorabaka ( gorabadrabaka."
"Gorabaka"," a.: Loaka makadiry, lavaka lehibe sy malalaka."
"Goragora"," p.t.: Tsy mifatotra tsara, mifatotra malemilemy, mora vahana. - t.i.f.: Agoragora, voagoragora ) managoragora, fanagoragora, mpanagoragora ) anagoragorana, fanagoragorana / migoragora, figoragora ) igoragorana, figoragorana ( mahagoragora."
"Goraidraika"," a: Feon-tsahona. 4 t.i.f.: Migoraidraika, figoraidraika."
"Gorampa"," (fr. grands points) a.: Vikavika, zojotra."
"Gorampaina"," agorampa, voagorampa ( managorampa, fanagorampa, mpanagorampa ( anagorampàna, fanagorampana ) migorampa, figorampa, mpigorampa ( igorampàna, figorampàna, mahagorampa / goramparampa."
"Gorampaina"," (gorampa) mt. ih. (gorampao): Vikavikaina."
"Goraraika"," na Koraraika a.: Feo re avy amin'ny fandehandehanan'ny rivotra na ny ranon-javatra any amin'ny lalan-kanina. - t.i.f.: Migoraraika, figoraraika ( mahagoraraika."
"Gorasy"," (fr. grâce) a.: Fibabohana, fiaikena fa diao na resy. - t.i.f.: Migorasy, figorasy, mpigorasy ( igorasiana, figorasiana."
"Gorobahana"," (gorobaka) mt. ih. (gorobahy): Loahana tanteraka an-daniny sy an-daniny avy: Nogorobahan'ny tontakely ny rindrin-dry zareo ato avaratra."
"Gorobaka"," p.t.: Loaka tanteraka an-daniny sy an-danfny avy. - t.i.f.: Gorobahana, agorobaka, voagorobaka, tafagorobaka / managorobaka, fanagorobaka, mpanagorobaka ( anagorobahana, fanagorobahana J migorobaka, figorobaka, mpigorobaka / igorobahana,figorobahana(mahagorobaka, gorobadrobaka, mangorobaka."
"Gorodana"," a.: Fandrarahana na fisotroana atao rodobe; izay araraka na sotrolna. - t.i.f.: Agorodana, voagorodana, tafagorodana ( managorodana, fanagorodana, mpanagorodana ( anagorodanana, fanagorodanana ( migorodana, figorodana, mpigorodana / igorodanana, figorodanana / mahagorodana ) gorodandrodana."
"Gorodona"," na Ngorodona a: Hazo fisaka narafitra ho fandiavana amin'ny efitrano."
"Gorogoro"," a.: Fitoeran-drano na divay vita amin'ny metaly na plastika."
"Gororoana"," a.: Feon'ny rano aidina ao anaty fitoeran-drano ka araraka tsy misy fiatoana. - t.i.f.: Agororoana, tafagororoana / managororoana, fanagororoana, mpanagororoana / anagororoanana, fanagororoanana / migororoana, figororoana, mpigororoana / igororoanana, figororoanana ( mahagororoana ) gororoandroana,"
