"word","definition"
"Madiro"," na Madilo a.: Anaran-. javamaniry misy voany marikivy (Tamarindus)."
"Madisa","[disa] Enti-milaza ny toetran'ny zavatra (tany, ahitra...) voahitsakitsa-dava, naleha matetika ka maosy: Andehanan'ny ankizy matetika eto ka madisa ny ahitra ¶ M.h,: Tomarosoka. Lany: Madisa ny vilon-tsoavaly. Ahitsio"
"Madisadisa"," (disadisa) p.t.: Tsy tsara fa toa sorisorena be ihany: Tsy marary aho akory fa madisadisa noho ny hafanana"
"Maditra"," (ditra) p, t.: Be ditra, mikiry tafahoatra hanao araka ny heviny ihany na dia fantatra fa tsy marina sy tsy tsara aza: Lahiantitra maditra, tsy mbola nahita ohatra azy io aho. • Minia manao ny tsy mety sy ny tsy tsara na dia tenenina lava izao aza: Zazalahy maditra iny fa mpisotro sy mpiloka ka tsy azonay ekena ho vadinao. ¶ M.h.: Mafy hatoka, mafy loha, mafy sofina, be bohihy, be marenina, donto, kirina, be kiry, be tohika, be dohika, kizitina, kafiry, madity, makikitra, be di-doha, mafy tadiny, mafy kitroka, mihizihizy, mahery loha, mahery vaika, mahery setra, mahery zaka, mahalava vava, manata-bava, matevin-koditra, mitsivalam-pandry, mahafotsy teny, mamotsy rora, tsy azo anarina, tsy hay toroana, tsy azo tenenina, tokam-bolana, tsy misy famavany, tsy andairan'anatra, tsy maty manota, tsy azo akisoka, tsy laitra akisoka, tsy azo atao ahoana amin' ahoana. Manao ditra, manao botraika, mitompo teny fantatra, manao ambaton'ikaky, manao amboa ditsoka, manao ambodihidy."
"Madiva"," (diva) p.t.: Efaho, kely sisa dia... tsy ho ela intsony dia...: Madiva hilentika ny masoandro. i t. i f : Manadiva."
"Madonda"," (donda) p. t: Enti-milaza zavatra mavesatra, noho ny lanjan'ny tenany mihitsy fa tsy noho ny habeny na ny habetsahany; sady matevina no mavesatra."
"Maeva"," (fit.-p.) p.t.: Tsara tarehy."
"Mafafa"," (fafa) p. t: Lany, tsy misy na inona na inona mijanona fa nisy naka, nangalatra na nihinana: Nataon' ny mpangalatra nafafa ny zavatra rehetra tao an-tranony. ¶ M.h.: Madio, majifa."
"Mafaika"," (faika) p.t: Misy fat-ka tsy azo atelina mijanona ao mn-bava: Tsy tiako io voankazo io fa mafaika. -  F.-p.: Faikan'olona: anisan'ny fanambanim-bahoaka. ¶ M.h.: Tsaikan'olona, fakon'olona."
"Mafaikoditra"," a.: Anaran-kazo tons mangidy tokoa."
"Mafaikopaka"," a.: Jer. Antalihazo."
"Mafaitra"," (faitra) p.t: Mangidy, mangeroka. ¶ M. h. :Mangidy. -  F.-p.: Rora mafaitra: llaY rora mangidingidy ao am-bava amin'ny maraina vao mifoba raha mbola tsy nihontsam-bava./Anamafaitra: ka-raz an 'anana. / Mafaimamy: karazana vahy."
"Mafampàna"," (fana) p.t.: Somary mafana kely: Mbola misy tazo kely ihany izy fa mbola mafampana"
"Mafana"," (fana) p. t : Tsy mangatsiaka, tsaroana fa sornary mahamay: Efa mafana ny rano. • Mahatonga ny tena hahatsiaro hafanana, madisadisa ohatra ny tenehina: Mafana izany andro izany. • Mita-na hafanana, manome hafanana: Akanjo mafana • h.o. - a) Sady betsaka no mihetsiketsika fatratra: Mafana ny osa at? avaratra at}, izany! ¶ M. h.: Mafotaka, mangotraka. - b) Enti-milaza olona mampiseho fahazotoana, fahavitribitrihana amin'ny asa ataony (matetika anefa ny hoe ma-fana fo no ampiasaina amin' it? hevitra farany itp): Mafana Rangahy iny rehefa miasa. / Mafana fo ianareo ka vita haingana ny asa. - t.i.f.: Mafana, hafanana 1 mafanafana, mafampana. ? F.-p•: Mafana fo: mavitrika sy be herimpo rehefa miasa, manao zavatra. / Mafana tanana: mahavoa raha mamely. / Mafana vay: sady manao amin-kerimpo no mahomby. ¶ Teny iray tarika: Mafana, marimaritra, mangorovitsika, afa-dranompanala, mahalala tondra, matimaty, mahamay, mandevy, mavaivay, mangotraka, mandoro, mivadibadika, mampitsovaka, mahavotsotra. ¶ M,h,: (andro) migaingaina, midaindaina, manevoka."
"Mafanafana"," (fana) p.t: Mampanahinahy fa misy korontana, tsy mandrimandry: Mafa nafana ny tany izao."
"Mafaraka"," (faraka) p.t: Mana-na tsiro ratsy mampangagaka ny tenda. i t.if.: Hafaraka."
"Màfatra"," p. t. sady p.mt.: Mafy. Mafave a : Anaran-javamaniry."
"Mafay"," (Ski) a.: Karazan-kazo fanao lakana,"
"Mafeja"," na Mafejafeja p.t: Tomady; mafonjafonja, mavitrlbitrika,"
"Mafiaka"," (fiaka) p. t.: Tsy misy tsirony, tsy misy ranondranony, be faikampaikany:Saika may it? hena ital. ka nanjary nafiaka"
"Mafikely"," a,: Anaram-boninkazo."
"Mafikitra"," (fikitra) p.t: Mitana mafy ny heviny, mikiribibY, mitompo teny fantatra."
"Mafilotra"," p. t: Matsiro fatratra (enti-milaza sakafo mendimendy tsara): Nafilotra ny laoka androany fa nataon'i neny ketsaketsa ary nasiany tongolo sy uoatabiha"
"Mafina"," Hamafina, Hamafisina (mafy) mt ih. (mafiso, hamafio, hamafiso): Atao mafimafy kokoa, izany hoe afaka hahatohitra tsaratsara kokoa izay herin-javatra mety hihatra aminy na hanan-kery kokoa: Mafiso, hamafiso ny fefiloha. / Nohamafisina ny fihauanana."
"Mafintina"," (fintina) p.t.: Matombina, fonetana, matanjaka."
"Mafiraina"," p.t.: Mahantra, miferinaina, fadiranovana, mahantra misamboritra."
"Mafo"," a: Aretin'omby tsy mamela mivalo."
"Mafona"," a: Anaram-bibikely amin'ny vatan'ny tapia."
"Mafonja"," (farda) p, t.: Mavesatra, madonda."
"Mafotaka"," (fotaka) p.t: Entimilaza osa, toy ny asa tanimbary be fotaka, izay sady betsaka no mampanahirana. ¶ M.h.: Marihitra. ? h.i.: Entimilaza raharaha mifangaro adin-tsaina mampanahirana: Nafotaka ny adiheuitra tao amin'ny zaikaben'ny mpampianatra"
"Mafotra"," na Mafotrafotra p. t.: Enti-milaza zava-pihinana sady tsy be rano no tsy maina, mavoamboana."
"Mafy"," p.t.: Tsy malemy, tsy manana toetra mora vaky na mora potika: Mafy it? hazo it?. F• Tsy manana toetra malemilemy mahafinaritra ny tena: Mafy it? seza ib."" fa tsy misy ondana hipetrahana 1 Enti-milaza izay ilana hery na ezaka ara-batana na aratsaina: Mafy ny raharahan' ny mpihady arintany. • Enti-milaza izay manery na mandidy izaitsizy: Mafy ny laldna nefa tsy maintsy arahina F! Matanjaka, manan-kerim-batana: Manatôna Rangahy raha mafy • Sarotra le-farina, manindrona, na henjana: Mafy izany teny izany. 1 Sarotra zakaina, mangidy: Mafy ny fahoriana nentin'io iehilahy io. ? Tsy mihontsina, tsy mety ketraka: Mafy io vehivavy io. 6 tif: Mafina, hamafina, hamafesina, hamafisinalmanamafy, fanamafy, mpanamafy 1 anamaflsana, anamafesana, fanamafiana, fanamafesana, fanamafisana 1 mahamafY 1 mafimafy 1 hamafY 1 hamafesana, fahamafesana. -  F.-p.: Mafy fonosana: 1) enti-milaza zavatra (vola) voatahiry tsara ao amin'ny toerana azo antoka, sarotra alaina, 2) enti-milaza olona mahihitra, kahidy. / Mafy hatoka: be marenina sarotra atoro. / Mafy kely: tsy mitombo, hetry. / Mafy kibo: mitohana, m ah alam-piv alanana. / Mafy kitro: marenina, donto. / Mafy kitroka: mikiribiby amin'ny heviny, tsy azo ahodina — tsy mamela mahazo. / Mafy la: Mandà, tsy azo atao ahoana amin'ahoana. / Mafy loha: maditra, be kiry, be di-doha. / Mafy poketra: mahihitra, kahidy. f Mafy sofina: tsy mety manaraka ny anatra omena azy. j Mafy tadiny: marenina, tsy mihaino ny teny atao aminy. Mafy tahiry: (mit. hev.: mafy poketra). / Mafy tay: mitohana tsy mivalana — be tohika / Mafy uaua: tsy mety milaza izay tsy tokony holazaina, mahafehy vava. ¶ M.h.: Maozatra, komatry, matanjaka, tomady, avy ai-na, be aina, matomboka,hozatina, vokenana, fonetana. Manamafy, manofana, manatsohara; manantitra, mandalina; mankahery, mampahatanjaka, mampahavitrika"
"Magaro"," a: Anaran-toaka gasy karazany iray. Karazan-karona efa-joro."
"Maha"," Tovona fanao eo alohan'ny anarana, mpisolo anarana na mpamaritra anarana, ka raha miaraka amin'ireo roa voalohany izy dia soratana misy tsipi-panohizana (-): Ny fanahy no maha-olona, io no maha-izy azy; fa raha miaraka amin'ny mpamaritra anarana kosa izy dia mety tsy hisy raha ""mahatonga ho"" no heviny: Mahatanora anao izao hety uoio izao, ary misy kosa raha enti-milaza ny maha-izao na izao: Mbola hita ihany ny maha-tanora anao."
"Maha-ambany"," Enti-milaza ny antony maha-tsinontsinona: Tsy fantatrao ve ny maha-ambany izao toetranao feno lainga sy fitaka izao?"
"Maha-olona"," mt.s.: Manome toetran'olona: Ny fanahy no maha-olona."
"Maha-tanora"," (tanora) mt.p.: Antony ilazana fa tanora: Mbola hita ihany ny mahatanora anao."
"Mahabahana"," (bahana) mt.a: A-faka na tia mibahana."
"Mahabaiko"," (baiko) mts.: Afaka na tia mibaiko,"
"Mahabaka"," (baka) mt. s.: Afaka mibaka."
"Mahabanabana"," (banabana) nit s.: Afakamibanabana."
"Mahabandrina"," (bandrina) mt. p.: Afaka na tia mibandrina."
"Mahabango"," (bango) mt. p.: A-faka na tia mibango."
"Mahabanjina"," (banjina mt, p.: Afaka na tia mibanjina."
"Mahabaraingo"," (baraingo) mt s.: Afakamibarafngo."
"Mahabarera"," (barera) mr.a: A-faka mibarera."
"Mahabe"," (be) mt. p.: Mahatonga ho betsaka: Mahabe moka ny kirihitra manodidina ny trano."
"Mahabeda"," (beda) mt.p.: Afaka na tia mibeda."
"Mahabetsaka"," (betsaka) mt. p.: Mahatonga ho betsaka: Ity farihy ity no mahabetsaka ny moka aty aminareo."
"Mahabibo"," (Ski) a: Karazankazo izay ny voany fanao amin'ny tombokavatsy mba hahamainty azy,"
"Mahabonoka"," (bonoka) mt.s.: Afaka na tia mibonoka."
"Mahadala"," (adala) mt. s.: Mahatonga adala, mampivozavoza, mampitahontahona: Mahadala ny toaka sy ny rongony, ka izany no nandraran'Andrianampoinimerina azy ireo."
"Mahadangana"," (dangana) mt.s.: Manondrotra na mahatonga hisondrotra."
"Mahadikidiky"," (dikidiky) p.i.: Mahasosotra, mahatofoka: Mahadikidiky ny fitondrantena ratsy ataony. ? Mahamenatra: Aoka ihany fa mahadikidiky amin-drainao."
"Mahadikitra"," (dikitra) mt.s.: Mahasosotra, manao izay hahatezitra, izay tsy hahafaly."
"Mahadiky"," (diky) mts,: Mahasosotra noho ny loto na ny zavatra maharikoriko ao anatiny: Mahadiky it? tranompako ity, fa misy rano maintimainty mitsininika auy ao."
"Mahadilo"," Mankadilo, Mampadilo (dito) mt.p.: Mahatonga hadilo: Mahadilo ny nify ny uoasarimakirana."
"Mahadiso"," (diso) miss.: Mahatongaho diso,"
"Mahadoroka"," (doroka) mt.s.: Mahamamo, mankaleo: Mahadoroka ny fofon'io zavatra io."
"Mahady"," (ady) mt.s.: Afakana tia miady: Tsy mahady aminao aho fa mitandro ny voninahitro."
"Mahafaly"," a: Anaram-poko kely monina amin'ny tany be sokay sy fasika, anelanelan' ny ony Onilahy sy Menarandra, amin'ny faritra atsimo andrefan'ny Nosy, fantatra indrindra amin'ireo fasany voaravaky ny aloalo (jer. io teny io), tanàn-dehibe: Betioky, Ampanihy."
"Mahafaly"," (faly) Mahatonga ho faly, tsara: Vaovao mahafaly."
"Mahafanina"," (fanina) mt.s.: Mahatonga ho fanina: Mahafanina ny fofon'afon'arina ¶ M.h.: Mahajambena, mahabadenina."
"Mahafantatra"," (fantatra) mt. p.: Mahay: Mahagaga fa tsy mahafantatra izay lazain'ny olona azy intsony izy. ? Mahalala: Tsy mahafantatra anao aho. ? Mahazo: Mahafantatra ny baiko omena azy ny alikanay."
"Mahafaty"," (faty) mt.p.: Afaka hamono: Tsy mahafaty akoho akory, hono, Ramatoa io. * Mahatonga ho faty: Tsy hahafaty azy akory io aretina io. / Poizina mahafaty. ? F.-p.: Fahotana mahafaty: mahavery ny aim-pahasoavana (Fiv. kat.). ? Maharesy: Ny mpilalaonay Ampamarinana no nahafaty tamin'ny baolina. ? Mahazo: Tsy tsara ny tsena androany fa tsy nahafaty roanjdto akory aho, * Mamely mafy, tsy ahazoana aina, mahatrotraka: Mahafaty izany hatsiaka izany. ? Mamono, manala, mikosoka, mampanadino: Ny andro sy ny volana nifandimby no nahafaty ny soratra teto. / Tay misy hahafaty ny fahatsiarovako an 'i Neny."
"Mahafina"," (afina) mt.p.: Afaka manafina: Tsy mahafina anao aho."
"Mahafinaritra"," (finaritra) p.t.: Mahafaly, maharavo: Saha mahafinaritra. / Olona mahafinaritra Rakoto. ? Tsara, soa, kanto: Lahateny mahafinaritra no nandraisana ny filohan'ny Nosy."
"Mahafiry"," (firy) Mahatonga firy?: Mahafiry anareo izahay fito lahy ireto?"
"Mahafitra"," (afitra) mt p.: Afaka mampiianona,"
"Mahafoha"," (foha) mt.p.: Afaka mamoa, a?aka manaitra. ? F.-p,: Tsy mahafoha tena: be torimaso ka raha tsy fohazina tsy tai-tut."
"Mahafohy"," (fohy) mt.p.: Mahatonga ho fohy: Mahafohy ny lalana ny lalan-kely mihoatra."
"Mahafoy"," (foy) mt.p. (maha- foiza): Afaka hisaraka amin' ny zavatra na olona iray: Tsy mahafoy ahy i dadabe. * Ohab.: Mahafoy erany ka tsy mahafoy mihintsana: Tsy mahafoy manome fanampiny na dia kely akory aza, fa izay dia izay. (Ny mihintsana dia entina milaza fomba famarana voan-javatra efa fa-no tsara, nefa ahintsana indray mba hifatratra tsaratsara kokoa)."
"Mahagaga"," (gaga) p• t.: Mahatonga ho gaga, mahavariana, mahatalanjona: Mahagaga ny fahaizan'ny olombelona fa tongany hatreny amin'ny volana ¶ M.h.: Mahatalanjona,mampidagaga, mampidogaga, igagana, mampitolagaga, ihorehana, ikoizana, mampikoy, mampiaiky volana, mampitonàka, mampitampim-bava, mahavaky vava, mahavariana, mahasondriana, mampitanàka, mampivanàka, mampidonàka, mampitokaka, mahazendana, mahakepoka"
"Mahahendry"," (hendry) mt.p.: Mahatonga ho hendry: Tsy ny rotsa-kazo akory no hahahendry ny zanakao."
"Mahahira"," (hira) mt.s.: Afaka mihira: Tsy mbola mahahira aho fa marary ny tendako."
"Mahahona"," (ahona) mt.p.: A-faka mampiahotra."
"Mahahotra"," (ahotra) mt.p.: A-faka hampijanona."
"Mahaika"," (aika) mt.p.: Afaka hiaika, hamory olona."
"Mahajenitra"," (jenitra) mt.s.: Mahatonga ho jenitra."
"Mahakanjo"," (akanjo) mt.s,: A-faka na tia miakanjo."
"Mahakehana"," (kehana) Afaka mikohaka kely. 1 Miseho ho zavatra. Il F, -p.: Tsy mahakehana: menatra, mangaihay, valv betroka, kepoka."
"Mahakitoina"," (kitoina, kitokitoina) mt.p.: Enti-milaza toejavatra na olona mahatonga ho kitoina: Ny tsy nahazoany ilay vola no nahakitoina azy."
"Mahala"," (ala) mt.s.: Afaka na tia miala: Tsy mahala eto a-ho fa tiako eto."
"Mahalafo"," (lafo) mt.p. sady mt. s.: Afaka mivarotra: Tsy mahalafo ny variny io mpivarotra io. ~ Enti-milaza ny antony mahatonga ho lafo: Ny hakelezan'ny vokatra no na-ha- lafo ny vary taona ito."
"Mahalaika"," (laika) mt.a: Afaka na mahay milaika."
"Mahalaitra"," (laitra) mt.p.: Afaka hamely, hihinana: Tsy mahalaitra it? hazo it5' io fandraka dombo io. / Tsy mahalaitra hena ny nifiko fa marary."
"Mahalala"," a.: Anaxana ilazana vody mangahazo tanora, izay mangidy ary mankaleo."
"Mahalala"," (lala) mt.p. (mahalalà): (zavatra) Mahay:Tsy mahalala ny fombanareo aty a-ho. 1 (olona) Manana fahafantarana momba ny olona iray, mahafantatra: Tsy mahalala an'io lehilahy io velively aho. a F.-p. sy Fiten.: Mahalala an'Andriamanitra: mahafantatra an 'Andriamanitra ka mangoraka ary manao ny marina. / Mahalala ny rariny sy ny hitsiny: mitana ny fahamarinana mandrakariva a ry mampihatra izany amin' ny tsy fanambakana ny sasany. / Mahalala folo ho an'ny tena fa tsy mahalala iray ho an'ny hafa: ilazana fitiavantena maharikoriko tsy mihevitra afa-tsy ny tombon-tsoa ho an'ny tenany fa tsy mijery ny an'ny hala. / Tsy mahalala kely: ilazana ny zokinjaza manampatrany fitiavantena amin'ny zandriny izay tsy matanjaka noho izy na badobado. / Tsy mahalala lahy: enti-milaza ny zazavavy mbola tsy mahafantatra ny filan'ny nofo teo amin'ny firaisana. / Tsy mahalala onony: manao tafahoatra ny mety eo amin'ny sotroina, hanina, fanaranam-batana. / Tsy mahalala sorona: tsy mba mahay misafarifary fa rehefa asaina manao dia manao tokoa. / Tsy mahalala tsy misy: ny zaza mbola tsy vory saina dia tsy mahafantatra ny hoe tsy misy, ka mikaikaika izy rehefa nana, na dia tsy manan-katokona aza ny rainy sy ny reniny. / Tsy mahalala vizana: ilazana ny olona feno herim-po amin' izay ataony. * Ohab,: Izaho tsy mahalala akoho bevohoka, fa rehefa mikakaka izy saronako: ilazana ny zava-miseho ety ivelany, toy ny feo, izay mazana entina mitsara ny tena toe-javatra."
"Mahalana"," (halana) p.t.: Beela nelany, tsy mifanakaiky: Nataonao mahalana loatra ny hazo nambolena ka betsaka ny ambiny tsy lany. ¶ M.h.: Makaka, bakaka, bakatraka, manify, manify fafy, malais ka be elanelana, mielanelana, tsy matetika, tsy mifanety. • Tsy mpiseho matetika, indraindray foana: Mahalana vao mitsidika anay aty ny lehibem-paritany. ¶ M.h.: Tsy fahita matetika, tsy fahita firy, mitsitapitapy, indraindray tadiavina, tsy fahita firy ohatra ny gisamainty."
"Mahalasa"," (Lasa) mt. p.: (Milaza ny ""lasa mandrakariva"": nahalasa) Nividy, tonga tompony: Ranaivo no nahalasa ny tranonay tao Ankazotokana. ~ Mety tonga: Mahalasa lavitra ny antsamotady."
"Mahalena"," (Ski) a.: Orana."
"Mahaleo"," (lao) mt p. (mahaleova): Manan-kery hahatohitra, afaka handresy: Tsy mahaleo azy aho ka hany heriko mangina. ~ Mahavita, afaka hisahana, hikarakara: Mahaleo tsara ny fitondrana ny ankizy ilay mpampianatra vaovao. 1 Mahatanty, mahazaka: Olona tsy mba mahaleo ny esoeso sy ny fanarabiana izy. -  F.-p.: Mahaleo tena, fahaleovan-tena: afaka mizaka tena tsy miankina amin'ny hafa intsony. / Mahaleova mahalasàna: teny firariana atao olona mba hahavitany tsara izay hataony, handreseny ny sarotra, hahombiazany."
"Mahaliana"," (liana)p. t.: Mahatonga ho liana, tsara ka tiana ho hita, ho heno, hohanina...: Mahaliana izany tantara izany."
"Mahalonaka"," (lonaka) mt.p.: Mahatonga ho lonaka: Ny zezika ihany no mahalonaka ny tany."
"Mahalonify"," a: Karazan-kazo madinidinika."
"Mahamamo"," (mamo) mt. p. na p.t.: Enti-milaza ny fisotro mahatonga ho mamo: Ny divay no nahamamo azy. / Fadio ny fisotro mahamamo."
"Mahamaody"," (maody) p.t.: Mahatonga ho maody."
"Mahamay"," (may) a: Ny masoandro: Tsy mbola nisy zavatra toy izany tety ambonin' ny tany, ambanin'ir? mahamay"
"Mahamay"," (may) p. t.: Mafaha dia maf ana ka mandoro. (Teny iray tarika, jar. Mafana). * Ohab.: Ny ao am-pon'ny siny mangatsiaka, ny ao ampon'ny vilany mahamay: enti-milaza ny fahasamihafan' ny zavatra na dia mitovitovy ety ivelany aza, arakaraka ny toetra nikendrena azy na ny asa iandraiketany avy."
"Mahandrandra"," (andrandra) mt. s.: Afaka mampitraka ela ny loha."
"Mahandro"," (handro) mt.p. (mahandroa na mandrahoa):Manamasaka zavatra miaraka a min'ny rano amin'ny afo: Mahand ro mangahazo. -  F.-p.:Nitoto nahafotsy, nahandro nahamasaka: enti-milaza ny olona nahavita sy nahatanteraka zavatra iray antsakany sy an-davany. / Toko telo mahamasa-nahandro: enti-milaza fit am baran' olona miara-miasa antoky ny fahavitan'ny asa na zavatra iray. * Ohab.: Ilay nahandro takatra, ka izay no takatra: tsila laon-teny manambara fa izay no vita tamin'ny sakafo, ka aoka tsy hahazo tsiny avy a min'izay nasaina. / Ilay na- handro vato: raha ny rony dia masaka: enti-milaza zava- tra efa notenehina ela na raharaha nokarakaraina maharitra, nefa tsy mbola vita ihany na tsy mety masaka."
"Mahantra"," (ancra) p.t: Enti-milaza ny olona tsy manana ny ilaina amin'ny fiainana: Tonga nahantra Rabe taorian'ny nahamay ny fananany. ¶ M. h.: Malahelo, fadiranovana, faraidiny, miporipory, mikaforoforo, mikokokoko."
"Mahapahina"," (pahina) mt.p.: Mahatonga ho pahina."
"Mahapainga"," (painga) mt. P.: Mahatonga ho kinga, mafia-ka."
"Maharafona"," (rafona) Mampievina."
"Maharary"," (rary) mt.s. sy p.t: Mahatonga fan aintain ana: Maharary izany totohondrindRangahy iny izany. 1 h.o.: Maharary ny teninao. 1 Tsa ro ana manaintaina: Maharary ahy ny tongotro ka tsy afaka ho any aho."
"Mahare"," (re) mt, p.: (mitovy hevitra sy fampiasa amin' ny mandre ihany saingy izy tsy manana fomba mandidy) Mandray amin'ny sofma ny feo avoakan'ny zavatra na biby na olona eo amin'ny manodidina: Marenina izy ka tsy mahare na inona na inona. ~ Mahalala no-ho ny filazan'ny olona: Nahare aho fa lasa any andafy ny zokinao. ? Mahatsiaro: Nahare hatsiaka aoka izany aho aninaraina."
"Maharenina"," (renina) mt.: Mahatongaharenina. 1 Teny entina mandidy mba hangina tsy hitabataba: Maharenina, rankizy al (maharenina ny sonna ny tabataba ataonareo ka aoka izay! )."
"Maharikivy"," Jer. Marikivy."
"Maharikoriko"," (rikoriko) p.t: Miteraka na mahatonga rikoriko, mahasosotra izaitsizy, mahalotika: Maharikoriko ny loton'it? zaza / Maharikoriko ahy ny toetran'iny olona tsy valahara iny. ¶ M. h.: Mahadikidiky, mahaboboka."
"Maharitra"," (aritra) p. t. sady mt. s.: Mateza: Maharitra itony fiarakodia itony raha voakarakara tsara ~ Mikiry, mikikitra: Maharitra amin'ny fikarohana ny olo-mahay. ? Mijanona ela any amin'ny a leha: Nahoana no naharitra tany an-tsena Ise? -  F.-p.: Tsy mahari-boankena, tsy maharitra ny mena miraviravy: tsy maharitra amin'ny zavatra tsiriritina mafy fa dia raikitramihinana. * Ohab.: Izay maharitra vadin'andriana, fa izay tsy maharitra vadin'Ikotokely: ny faharetana no ahazoana zavatsara. / Mahari-pery: manankerim-po hizaka izay fahoriana na zava-tsarotra mitranga. ¶ M.h.: Miaritra, mihafy, mahatanty, mahari-po, mahari-pery, mandefitra, miangidy, manaraka ny onjany, tsy fola-mandefitra."
"Maharitrafo"," a.: Vilany vita a min'ny vifotsy na takela-by natao vonobainona fa tsy tsingfnina, izay matetika ampiasain'ny olona voatery mandeha lava, toy ny mpandroaka sarety..."
"Maharototra"," (rototra) p. t.: Mahatonga ho mafana fo, mazoto, marisika."
"Maharotsingala"," a.: Vifotsy loadoaka madinika atao hitsiririhan'ny rano amin'ny siny fanondrahana anana (jer. Masoarivo)."
"Maharovolona"," a.: Karazan-kazo fanao trano."
"Mahasadaikatra"," (sadaikatra) p. t: Mahatonga hisalasala, mahasanganehana."
"Mahasahy"," na Mahasaky (sahy na saky) nits.: Manana herim-po hanao zavatra: Tsy mahasahy ny hivoaka amin' io alina maizim-pito aho."
"Mahasaikatra"," (saikatra) P.t.: Manalasala, mahamenatra."
"Mahasaky"," (Btl) p. t.: Mahasahy,"
"Mahasalama"," (salama) p.t.: Mahatongaho salama."
"Mahasampona"," (sampona) mt. p.: Mahatonga ho sampona: Raha tsy fahafatesana tokana, tsy misy hahasampona ahy."
"Mahasanganehana"," (sanganehana) mt. p.: Mahatonga ho sanganehana: Mahasanganehana ahy be ihany n? teniny."
