"word","definition"
"Kabatritra"," a. sady p.t: Zaza ratsy taira, vetaveta. ~ h.i.: Olona ambany toetra."
"Kabe"," a.: Tanalahin'ala vaventy be. ~ h.i. p.t.: Lehibe tsy misy hasiny."
"Kabedesina"," (kabedy) mt ih. (kabedeso na kabedeo): Tenenina fatratra: Aza dia kabedesina marain-tsy hariva io zaza io fa mampalahelo."
"Kabedika"," a.: Mitovy amin'ny hoe Kabedy."
"Kabedy"," a.: Teny dridralava fananarana na fanakianana; fimenomenonana tsy misy farany. 6 t.if.: Kabedesina, voakabedy, tafakabedy 1 mikabedy, fikabedy, mpikabedy 1 ikabedena, ikabedesana, fikabedena, fikabedesana / mahakabedy Ikabedibedy."
"Kabesoka"," a.: Levilevy atao haniniana tsy misy fijanonana; fananarana am-pimenomenonan a maharitra."
"Kabija"," (Ski) a.: Karazan-javamaniry ahazoana tavolo (Tacca pinnatifida char.)."
"Kabija"," Bijabija p.t.: Zazavavy kely manifinify sy maimaina; lavalava pintsampintsana ary madinika."
"Kabija"," a: Anaran-kafa ilazana ny tavolo."
"Kabine"," (fr. cabinet) a.: Tranokely fivoahana. ¶ M.h.: Garaba, tranokely."
"Kabinetra"," (fr. cabinet) a.: Filan-kevi-pitondrana ao amin' ny minisitera iray na ao amin'ny governemanta: Izy no lehiben'ny kabinetran'ny Minisitra. / Misy fivorian'ny kabinetra anio."
"Kabinetra"," (angl. cabinet) a: Fitambaran'ny minisitra ao amin'ny fanjakana iray."
"Kabiro"," a.: Zavamaneno tsofina toy ny sodina, natao ta• min'ny hazo nolavahana ka ny sofiny mivelatra eo ambany."
"Kabo"," (Ski) a: Anaran-kazandrano misy poizina mahery ny tsilony."
"Kaboaka"," Kaboakaty p. t.: Tsy misy voany ao anatiny, poaka aty maivan-tsaina."
"Kaboka"," a.: Karazan-kazo madinika antokon'ny ""apocynacées"", misy ditiny mandoro raha mahakasika ny hoditra, izay maimay sy miempaka mihitsy. Anaran-kafa ilazana ny kaboka eran'ny Nosy: folitra, kangarano, montaka, voakanga."
"Kaboka"," a.: Jer. Angongo."
"Kaboke"," (Ski) a.: Omby maty anaka, nefa mbola tsy ritra ny rononony."
"Kaboke"," (Ski) a: Toton-katsaka maitso andrahoina amin' ny ronono."
"Kabona"," a: Karazan'ahitrama rikivy."
"Kabosa"," a.: Zavamaneno malagasy mitovitovy amin'ny mandofinina vazaha: hazo na voatavo na hodi-tsokatra ny vatany ary efatra na dimy ny tadiny. Araka ny faritany dia toy izao avy no anarany: Kabosy, Kabaosy, Kabaosa."
"Kadanà"," Gadanà (fr. cadenas) a.: Hidim-baravarana tsY mba mipetaka amin'ny varavarana fa azo tsoahina, ka toy izao ny fombafombany: misy vy mifaingoka afaka mikaratoka ar? amin'ny ilan' ny kadanà, ary io vy mifaingoka io izay mitsofoka amin' ny vy boribory roamipetaka amin'ny varavarana sy ny batana no mitana ny varavarana hihidy."
"Kadene"," (Ski) a: Vy na tady amin'ny sisin'ny sambo na botry mba hamehezana ny ta din-tsambo."
"Kadetra"," a: Ny manamboninahitra tao amin'ny rainiolona."
"Kadiba"," a: Fanozonana; ompa sy faniratsirana."
"Kadina"," (kady) mt. ih. (kadio): Asiana kady: Nokadiny tsy hidiran'olona ny sahany."
"Kadò"," (fr, cadeau) a: Zavatra kely omena olona mba hamalifaliana azy. Fanampiny kely omen'ny mpivarotra ny mpividy amin'ny zavatra vidiny. ¶ M.h,: Falim-po."
"Kadorika"," (Ski) a.: Karazan-javamaniry misy vodfny fihinana, malemy ary tsara tsiro, hanina masaka na mania."
"Kadradraka"," a.: Karazan-kalalao vaventy."
"Kady"," na Kiady a: Hazo lava misy baraka navoromborona natsangana amin'ny tany efa an'ny tena na tiana hofaritana ho an'ny tena, na hiarova na mba tsy hodiavina na hakana an-keriny ny vokatra maniry ao: Tany vita kiady ny ahy io ka tandremo. • A-ro: lanao no kiadinay eto antanàna. - t.i.f.: Kadina, akady, voakady, kinady 1 manakady, fanakady, mpanakady 1 anakadiana, fanakadiana 1 mikady, fikady, mpikady 1 ikadia na, fikadiana / mahakady. -  F.•p.: Kiady sy voninahitra: sady mpiaro no rehareha mahatonga hohajaina. J Kiady fa tsy tompon'ny sa-ha: mpiambina, mitovitovy amin'ilay hoe: mpiandry omby volavita: tsy tompony fa mpamerin-doha. ¶ M.h.: Voninahitra, tabiha, rehareha, sangs', endrika, olomanga, avara-pianarana, kintana telonohorefy, vato nasondrotry ny tany, trafo nasondrotry ny nofo, tolà-miadidy, varavara-miandraikitra, voara endriky ny saha, tata mo ravaky ny farihy, kitro j - faharana, vovonana iadian'ny lohany, varivary andrian'ny tafo, felatana-mangaika ny rantsana, trafo lelafin-ko mandina."
"Kafana"," Kafankafana a: Fandavana amim-pahatezerana na amin'alahelo. - t.i.f.: Kafankafanina, akafankafana, tafakafankafana 1 mikafankafana, fikafankafa na, mpikafankaf ana 1 ikafankafanana 1 mahakafankafana."
"Kafankafanina"," (kafankafana) nit ih. (kafankafano): Lavina imbetsaka miverimberina."
"Kafara"," a: Fimonomononambahoaka noho ny fitondrana tsy marina na famoretana mih oap amp ana. - t.i.f. : Tafakafara 1 mikafara, fikaf ara, mpikafara 1 ikafarana, fikafarana 1 mahakafaxa 1 kafaraf ara."
"Kafe"," (fr, café) a.: Hazo salasalany, 3 m ny haavony raha ambolena ary mahatratra hatramin'ny 10 m raha maniry amin'izao; ny voany no anaovana fisotro. — Fisotro avy amin'ny rano ampangotrahina miaraka amin'ny voan-kafe voaendy sy voatoto, manan-kery isan-karazany fa mampihendratrendratra ny hozatra ary manaitaitra ny vavony sy ny afero hamoaka rano manampy amin' ny fandevonana ary manamora ny fihetsiky ny tsinay sy ny fandehan'ny fivalanandrano."
"Kafeina"," (fr. caféine) a: Hery ao anatin'ny kafe izay mampihendratrendratra ny hozatra ka manamora ny asa ara tsaina."
"Kafiry"," p.t.: Mitsitsy tafahoatra, mampijialy tena na mampitondra fahoriana ny hafa noho ny fahihirana, kahidy. 1 t.i.f.: Mikafiry 1 kafirifiry"
"Kafitera"," (fr, cafetière) a: Karazam-bilany kely misy tendany, atao famanan-drano fa indrindra atao fitenehana na fampidinana kafe na ravimboafotsy."
"Kaforano"," (t. tr.) p. t.: Tsy ankanavaka, daholo."
"Kaforo"," p. t.: Mahantra fadiranovana, misamboritra. - t.i.f.: Mikaforo, fikaforo, mpikaforo / ikaforoana, fi'-:aforoana / mahakaforo / kaforoforo."
"Kafotsy"," a: Fonjozoro."
"Kahamba"," a.: Korintsana mitovy amin'ny faray, saingy fohy kokoa satria volotsangana vaniny roa ihany. Misy fomba maro fampiasa azy: ahontsana, kapohina amin'ny riran-tanana, donina amin'ny totohondry; ny manan-talenta dia afaka mitotorebika amin'ny tongony sady mampiasa kahamba ny tanany. Maromaro ny anarany araka ny faritany: Kaiamba, kaihamba, kai-hiamba, tsakaihambs."
"Kahana"," Kahakahana a: Fiantsoana ny omby hanatona; fanaovana teny an'avona raha manda. - t.i.f.: Kahankahanina, akahankahana, voakahankahana, tafakahankahana / mikahankahana, fikahankahana, mpikahankahana / ikahankahanana, fikahankahanana / mahakahankahana."
"Kahankanina"," (kahana) mt. ih, (kahankano): Antsoina (omby), antsoina amim-pimonomononana."
"Kahiamba"," a.: Anaran-javamaneno hafa kely fa harefo iray fihina no afatotra goragora ary kapokapohin'ny felatanana roa; izany no atao hoe Kahiamba; malefadefaa ny ngadona azo avy aminy, nefa manana anjara lehibe eo amin'ny fiarahan-javamaneno izy noho izy mana-no toamikorintsana"
"Kahie"," (fr. cahier) a.: Fitambaran-dravintaratasy voazaitra ampiasain'ny mpianatra indrindra, hakany lesona any am-pianarana na hanaovany ny enti-modiny."
"Kahihitra"," p,k: Mitovy amin' ny mahihitra, saingy misy hevitra fanesoana na fanaratsiana kely misisika. ¶ M.h.: Mahihitra, mahidY, kahidy, kafiry, matsitsy, katity, kely hiratra, kely hoho, kely tanana, mamaky akotry, manjaitra atody, mafy tanana, mafy fonosana, mihirim-belona, kongona."
"Kahonkahona"," a.: Tomanimany lavareny; finaonaonan'ny saka. - t.i.f.: Mikahonkahona, fikahonkahona, mpikahonkahona I ikahonkahonana, fikahonkahonana 1 mahakahonkahona."
"Kaika"," Kaikaika a.: Fitomaniana, toloko. i t. i f : Mikaika, fikaika,mpikaika / ikaihana, fikaihana 1 kaikaika / mikaikaika, fikaikaika, mpikaikaika 1 ikaikaihana, fikaikaihana / mahakaikaika."
"Kaikerina"," na Kekerina (kaikitra) mt ih. (kaikero na kekero): Ketohina amin'ny nify: Nokekerin'ilay saka ratsy iny ny tanan-janakb. ? Tsindronina: Nokaikerin'ny moka ny handriko. ? Hanina: Kekerin'ny olitra mafy aho izany, ? Raisina amin'ny nify: Raha tsy voavaha amin'ny tanana, kekero ho afaka io lady io."
"Kaikitra"," a.: Fiketohana, famelezana amin'ny nify: Ny kaikitry ny amboakeiy tiana no tsy tanty. 1 t.: Kaikerina, kekerina, akaikitra, voakaikitra, kinaikitra / manaikitra, fanaikitra, mpanaikitra / anaikerana, fanaikerana / mahakaikitra / kaikikaikitra."
"Kaina"," a sady p. t.: Olona mitofezaka noho ny fahiazana."
"Kainkaina"," p. t.: Karakaina, mai-na dia maina."
"Kainkana"," p.t.: Enti-milaza ny ankizy mahia sy hozatina."
"Kainkona"," a.: Fifintinana, fiforetana, fivonkonana. i tif: Akainkona, voakainkona, tafakainkona / manakainkona, fanakainkona, mpanakainkona / anakainkonana, fanakainkonana / mikainkona, fikainkona / ikainkonana, fikainkonana / mahakainkona / kainkonkainkona."
"Kaitso"," Jar. Kamaitso."
"Kajakaja"," (Ski) a: Masom-by na mason-tady amin'ny sisin' ny lay izay itanana azy amin' ny salazan'ny botry na ny sambo."
"Kajakaja"," a: Fikarakarana, fikolokoloana feno fitandremana. ii t,i.f•: Kajakajaina, voakaiakaja, kinajakaja / mikajakaja, manakajakaja, fikajakaja, mpikajakaja / ilrajakajana, fikajakajana / mahakajakaja."
"Kajakajaina"," (kajakaja) mt. ih. (kajakajao): Karakaraina, ahina, raharahaina, kolokoloina feno fitandremana: Kajakajao tsara ny fanakareo, rankizy, fa nandaniana vola be ireny."
"Kajina"," (kajy) mt. ih, (kajio): Tandremana, kolokoloina: Kajio tsara ny fihavanana, rankizy! 1 Kalina: Kajiny aoka izany ny sorany rehefa manoratra izy."
"Kajomanta"," (Skl) a: Hazo maranitra atao solon-defona;vy mirantsana efatra misy zarany fitorahana hazandrano."
"Kajy"," a.: Tandrina, kolokolo, kaly. 1 ti.f.: Kajina, voakaiy, kinajy / mikajY, fikajy, mpikajy / ikajiana, fikajiana / mahakajy 1 kajikajy."
"Kajy"," a: Anarana nomena vao haingana ny marika sy ny asa-marika fa tsy mahalaza kosa ny matematika."
"Kaka"," a: Zavatra atao anelanelan'ny rafitra hampihizina azy, na tohan-javatra asisika eo ambaniny mba hahamarin-toerana azy: Asio kakany ity latabatra ity fa mitoletsy. ¶ M.h.: Tsikalana. 1 Sombin-kanina kely tafasitrika anelanelan'ny nify. - t.i.f.: Kakàna, akaka, voakaka, kinaka 1 manakaka, fanakaka, mpanakaka 1 anakakana, fanakakana / mikaka, fikaka, mpikaka ! ikakana, fikakana I mahakaka I kakakaka."
"Kakabemaso"," a.: Karazana lolo lehibe izay misy soratra boribory toy ny maso eo ainsi' ny elany roa. 1 h.i.: Anara - biby izay fanao fampitahorana fotsiny fa toa tsy misy akory. (Misy milaza koa hoe Kakabenify)."
"Kakàka"," a : Fanenon'ny akohovavy rehefa madiva hanatody izy. - t.i.f.: Mikakaka, fikakaka, mpikakaka."
"Kakakaka"," a.: Fihomehy lava tapatapaka sy mafy heno la-vitra. - t.i.f•: Akakakaka / mikakakaka, fikakakaka, mpikakakaka 1 ikakakakana, fikakakakana / mahakakakaka."
"Kakana"," (kaka) mt. ih. (kakao): Asiana kakany: Kakao ao ambanin'ny vata."
"Kakao"," (fr, cacao) a,: Karazankazo mety hahatratra 3-4m ny haavony, izay ahazoana voany antsoina koa hoe kakao. Ireo voa ireo, izay ao anatina voa lehibe, dia totoina ka rehefa afaka ny menaka aminy dia ahazoana vovoka mania mena anaovana ilay zavapisotro fantatra amin'ny anarana hoe kakao. Raha endasina kosa indray ireo voany madinidinika ire o, nefa tsy alana ny menaka ao aminy, ka totoina, dia ahazoana fetafeta mania mena volomparasy izay mihamafy ka anaovana ny sokolà,"
"Kakasana"," mt.ih. (kakaso): (fihasimban'ny hoe kikisana) Haratana atao mangadihady tsy misy volo."
"Kakay"," a: Lolom-po, hatezerana miotrika: Tsy afaka hanao izany aho fa tonga hananan'ny zoky kakay."
"Kakazo"," (Btm) a: Hazo."
"Kaky"," a: (ny fampiasa matetika dia Ikaky) Teny entina miantso ny ray: Maty aho, ray Kaky ama-Neniko! ? Teny fanajana entina milaza ny ray na ny olona azo heverina ho toy ny ray: Eto angahalkaky mipetraka"
"Kala"," Jar. Ikala"
"Kalabe"," a: Anaran-kafa ilazana ny kalalao."
"Kalaina"," p.t.: Kamo amin'izay atao rehetra, tsy manana fahaz oto ana."
"Kalalao"," a: Bibikely somary menamena fisapisa-batana misy elatra, fahita indrindra amin' ny efitrano fahandroan-kanina. (Anaran-kafa iantsoana azy: kalabe, kadradraka)."
"Kalamaka"," a.: Zavamaniry mitovitovy amin'ny kabaro (Phaseolus lunatus L.)."
"Kalamasina"," (Btl) a: Vahy miteraka dity na gaoma."
"Kalamavo"," (Btl) a: Anaram-bomanga mavo ny hodiny."
"Kalamboro"," (Bti) a: Hazo a• kan'ny olona gaoma na sandarosy anisan'ny tsars."
"Kalamena"," (Btl) a: Anaram-bomanga mavokely na mena ny hodiny."
"Kalamina"," p.t.: Atao mirindra tsara: Vita kalamina ny raharaha rehetra 1 t. C f• : Manakalamina 1 mi• kalamina."
"Kalamongo"," (Btl) a: Karazambomanga (Ipomaca batates), kelikely ny vodiny fa mamy dia mamy."
"Kalandrie"," (fc calendrier) a: Fanisana andro vahiny izay arahina saiky eran'izao tontolo izao, ary nokendrena hifanaraka amin'ny fihodinan' ny tany manodidina ny masoandro, lalana ataony mandritra ny andro 365 1/4. Ny isa 365 no nozaraina amin' ny volana 12 toy izao: Zan-vie (31), Fevrie (28 na 29), Marsa (31), Avrily (30), Mey (31), Jiona (30), Jolay (31), Aogositra (31), Septambra (30), Oktobra (31), Novambra (30), Desambra (31); mba hahamarina tsara ny fifanarahan'ny kalandrie sy ny fandehan'ny masoandro, dia notratrarina ilay fahaverezana ampahefatr'andro (1/4) isan-taona amin'ny fanampiana andro 1 isaky ny efataona ka ny volana Fevrie no niharan'izany, izay ampitondraina 29 andro isaky ny efataona"
"Kalanga"," na Langa (Btl) p.t: Enti-milaza tandrok'omby mirona any aoriana. ¶ M.h: Tsangantandroka, solanga (Mer.). * Ohab.: Solanga, mahazo; joko, mahavoa: enti-milaza zavatra na toe-javatra roa samy ahombiazana."
"Kalanoro"," a: Zavamananaina toa olona kely, madinika sy fohy, voalaza araka ny honohono fa mivelona any anaty hazo."
"Kalanoro"," (Btl) a: Karazambomanga izay mena ny hodiny ary mena na mavokely ny atiny (Ipomeae batates)."
"Kalaokalao"," a: Romoromo, zavatra mahatonga adiady."
"Kalapoake"," (Ski) a: Alominioma."
"Kalavory"," (BU) a.: Karaz ana vomanga izay lehibe vorivory tsara ary mena aty ny vodiny (Ipomaea batates)."
"Kalaza"," a: Antsy lehibe, karazana famaky, izay entin'ny olona amin'ny ady. 1 h.o.: 1) Teny entina hilazana olona mahery miady hevitra na olona mafy hatoka. 2) Entina hilazana mpiady malaza noho ny herimpony na ny fahaizany amam-pahakingany: Kalazalahy."
"Kalesy"," (fr. calèche) a: Fiara misy kodiarana taritin-tsoavaly, ? Kilalaon'ny ankizy, miendrika fiara kely misy kodiarana roa, izay ifandimbiasany taingenana sy atosika."
"Kaleva"," a: Karazan-kazo madinidinika izay fanaovana tahona famaky na antsy na lefona ny hazony (Croton Lp)."
"Kaleva"," a: Fomba fihinanan' ny vatom-panorona ka midona vao misarika ary mijanona ao am-poina. - t.i.f• : Kalevaina, mikaleva."
"Kalevaina"," (kaieaa) mt. ih. (kalevao): Hanina (enti-milaza ny fihinanan'ny vatom-panorona, izay midona vao misarika ary mijanona ao am-poina)."
"Kalina"," (kaly) mt ih. (k¢lio): Atao am-pitandremana fatratra mba ho vita tsara tanteraka: Kalio ny soratrao fa aza atao zara fa oita"
"Kalisaonina"," (fr. caleçon) a: Fanaoanatin-dehilahy miendrika pataloa na kilaoty."
"Kalisy"," (fr. calice) a: Kapoaka ampiasain'ny Pretra hasiana divay amin'ny sorona masin' ny lamesa (katolika). Kapoaka misy ny divay sotroina amin'ny fanasan'ny Tompo (protestanta)."
"Kalita"," a: Entina milaza ny mpandaingalainga sy fetsifetay. ¶ M.h.: Kapotsaka, fetsy, be gararo. - t.i.f.: Kalitaina I mikalita, fikalita, mpikalita I ikalitana, fikalitana 1 mahakalita / kalitalita."
"Kalitaina"," (kalita) mt.ih. (kali-tao): Andaingana, anaovana hafetsifetsena: Tsy azonao kalitaina aho!"
"Kalitao","Hatsara, hatsaràna. Fenitra tratrarina: mifanaraka amin'ny kalitao. Ahitsio"
"Kalo"," a: Hira madinika fanao raha malahelohelo, mahatsiaro ny ela sy mitantara ny lasa. - t.i.f,: Kaloina, voakalo, kinalo J mikalo, fikalo, mpikalo I ikaloana, fikaloana / mahakalo J kalokalo. -  F-p.: Kalo madinika: hira fohifohy fanaon'ny olona manimanina. J Kaki sisika: ilazana ny angesongeson'ny mpihira manampy angolangola eny anelanelan'ny fitohizan'ny hira eny na eny afovoan'ny feon-kira * Fiten.: Kalon'antitra ka tany no farany: ilazana ny hira fanaon'ny antitra mitanisanisa ny fotoan-dasa ka mahatonga azy hanembonembona ary mazàna miafara amin'ny tomany. * Ohab.: Rafotsibe mampiady kalo, ka ny antitra antitra ihany: enti-milaza ny fahaizana ananan'ireo efa ela nanaovan-javatra miolotra indrindra amin'ireo vao zazavao."
"Kaloina"," (halo) mt. ih. (kaloy): Hiraina amim-po mametsovetso."
"Kalokalo"," (Ski) a.: Karazandro fia fihinam-boa."
"Kaly"," a.: Tandrina, kajy. i t.if: Kalina, voakalY, kinaly I mikaly, fikaly, mplkaly 1 ikaliana, fikaliana J mahakalY / kalikalyKalila (Ski) a.: Karazana vary izay lava ny voany, manify ary mova tsy ny azo itarafana (Oryza satina)."
"Kama"," na Kemaka p.t.: Entimilaza ny olona izay miditra ny molony; gema, demba na dembana. - t.i.f.: Kemahra, voakema / manakema, fanakema / anakemana, fanakemana / kemakema / akemakema 1 mikemakema, fikemakema, mpikemakema / ikemakemana, fikemakemana."
"Kamadaoro"," (fr, commandeur) a: Mpitandrina asa, indrindra amin'ny asa fanaovan-dalana, fananganan-javatra."
"Kamahana"," a: Hanina eran'ny vavany entin'ny vorona ho an'ny zanany."
"Kamaitso"," a: Anarana ilazana ny tanavavy raha mbola kely sy maitso volo izy."
"Kamaosy"," p.t.: Reraka, toro, mongo, kotra ary tsy azo ho zavatra intsony. i tif: Mikamaosy, fikamaosy, mpikamaosy / ikamaosiana, fikamaosiana."
"Kamara"," p. t.: Maramara soratra (enti-milaza ny tanalahy)."
"Kamarabe"," a: Anarana ilazana ny tanavavy rehefa antitrantitra, ka masiaka velona izy amin'izay."
"Kamaratsaka"," (t. tr.) a: Varotra patsa, toho, sira, sns..."
"Kamasina"," a: Karazan'anana. Kamavo: Jer. Kimavo. Kamba ppt.: Ilazana zavatra na hevitra mifanohitra, mitovy amin'ny hoe ""kanjo""."
"Kambana"," a: Zaza roa, na mihoatra, indray aterak'olona anankiray: Nanao kam bantelo Rasoa ~ p. t.: Indray naterak'olona iray: Kambana izy roa ireny. - t.i.f.: Akambana, voakambana, tafakambana I manakambana, fanakambana, mpanakambana / anakambanana, fanakambanana / mikambana, fikambana, mpikambana / ikambanana, fikambanana 1 mahakambana /kambakambana. * Ohab.: Aza atositosika ny ondry botry, fa tsy fantatra izay hanao kambana: aoka tsy hanao tsinontsinona ny kely sy ny madinika famety ho izy ireny aza no hahitantsoa."
"Kambanteny"," a.: Teny roa na mihoatra nakambana hilazana hevitra na sokazin-javatra iray: Valalatsimandadiharona, uiliantsahona."
"Kambavy"," a: Entina milaza ny biby vavy, toy ny tana na ny hala."
"Kambiaoma"," (fr. cambium) a: Faritra mampitombo ny vatan-kazo, anelanelan'ny tapotsiny sy ny hodi-maleminy."
"Kambina"," a.: Tenan-javatra miraikitra amin'iray hafa."
"Kambo"," a: Nofo kely mivohitra maniry amin'ny hoditra. + t.i.f.: Kamboina."
"Kamboina"," (kambo) p.t.: Misy na maniry kambo."
"Kambontenda"," a.: Nofo kely roa an-kila sy an-danin'ny amboakelintenda, izay mety hivonto ka miteraka kohakohaka matetika indrindra ho an'ny anldzy, aretin-tenda, sns.; amin'izay dia ny fanalana azy pmin'ny fandidiana no tsara hatao.	—("
"Kambontsinay"," a.: Kambo lava-lava mivohitra eo amin'ny tendron'ny tsinaibe, izay poaka aty ka ifatraran'ny zavajavatra madinika ary mety hiteraka fanaintainana mafy; ny fanesorana azy no tokony hatao amin'izay."
"Kamboty"," a sady p.t: Maty ray sy reny na ny iray amin' ireo. ? h.i.: Entina milaza ny oriory sy osaosa ara-pivelomana. 1 tif: Mikamboty, fikamboty, mpikamboty J ikambotiana, fikambotiana J mahakamboty I kambotimboty / fahakambotiana. -  F-p,: Kambotim-bola aman-karena: mahantra arabola fa manan-tany na zavatra hafa mety hahazoam-bola. / Kamboty oelon-dreny: zaza maty ray fa ny reniny mbola velona; (ny zazamaty reny mbola kely kosa dia a-tao hoe somony). / Mangahazo kamboty: enti-milaza ny mangahazo maniry izay nofolonana na maina ny tahony. / Tsy kamboty kely fa kamboty lehibe: ilazana ny zaza efa lehibe vao kamboty; — na ny olona mahalala ny lovantsofina navelan'ny razana. ¶ M.h.: Somony, maty dovy, asorotany tsy satry, lasa olo-malala, folaka andry niankinana, toro vato nandiavana, maty kiady sy voninahitra, resy olo-narahina, resy tondromaso."
"Kamenona"," a.: Fimonomononana mandrakariva; fitarainana tsy misy fitsaharana. - t.i.f.: Kamenonina, voakamenona J mikamenona, fikamenona, mpikamenona / ikamenonana, fikamenonana / mahakamenona / kamenomenona."
"Kamenonina"," (kamenona) mt. ih. (kamenony): Enti-milaza ny olona imonomononana: Aza izaho no kamenoninao eo."
"Kamentsona"," a.: Fiteny mitsaontsaona tsy misy rindrany; finantsanantsanana fotsiny. ~ t.i f.: Kamentsonina, voakamentsona, tafakamentsona / mikamentsona, fikamentsona, mpikamentsona / ikamentsonana, fikamentsonana / mahakamentsona / kamentsomentsona."
"Kamentsonina"," (kamentsona) mt. ih. (kamentsony): Bedesina, anaovana teny be, ikafarana."
"Kamiao"," (fr. camion) a: Fiarakodia ngeza fitaterana enta-na."
"Kamifaoro"," (fr. camphre) a: Anarana ahalalana koa ny ravintsara, izay akana mena-ka misy fofony manitra fanao fanafody (Cinnamomum camphora)."
"Kamilaitra"," a: Karazan-damba vita amin'ny volon'ondry na volon'osy."
