"word","definition"
"Edre"," t.p. : Tenenina raha mahita zava-manaitra tsy nampoizina : Edre! inona re ito nataonao, anaka!
 Ahitsio"
"Edrey"," t.p. : Enti-milaza alahelo na tahotra : Edrey! mampalahelo izany nahavoa azy izany !
 Ahitsio"
"Efa"," mt. s. : Vita, voafarana, tapitra : Efa ny asa vao tonga ianao. 1 Tontosa, lavorary : Efako ny asa nampanaouina ahy ka miadan-tsaina aho. 1 Voaloa : Efa ny trosako izao ka faly aho. ? Mety ho vita : Efako io fa aza manahy ianao. 1 Voaonitra, voaverina : Efany ny halatra nataony ha nolefahan'ny fanjakana ny saziny. 1 p.mt. : Fampiasa eo alohan'ny matoanteny milaza ny ankehitriny na ny lasa na ny ho avy, saingy samy hafa ny heviny amin'izany : Eo alohan'ny milaza ny ankehitriny, ny efa dia milaza fa eo am-panaovana ilay asa : Efa mihinana izahay. / Eo alohan'ny milaza ny lasa, milaza fa efa vita tanteraka ilay asa : Efa nihinana izahay. / Eo alohan'ny milaza ny ho avy, milaza fa antomotry ny hanao ilay asa ny olona miteny : Efa hihinana izahay. i Lit : Efaina, voaefa f manefa fanefa, mpanefa / ana-fana, fanefana / miefa, fiefa / iefana, fiefana / mahefa / fahefana.
 Ahitsio"
"Efadafy"," a. : Teny enti-milaza ankapobeny ny sary rehetra misy lafy efatra, toy ny efamira...
 Ahitsio"
"Efaina"," (efa) mt.ih. (efao) : Vitaina : Asa tsY maintsy hefaiho anio ity. 1 Tanterahina, lavorarina: Tsy maintsy efaina tsara izay atao, fa tsy atao kitoatoa ahory. 1 Vidina, aloa vola : Nefaiko roapolo io. 1 Onerana, averina : Tsy nanaiky aho raha tsy nefainy ny famantaranandroho nariany. 1 Vonoina : Nefainy tamin' ny lefona ilay sambobelona naratra.
 Ahitsio"
"Efakefaka"," a. : Ny ilany amin' ny kitrom-biby.
 Ahitsio"
"Efamira"," a. : Velarana misy lafy efatra mitovy ary zoro mahitsy efatra.
 Ahitsio"
"Efarina"," (efatra) mt.ih. (efaro) : Zaraina efatra : Nefarina ny uoasary.
 Ahitsio"
"Efatra"," p.i. : Telo ampiana iray : Efatra ny rindrin'ny trano. - t.i.f. : Efarina J manefatra, fanefatra, mpanefatra 1 anafarana, fanefarana 1 miefatra, fiefatra, mpiefatra f ?efarana, fiefarana 1 fahefatra / inefatra / tsiefatrefatra f mantne. fatra, faninefany / ampahefany 1 hefaxana. a F.-p.: Efa-dafY: sary misY lafiny efatra. / Efamira : sary efa-ioro mitovy ny lafiny efatra. / Tapitra efatra : ma-nana ny toetra tsara rehetra, lavoraxy,tapitra ohatra.
 Ahitsio"
"Eferana"," (efitra) mt.ih, (efero) : Asiana efitra na zavatra atao manelanelana : Tsy maintsy eferana ireto tavoahangy ireto sao mifampipoaka ao anaty fiara ao ka uaky.
 Ahitsio"
"Efitra"," a. : Tany foana tsy misy olona : Tana be efitra any A-frika. - t.i.f. : Mianefitra. a F, -p. : Any an'efitra any : any anaty akata any. * Ohab. : Aleo maty olo-malaina, toy izay uaky vilany mianefitra (jar. Mianefitra).
 Ahitsio"
"Efitra"," a. : Zavatra atao eo anelanelan'ny zavatra roa tiana ho voasaraka : Asio efitra ireo vara ao anaty iota ireo. 1 Ireo fizarazarana amin'ny trano iray voasarakY ny drina : Mis), efitra dimy nY tranonay (ny fizarazarana amin'ny fitoeran-javatra toy ny lalimoara...dia atao hoe efitrefitra : Misy efitrefitra firy io lalimoara io?) 1 : Eferana, entra f voaefitra / manefitra, fanefitra, mpanefitra 1 aneferana, faneferana / miefitxa, fiefitra, mpiefitra f ieferana, fieferana, mahefitra. a F.-p. : Manangana efitra : manao izay hisarahana.
 Ahitsio"
"Efokefoka"," ft. : Enti-milaza fisafoahana amim-pahatezerana; hatezerana. 1 ait. : Miefokefoka, fiefokefoka, mpiefokefoka 1 lefokefohana, fiefokefohana 1 mahefokefoka.
 Ahitsio"
"Efona"," Efonefona a. : Fisafoahana, hatezerana ateraky nY fiheveran-tena ho ambony. HasempotsemPOrana noho ny hasosorana, ka mila tsy ho avy miaina. - t.i.f. : Miefonefona, fief onefona, mpiefonefona / iefonefonana, fiefonefonana f mahefonefona.
 Ahitsio"
"Eglizy"," a. : Fitambaran'nY kristianina iraY filoha sy iray foto-pamPianarana. 1 H.t : Trano ivorian'ny kristianina katolika ka anatrehany ny fombarn-Pivavahana sarnihafa. (Mazàna mizara telo manaraka ny lavany ny atin'ny eglizy ary misy andalan ' an-dry roa mifanindrana mainpisaraka azY ho telo ka mahatonga azy hibikan-tsambo am n' izy kely sakana nefa la-va mitsoroaka; amin'ity hevitra it9 ny eglizy dia atao hoe koa leglizy, na trano leglizy).
 Ahitsio"
"Ehaka"," a. : Fiaina sempotsempotra. ¶ M.h. : Fahasemporana, fisanehaka, fiehakehaka. 1 Etaketaka, edinedina. - t.i.f. : Miehaka, fiehaka, mpiehaka 1 manehakehaka.
 Ahitsio"
"Ehana"," a. : Fiandoha-mamindra manano sarotra noho ny tsY fahampian-kery. i t. if. : Miehana.
 Ahitsio"
"Ehe"," t.-p, : Tsy izany akorY, tsy izany velively : Ehe! tsy niteny izany aho!
 Ahitsio"
"Ehina"," (aika) mtih. (eho) : Terena. 1 Vorina : Eho ny mpianatra fa misy vaovao lehibe holazaina aminy.
 Ahitsio"
"Ehitra"," a. : Aretin-kibo izay mahatonga ny fivalanana ho toy ny rano. - t.i.f. : Manehitra.
 Ahitsio"
"Ehoeho"," ft. : Ilazana feon-javatra re lavitra toa mirehondrehona. 1 H.i. : Lazan-javatra fantatra hatraiza hatraiza. 1 t. f. f. : Manehoeho, fanehoeho janehonehoana,fanehonehoana.
 Ahitsio"
"Eisy"," Ampiasaina araka ny toe-j?vatra mitranga: Na fandavana izany : Eisy! tsy azo ekena izany fangatahanao izany, na famporishana hanarina tsy ho kivin' izay efa nitranga : Eisy! aza atao mahakiuy izany!
 Ahitsio"
"Eja"," (t.tr.) a. : Zara, vintana. 1 Enjinenjina. 1 Hatsaran-tarehy fatratra, fiendrehana. i t.i.f. : Meja,
 Ahitsio"
"Ejipsianina"," (fr. egyp8en) a: Ny firenena monina any amin'ny tanin'i Ejiptra: Anisan'ny firenena nalaza hatramin'ny fahagolan-tany ny E-jipsianina. 1 p.t.: Momba an' i Ejiptra na an'i Ejiptra na avy any Ejiptra: Resin'ny tafika israeiianina tao anatin' ny henemana monja ny tafika ejipsianina tamin'ny ady uoalohany nifanaouan'ny roa ton ta.
 Ahitsio"
"Ekany"," p.mt. : Asolon'ny olona ny Eny raha mamaly sady mitovy hevitra aminy rahajteo : Hiainga rahampitso ihany ue ianao Ekany!
 Ahitsio"
"Ekena"," (eky) mt.fh, (ekeo) : Tsy lavina, ankatoavina : Nekena ny fangatahanao ka mifalia.
 Ahitsio"
"Ekoatera"," (fr. équateur) a.: Ts'rpika iray heverina ho manodidina ny bolan-tany eo afovoanY ka manasaka azy tsara, mitovy elanelana amin'ny tendrony atsirno sy avaratra.
 Ahitsio"
"Ekoatorianina"," (fr. Equator(en) a.: Ny firenena tompon-tany any amin'i Ekoatera (A-merika atsimo): Ny fambofena kakao no voaloham-bokatry ny Ekoatorianina 1 p.t.: Momba an'i Ekoatera, an'i Ekoatera na avy any Ekoatera: Ny mponina ekoatorianina.
 Ahitsio"
"Ekose"," (fr. Ecossais) a.: Ny firenena monina amin'ny tanin'i Ekosy, avaratra andrefan'i Angletera: Malaza ho fatra-pitaitsy lozantany ny E-kose, 1 p.t.: Mikasika an'i Ekosy, an'i Ekosy na avy any Ekosy: Hafa kely ny akanjon'ny lehilahy ekose.
 Ahitsio"
"Eky"," na Aiky ft. : Enti-milaza tsy fandavana na fanarahana izay lazaina amin'ny tena; fanoavana na fankatoavana didin'ny lehibe; fiaikena na fibabohana. - t.i.f. : Ekena, voaeky / maneky (maneke) na manaiky (maneke), fanaiky, mpanalky 1 anekena, fanekena / miaiky na mieky (mieke), fiaiky, mplaiky / iekena, fiekena.
 Ahitsio"
"Ela"," p.t. : Be taon, zoky : Ela kokoa ianao noho i dada. / E-fa ela dia ela it? hazo ity izany. 1 Mijanona maharitra : Nahoana no ela tany an-tsena ianao? /p,mt. : Tsy haingana : Ela uao vita ny sakafonareo izany. / Maharitra fotoana lava : Velona ela, hono, ny uoay. - t.i.f. : Elaina / manela, fanela, mpanela J anelana, fanelana J mahela, fahelana. -  F.-p. : Ela ny ela : enti-milaza zavatra tonga na niseho rehefa nandrasana naharitra : Ela ny ela ka tonga ny fahaleovan-tena. / Ny ela mahareroy (na maharay roa) : ny fitoerana amin'ny toerana iray ela be na ny fiasana amin'ny zavatra iray maharitra dia mahatonga tsy hahomby intsony. /Izay ela be tsy faingana izay : enti-milaza fotoana maharitra aoka izany, l Ela fanao zauatra : votsa fanao zavatra, j Tay tontan'ny ela : enti-milaza zavatra mafy tsy simban'ny andro sy ny tanna. / Ho ela velona anie : enti-mirary fahavelomana, faharetan-javatra lava dia lava.
 Ahitsio"
"Elabakaka"," a. : Anarana orne-na ny fonon'ny tsinay.
 Ahitsio"
"Eladrano"," a. : Zavatra mielakelaka mamirapiratra hita any anaty tany ka anaovana karazan-javatra maro sarobidy.
 Ahitsio"
"Elaina"," (ela) mt.ih. (elao) : A-hemotra : Noelaina ny raharaha
 Ahitsio"
"Elaka"," Elakelaka a. : Silaka, elatrelany mihofakofaka na miendaka amin'ny zavatra iray, - t.i.f. : Elakelahana na eiakelahina, aelakelaka, voaelakelaka, tafaelakelaka 1 manelakelaka, fanelakelaka, mpanelakelaka / anelakelahana, fanelakelahana /mielakelaka, fielakelaka, mpielakelaka J ielakelahana, fielakelahana / mahelakelaka.
 Ahitsio"
"Elakelahana"," na Elakelahina (elakelaka) mt.ih. (eiakelaho): Endahana tsirairay isan'elakelaka.
 Ahitsio"
"Elakelaka"," a, : Ny elanelan'ny zavatra anankjroa : Elakelatrano.
 Ahitsio"
"Elanelana"," a, : Ny afovoany : Ny fanondroadala dia eo anelanelan' ny fanondro sy ny monarapoana. 1 Ny tsy itoviana : Ny elanelan'ny 9 sy ny 4 dia 5. 1 Halaviran-toerana mampisaraka zavatra na tanàna anankiroa Be elanelana loatra ireto andry ireto. /Ohatrinona ny elanelan'Antananarivo sy Ambohimanga?. 1 Ny eo afovoan'ny roa tonta ka tsy momba ny atsy na iroa : Aoka fa ianao no ho elanelan'ny adinay. - t.i.f. : Elanelanina 1 manelanelana, fanelanelana. mpanelanelana I anelanelanana, fanelanelanana I mielanelana, fielanelana, mpielanelana 1 ielanelanana, fielanelanana. ¶ M.h. : Elanelana, alanalana, ebanebana, evanevana, tsy an' nY acsY tsY an' nY aroa, tsy momba ny atsY tsY momba ny aroa, aloalo, tamotamo elanelan-tsoratra.
 Ahitsio"
"Elanelanina"," (elanelana) mt.ih. (elanelano) : Misy...eny anelanelany : Elanelanin'ny paiso ny pibasy any amin'ny tanim-boankazonay. 1 Akana mpanelanelana, mpitsara : Noelanelanin-dRakoto ny adin-dRauao sy Ramavo.
 Ahitsio"
"Elarina"," na Elatina (elatra) mt. ih. (elaro) : Sokafana, velarina (elatra, lamba...).
 Ahitsio"
"Elatra"," a. : Solon-tsandrY ahafahan'ny vorona manidina rehefa akopakopanY ka mikapoka ny rivotra : Vorona fohy elatra ny akoho. • H. i. : Enti-milaza ny fisokatry ny lamba sy ny fikombony indray. Anarana omena ny karazan-karatra lalitra, na mate tika koa karazan-karatra tsy nananana raha milalao karatra. - t.i.f. : Elarina na elatina, tafaelatra, voaelatra, aelatra 1 mielatra, fielatra 1 ielarana, fielarana I mahelatra. -  F.-p.: Elatr'angidina: lamba manify karaxavina. / Foy elatra: manomboka haniry ~ elatra. / Tapaka elatra: tsY afaka mandeha, tsy afaka manao na inona na inona intsony fa tsy manam-Pitaovana. / Manintsana elatra: enti-milaza ny voronkely miofo, izay mihintsana ny elatra manify nentinY hatramin' nY nahafoizanY ka mi-solo elatra mafy sy matevina.
 Ahitsio"
"Elefanta"," (fr. éléphant) a. : Biby makadiry indrindra amin' ny biby an-tanetY, milanja hatramin'ny 5 taonina. (Ny elefanta izay tsy fahita afatsy any Afrika sy any Azia dia manan-koditra matevina; ny nifiny anoloana ambony dia miranirany lava lehibe ataony fiarovan-tena arY no-mena anarana hoe uangin'elefanta; ny molony ambony kosa lava mitarozaka ka ampiasainY ho organa fandraisan-javatra; mety ho velona mandritra ny 100 taona ny elefanta).
 Ahitsio"
"Elektrisite"," (fr. électricité) a. : Anarana nomena ny hery anankiray izay tsy fantatra ny momba azy afa-tsy amin'ny asany sy ny toetranY sasantsasany, toy ny fisintonanY zavatra, fiterahany hazavana na hafanana, na fanovana zavatra ara-pomba simika; no-ho ny fahatsapana ny fitovian' ny hery aman-toetoetran' ny elektrisite amin'nY an'ny varatra dia nomena anarana hoe herimbaratra koa izy.
 Ahitsio"
"Elezina"," (ely) mt.ih. (elezo) : Ahahaka, aparitaka amin'ny toerana manodidina : Elezin' ny riuotra ny uouoka. / Aparitaka, atao manerana ny toerana iray : Elezo amin'it? tsihy id ny vary.
 Ahitsio"
"Elo"," a. : Zavatra vita amin'ny lamba ho aro amin'ny hainandro na ny ranonorana : Velaro haingana ny elo fa avy ny orana. / t.i. f. : Eloana, aelo 1 manan'elo, fanelo, mpanelo 1 aneloana, faneloana 1 mielo, fielo, mpielo / ieloana, fieloana 1 mahelo. -  F,-p, : Elom-barauarana : lambam-baravarana. / Elo mena : elo natokana ho an' ny mpanjaka, ny zanak'andriana. / Elom-pandriana : lamba manarona ny farafara, mositikera. / Elon'aina : lamba misarin'elo misy tady izay idinana avy eny amin'ny fiaramanidina mitsingevaheva eny amin'ny habakabaka : Ireo mpidina amin'ny elon' aina.
 Ahitsio"
"Eloana"," (elo) mt.ih. (eloy) : A-lofana amin'ny elo : Eloy ny zazakely fa mahery izany hainandro izany.
 Ahitsio"
"Elonelo"," a. : Loha mavesabesatra s9 toa manafntafna na mararirary. - t.i.f. : Manelonelo, fanelonelo 1 aneloneloana, faneloneloana,
 Ahitsio"
"Ely"," ft. : Enti-milaza fiparitahana, fihahafana amin' nY toerana manodidina. - t.i.f. : Elezina, aely, voaely, tafaely 1 manely, fanely, mpanely 1 anelezana, fanelezana 1 miely, mpiely, fiely j ielezana,fielezana.
 Ahitsio"
"Embana"," a. : Endim-balala voatoto. * Ohab. : Maika haninona no mitsoka embana?! Enti-milaza ny olona very saina noho ny hamehana ka manao ny tsy tokony hatao.
 Ahitsio"
"Embohana"," (emboka) mt,ih. (embohy) : Asiana setrok' emboka : Embohana ny otely.
 Ahitsio"
"Emboka"," a. : Ditin-kazo na ha-fa, mandefa fofona na setroka rehefa dorana; fofona midofaka : Zavatra telo no natolotry ny Majy an'ilay zazakely : volamena, emboka manitra ary mira. - t.i.f. : Embohana, aemboka I manemboka, fanemboka, mpanemboka I anembohana, fanembohana.
 Ahitsio"
"Emboka","  Embok'akondro a. : Anarana ilazana ilay fiafaran' ny tahom-boany amin'ny akondro, izay marani-doha manja mainty manopy ranombalahy, sisa mijanona ~ rehefa tapitra niforona daho-]o ny voit.
 Ahitsio"
"Embona"," a. : Fahatsiarovana a-min' alahelo olona na zavatra (toy ny tanàna na tany) no-ho ny fitiavana : Anisan'ny fihetseham-po mamelovelo so am-po ny embona ny tanindrazana. ¶ M.h, : Hanina. i : Voaembona 1 manembona, fanembona, mpanembona ) anembonana, fanembonana.
 Ahitsio"
"Emonemona"," n. : Fitoetra amin'ny toerana avo noho ny hafa ary somary mihataka.
 Ahitsio"
"Empaempa"," a, : Jer, Hempahempa.
 Ahitsio"
"Empahina"," (empaka) mt,ih. (empaho) : Endahana, ovahana: Nempahin'ity hazo it? ny tongotro.
 Ahitsio"
"Empaka"," a : Hoditra mitsovaka kely, ovaka. 1 p,t. : Miendaka kely tsy latsaka lalina, voaenda-koditra, mien- End da-koditra : Axa mitaraina tanana hiempaka e! - t.i.f. : Empahina, voaempaka 1 manempaka, fanempaka, mpanemPaka 1 anempahana, fanempahana 1 miempaka, fiempaka, mpiempaka 1 iempahana, fiempahana.
 Ahitsio"
"Empo"," ft. : Fitsonihana, fiovan'ny vongan-javatra ho ranony noho ny fitanehana na fampitaninana andro na afo azy: Tsy Mora empo it9 sauta-ka id izany. - t.i.f. : Empoina, voaempo 1 manempo, fanempo, mpanempo 1 anempoana, fanempoana f miempo, fiempo,
 Ahitsio"
"Empoina"," (empo) mt.ih. (empoy) : Atao mitsonika amin' ny fitanehana na fampitaninana andro na afo : Empoina ny metaly uao azo tefena.
 Ahitsio"
"Empoka"," a. • Famelomana ny afo efa saika maty. - t.i.f. : Empohana, voaempoka 1 manempoka, fanem-Poka, mpanempoka 1 anempohana, fanempohana 1 mahaempo.
 Ahitsio"
"Emponempona"," a. : Fihetsiky ny fo mitepotepo mafy, izay mazàna hita etys ivelany mihitsy aza, noho ny tahotra, fanahiana, fahasasarana,.. - t.i.f. : Miemponempona, fiemponemponal iemponemponana, fiemponemponana.
 Ahitsio"
"Endahana"," (endaka) mt.ih. (endaho) : Alana hoditra : Efa nendahana ve ilay omby? 1 Esorina ny akanjo eny aminy : Nendahan'ny mpangalatra izy.
 Ahitsio"
"Endaka"," a : Fialana sarona na fono. - t.i.f. : Endahana, voaendaka, tafaendaka 1 manendaka fanendaka, mpanendaka 1 anendahana, fanendahana 1 miendaka, fiendaka, mpien. daka 1 iendahana, fiendahana 1 mahendaka.
 Ahitsio"
"Endany"," a, : Soroka sy fan' omby.
 Ahitsio"
"Endray"," t.-p, : Enti-milaza alahelo rafla 1sY ho zaka : Endray! mafy tokoa izany fisarahana.
 Ahitsio"
"Endre"," t. p. Enti-milaza fahatairana : Endre! inona ital hitan'ny masoko! / nahadisoam-panantenana : Endre! tsy nampoiziko izy no hahavita izany!
 Ahitsio"
"Endrehina"," p.t. : Mahatonga ho tsara tarehy, mety : Endrehina anao iny satroka iny.
 Ahitsio"
"Endresy"," t.-p. : Enti-milaza fankatoavana, na koa fananihaniana, fanarabiana.
 Ahitsio"
"Endrika"," a. : Ny fandehan'nY taxehy, ny tokotanin-tarehy : Mitovy endrika amindreniny io zazavavy io. ? Ny fisehoana ivelany : Mamitaka ny endri-javatra matetika. ? Ny bika : Tsara endrika ny tranonay any ambanivohitra. - t.i.f. ' Endrehina / manendrika / fanendxehana 1 miendrika, fiendxika / mifanendrika / mendrika / hamendrehana. -  F.-p, Fohy endrika; lava endrika : fohy tarehy; lava tarehy. / Manana endrika : tsara tarehy. / Manome endrika : mahatonga ho tsara tarehy. / Sadasada manana endrika enti-milaza zavatra tsy dia manahoana nefa mba misy maha-tsaratsara kely azy ihany; matetika io fombam-Pitenenana io dia lazaina aorian'ny hoe vangavanga manan-tsoratra.
 Ahitsio"
"Endrikendrehina"," (endrikendriha) mt.ih. (endrikendreho) : Lazaina ho nanao ratsY tsy natao, hosoran-dratsy, tombotombohina.
 Ahitsio"
"Endrikendrika"," a. : Filazana ho nataon' ny hafa ny ratsy tsy ntaony ; fanosoran-dratsY a   min'izaY tsy natao. ¶ M.h, : Hoso-dratsY, hoso-potaka, tombotomboka. - t.i.f. : Endrikendrehina, voaendxikendrikal manendrikendrika, fanendrikendrika, mpanendrikendrika / anendrikendrehana, fanendrikendrehana.
 Ahitsio"
"Endrina"," a. : Karazana varika lehibe (Jar. Varika, Simpona, Babakoto, AiaY na MakY, Gidxo, Amboanala).
 Ahitsio"
"Endrinendrina"," p.t. : Mitahontahona, adaladala, tsy amPiampy saina, donendrinendrina. - t.i.f. : Aendxinendrina/miendrinendrina, fiendrinendrina, mpiendrinendrina / iendxinendrenana, fiendrinendrenana.
 Ahitsio"
"Endrisy"," t.-p. : Fiovan'ny Indrisy.
 Ahitsio"
"Endry"," a. Karazam-borona mitovy amin'ny fanindry (Bu teo brachyp taras).
 Ahitsio"
"Endry"," (Br na Ats.) a. : Reny.
 Ahitsio"
"Endy"," a. : Fandrahoan-kanina maina tsy misy rano fa asiana menaka : Tsara endy ve ny hena, rankizy? - t.i.f. : Endasina,voaendy I manendy, fanendy, mpanen. dy 1 anendasana, fanendasana ) mahendy 1 mendy. a F,-p, : Endin'anglisy : Anaram-bosotra omena ny vo- anjombazaha. / Endy vara-ka : enti-m?laza zavatra nendasina maimaika, faingana.
 Ahitsio"
"Enemina"," (enina) mt.ih. (enemo) : Zaraina eriin8 : Enemo ital hena ital.
 Ahitsio"
"Enga"," t.p. : Entina hanehoana ny faniriana ao am-po; ny Enga dia arahin'ny teny hoe anie, arY ny matoanteny milaza ny ho avy no atao eo aorianany mandrakariva : Enga anie ho afaka izy !
 Ahitsio"
"Engade"," Angade! t.-p. : Fandre lazain' ny ankizy raha misy namanY manao zavatra tsy fampiseho masoandro, ka sady horahinY ilay izy amin' izay no tondroinY mba hahamenatra azy.
 Ahitsio"
"Enina"," p.t. : Mahazo ny anjara sahaza ny tena : Enin-kaja izahay, tompoko, amin'izao fandraisana ataonareo izao ka misaotra indrindra.
 Ahitsio"
"Enina"," p.i. : Dimy ampiana i- ray : Enim-bolana ny tapa-tao na. - t.i.f• : Enemina / mienina 1 fahenina / inenina / tsieninenina 1 maninenina / faninenina / ampaheniny I henemana.
 Ahitsio"
"Enjehina"," (enjika) mt.ih. (enjeho) : Arahina : Nenjehiko moramora avy aoriana ry zalahy. ? Tratrarina an-kazakazaka avy aoriana : Nenjehin' ny polisy ilay mpangalatra ka azony ihany nony afaka folo minitra. ? Asiana an-kolaka na mivantana : Tay fantatro izay ratsy nataoko fa enjehin'ny namako aho. ? Ampijalijalina, trandrahina hatraiza hatraiza Nenjehina aoka izany ny mpikambana anisan' ny VVS.
 Ahitsio"
"Enjika"," a. : Fanarahana avy aoriana mba hanatratrarana : Enjika papelika. - t.i.f. : Enjehina, voaenjika / manenjika, fanenjika, mpanenjika / anenjehana, fanenjehana / mienjika, fienjika, mpienjika 1 ienjehana, fienjehana.
 Ahitsio"
"Enjina"," ft. : Enti-milaza fihetsik' olona mamomamo na varivarin' ny toaka. - t.i.f. : Mienjina, fienjina / enjinenjina / mienjinenjina.
 Ahitsio"
"Enjinenjina"," a. : Fiandranandran'ny olona marna, misavoamboana na entanim-piavonavonana.
 Ahitsio"
"Entana"," a. : Zavatra entina amin'ny tanna : Mitondra entana mavesatra izy fa ampio. ? Ireo zavatra tsy misaraka amin' ny tena raha mivahiny na mifindra transi (akanjo, firakofana, fanaka...) : Aza hadinoina ny entanareo rehefa mivoaka ny fiaran-dalamby. ? Izay amidy ao ampivarotana (matetika anefa amin'ity hevitra ity, ampiana ny teny hoe Varotra): Aza kasikasihina na entako, ny entam-barotro, raha tsy hividy ianao. ? H. o. : Ohana miankina amin' ny tena ka velomina sy iadidiana : Entana ho azy tokoa ireo iray tam-po amin'ny vadiny mipetraka ao aminy. ¶ M.h. : Loloha. ? Ny faty entina halevina lavitra : Napetraka tao an'efitra madio ny entana raha vao tonga. ? Fehezan-javatra atao indray mi-tondra : Kitay tala entana (atao koa hoe anentana). - t.i.f. : Entanina, voaentana / manentana, fanentana, mpanentana / anentanana, fanentanana / mientana, fientana, mpientana / ientanana, fientanana. -  F,-p.: Anentana: am-pehezana: Ataovy anentany dimy ireo mololo ireo, / Manao entan'olo-malaina (na entan'ny malaina) • enti-milaza olona mitondra entana maro indray mandeha mba tsy hiverimberenany, ka misy simba na vaky ireo entana ireo. / Manentan-tay ritra : (a.b.t. : mibdta vary na laoka ao am-bilany mbola tsy masaka na ritra) : manao zavatra maimaika. / Mitondra entana My voafehy : manao zavatra am-pirotorotoana, tsy ampitandremana.
 Ahitsio"
"Entanina"," (entana) mt. ih. (entano): Aingaina, bataina: Noentaniny mbola tsy ritra ny vary. ? h.o,: Hetsehina tampotampoka: Entanin-kafaliana ny foko. / Noentanin'ny hambompo izy ka nahauita zavatra tsy nampoizina.
 Ahitsio"
